N	2gram	Vinokur_Ku_3	Vladivir
1	и в	23	31
2	не только	17	24
3	но и	3	19
4	то что	4	18
5	и не	10	17
6	том что	11	14
7	что в	13	14
8	в этом	16	14
9	и с	3	14
10	что он	6	12
11	по поводу	3	12
12	в его	11	12
13	но в	2	12
14	в том	22	11
15	между прочим	8	11
16	потому что	12	11
17	о том	6	11
18	также и	5	10
19	он не	3	10
20	как мы	5	9
21	а в	5	9
22	только в	6	9
23	в дальнейшем	2	8
24	в то	3	8
25	так как	9	8
26	уже в	3	7
27	кроме того	2	7
28	как раз	4	7
29	как это	7	7
30	сказать что	7	7
31	еще и	2	7
32	е в	2	7
33	и к	3	6
34	можно сказать	2	6
35	у нас	10	6
36	в качестве	2	6
37	того же	4	6
38	может быть	14	6
39	свое время	2	6
40	в котором	2	6
41	так и	6	6
42	не может	6	6
43	то же	6	6
44	и что	7	6
45	на этот	2	6
46	то он	3	6
47	а с	3	5
48	все это	2	5
49	вовсе не	5	5
50	не в	5	5
51	но как	3	5
52	и если	2	5
53	в свое	2	5
54	а также	4	5
55	что и	6	5
56	когда он	2	5
57	что же	5	5
58	не было	4	5
59	я не	5	4
60	в своем	4	4
61	главным образом	2	4
62	для нас	4	4
63	как и	5	4
64	и как	2	4
65	никак не	2	4
66	хотя и	5	4
67	один из	4	4
68	в нашем	7	4
69	в своей	4	4
70	мысли и	2	4
71	в особенности	2	4
72	как он	2	4
73	в россии	2	4
74	для меня	2	4
75	в общем	6	3
76	и через	2	3
77	но на	3	3
78	к тому	3	3
79	отнюдь не	3	3
80	с другой	7	3
81	раз и	2	3
82	как в	4	3
83	но не	3	3
84	но это	5	3
85	что они	2	3
86	более или	2	3
87	по своему	2	3
88	ничего не	6	3
89	тот же	6	3
90	за пределы	2	3
91	все же	5	3
92	в целом	4	3
93	отношение к	3	3
94	вместе с	2	3
95	на него	3	3
96	или менее	2	3
97	он пишет	2	3
98	другой стороны	3	3
99	в отношении	3	3
100	в связи	5	3
101	таким образом	9	3
102	все эти	7	3
103	и вот	3	3
104	уже не	8	3
105	то мы	3	3
106	он в	2	3
107	на себя	2	3
108	к его	2	3
109	и здесь	2	3
110	здесь не	2	3
111	это конечно	2	3
112	и действительно	3	3
113	тем что	5	2
114	с тем	6	2
115	не менее	12	2
116	в частности	2	2
117	и такие	2	2
118	хотя бы	9	2
119	по существу	3	2
120	не столько	4	2
121	что все	2	2
122	то обстоятельство	3	2
123	и я	2	2
124	ясно что	4	2
125	в тех	2	2
126	указать на	2	2
127	тем не	9	2
128	ни в	3	2
129	тому же	3	2
130	это и	3	2
131	тем более	5	2
132	п а	2	2
133	на этом	2	2
134	учение о	2	2
135	более что	2	2
136	и тот	2	2
137	он будет	2	2
138	еще не	9	2
139	при этом	6	2
140	того что	11	2
141	было бы	16	2
142	совершенно не	5	2
143	что на	3	2
144	в самом	13	2
145	конечно не	2	2
146	том чтобы	4	2
147	и о	4	2
148	и т	54	2
149	не по	3	2
150	не будем	5	2
151	дело не	2	2
152	что она	5	2
153	которые и	3	2
154	а именно	3	2
155	только что	2	2
156	но мы	2	2
157	то и	2	2
158	как к	2	2
159	именно так	2	2
160	т д	8	2
161	лишь в	8	2
162	тем самым	4	2
163	что дело	2	2
164	того чтобы	11	2
165	для того	12	2
166	что мы	2	2
167	что такое	4	2
168	как на	8	2
169	той же	3	2
170	в результате	3	2
171	развития русской	2	2
172	во всяком	2	2
173	точки зрения	23	2
174	в каком	3	2
175	обстоятельство что	3	2
176	из этих	5	2
177	мы должны	3	2
178	один и	2	2
179	что сам	3	2
180	тех же	4	2
181	всякого рода	5	2
182	в чем	5	2
183	еще на	2	2
