N	2gram	Losev_Dial_3	Literetu
1	а не	26	20
2	и в	24	19
3	может быть	13	17
4	то же	6	12
5	и не	27	11
6	в том	5	10
7	как и	7	10
8	но и	9	10
9	же время	3	9
10	не может	19	9
11	в этом	8	9
12	в то	5	9
13	с другой	4	8
14	не только	23	8
15	и даже	13	8
16	том что	8	7
17	то что	14	7
18	так и	5	7
19	с одной	3	7
20	не менее	11	6
21	в себе	2	6
22	одной стороны	3	6
23	при этом	2	6
24	себя в	2	6
25	и на	3	6
26	я не	6	5
27	у нас	4	5
28	одна из	3	5
29	но не	2	5
30	он не	5	5
31	так в	2	5
32	того что	12	5
33	что в	7	4
34	в частности	2	4
35	прежде всего	8	4
36	не в	3	4
37	отнюдь не	10	4
38	для него	4	4
39	в ней	2	4
40	в его	2	4
41	жизни и	5	4
42	так что	8	4
43	другой стороны	2	4
44	мы не	5	4
45	тем что	3	4
46	точки зрения	25	4
47	я и	2	4
48	перестает быть	2	3
49	никогда не	7	3
50	быть может	3	3
51	о себе	2	3
52	личности в	2	3
53	что он	13	3
54	в нем	3	3
55	по существу	2	3
56	и как	8	3
57	но это	5	3
58	и он	2	3
59	в сущности	10	3
60	со стороны	2	3
61	а именно	2	3
62	в их	2	3
63	то и	3	3
64	и для	2	3
65	как я	2	3
66	так как	6	3
67	сознания в	2	3
68	тем самым	3	3
69	с точки	14	3
70	как на	5	3
71	а в	2	3
72	и его	5	3
73	и то	4	3
74	и с	6	3
75	в данном	2	3
76	и жизни	6	3
77	ничего не	17	3
78	на этом	2	2
79	не было	3	2
80	же как	2	2
81	у него	2	2
82	себя и	2	2
83	для этого	2	2
84	в них	5	2
85	с этой	5	2
86	по крайней	5	2
87	в виду	7	2
88	все еще	2	2
89	вовсе не	13	2
90	из того	2	2
91	и к	5	2
92	крайней мере	5	2
93	для нас	2	2
94	тем не	10	2
95	все что	3	2
96	и нет	7	2
97	ведь это	2	2
98	одно и	5	2
99	и без	3	2
100	еще не	2	2
101	было бы	5	2
102	как бы	3	2
103	не вполне	2	2
104	для себя	2	2
105	говоря уже	2	2
106	что и	6	2
107	уже о	2	2
108	все же	3	2
109	и т	24	2
110	же в	2	2
111	из них	3	2
112	могут быть	2	2
113	то как	2	2
114	в истории	4	2
115	не говоря	2	2
116	я вижу	3	2
117	при всем	4	2
118	как раз	7	2
119	и только	6	2
120	быть не	2	2
121	той же	3	2
122	все равно	2	2
123	но только	4	2
124	уже не	5	2
125	и что	15	2
126	для того	3	2
127	что не	5	2
128	из которых	3	2
129	хотя бы	4	2
130	на свете	3	2
131	в сравнении	3	2
132	друг друга	3	2
133	сравнении с	3	2
134	не знает	3	2
135	в своих	2	2
136	то в	2	2
137	потому что	7	2
138	в основе	3	2
139	одно из	5	2
140	даже и	7	2
141	подобно тому	4	2
142	на себя	3	2
143	он и	3	2
144	но как	2	2
145	о том	6	2
146	тому как	4	2
147	к этой	2	2
148	а если	3	2
149	как это	5	2
150	себя как	3	2
151	но в	2	2
152	не надо	3	2
