N	2gram	Bakhtin_Fr_2	Istorich
1	что он	3	24
2	не только	17	18
3	может быть	5	17
4	никогда не	5	15
5	и в	49	15
6	но и	13	14
7	так как	6	14
8	так же	2	13
9	что в	2	12
10	а в	4	12
11	то что	6	12
12	в этих	4	11
13	и не	15	11
14	в этом	15	11
15	что они	2	10
16	то же	7	10
17	еще не	2	9
18	все же	7	9
19	в другом	2	9
20	связи с	2	8
21	один из	7	8
22	мы можем	2	8
23	очень много	2	8
24	том что	4	7
25	в обряде	2	7
26	в нем	9	7
27	вместе с	2	7
28	сих пор	4	7
29	таким образом	7	7
30	смерти и	4	7
31	ничего не	2	7
32	связана с	3	6
33	до сих	4	6
34	мы уже	6	6
35	в его	18	6
36	как бы	11	6
37	мы здесь	2	6
38	в том	3	6
39	только в	13	6
40	но в	4	6
41	связан с	3	5
42	прежде всего	19	5
43	в одном	3	5
44	но все	4	5
45	было бы	3	5
46	так и	6	5
47	не может	7	5
48	в связи	2	5
49	к нему	3	5
50	можно было	3	5
51	имеем в	2	5
52	можно найти	2	5
53	с одной	3	4
54	и другие	2	4
55	и др	9	4
56	но они	3	4
57	у него	2	4
58	но это	2	4
59	в этой	10	4
60	при этом	5	4
61	одной из	2	4
62	но он	6	4
63	в ней	2	4
64	другими словами	3	4
65	связь с	3	4
66	того как	2	4
67	и с	6	4
68	тем что	4	4
69	и на	17	4
70	в себе	4	4
71	мы должны	2	4
72	все эти	7	4
73	всех этих	3	3
74	должен был	2	3
75	в качестве	2	3
76	и его	17	3
77	из этих	5	3
78	на то	2	3
79	он был	2	3
80	одной стороны	3	3
81	о том	3	3
82	в их	2	3
83	все это	9	3
84	так в	3	3
85	страх перед	2	3
86	в себя	6	3
87	роль в	5	3
88	тому как	2	3
89	подобно тому	2	3
90	и это	3	3
91	уже в	5	2
92	во время	12	2
93	не было	4	2
94	и более	4	2
95	могут быть	2	2
96	с другой	4	2
97	в жизни	4	2
98	на самом	2	2
99	в тех	2	2
100	и эти	2	2
101	ни в	3	2
102	да и	3	2
103	а затем	3	2
104	в новой	2	2
105	именно в	6	2
106	в основном	5	2
107	по существу	2	2
108	как и	11	2
109	мы видели	3	2
110	одна из	4	2
111	но не	5	2
112	он видит	2	2
113	здесь в	6	2
114	того чтобы	2	2
115	проникнуть в	2	2
116	на его	2	2
117	в сущности	8	2
118	ее в	2	2
119	с ее	3	2
120	на этой	2	2
121	из них	3	2
122	во всех	6	2
123	другой стороны	3	2
124	ключ к	2	2
125	превращается в	3	2
126	дает нам	2	2
127	другом месте	2	2
128	сказать что	6	2
129	он дает	2	2
130	к ней	2	2
131	под названием	2	2
132	здесь не	2	2
133	в особенности	5	2
134	их в	3	2
135	только с	3	2
136	в него	2	2
137	в эту	5	2
138	видит в	3	2
139	в виду	3	2
