N	2gram	Vygotskiy__4	NovoeSre
1	а не	7	17
2	не может	6	16
3	и в	20	16
4	и не	8	11
5	что в	19	9
6	в том	42	8
7	как и	9	7
8	в этом	24	7
9	может быть	12	7
10	никогда не	5	6
11	в высшей	2	6
12	не знает	2	6
13	не в	4	6
14	высшей степени	2	6
15	ни в	3	6
16	в нем	2	5
17	и к	5	5
18	в ней	2	5
19	не только	15	5
20	не менее	3	4
21	то что	15	4
22	это не	5	4
23	не имеет	2	4
24	и для	4	4
25	должно быть	3	4
26	потому что	12	4
27	по своему	4	4
28	прежде всего	2	4
29	о том	5	4
30	значит что	2	4
31	но и	9	3
32	не есть	2	3
33	должна быть	2	3
34	в своей	7	3
35	в истории	10	3
36	с другой	12	3
37	не означает	3	3
38	к тому	6	3
39	что такое	5	3
40	в основе	17	3
41	с тем	6	3
42	подобно тому	2	3
43	как в	5	3
44	еще не	2	3
45	тому как	2	3
46	в наши	2	3
47	наряду с	3	3
48	сказать что	6	3
49	что все	3	2
50	все время	4	2
51	себя в	3	2
52	место в	2	2
53	у него	2	2
54	вместе с	8	2
55	так и	5	2
56	мысли и	2	2
57	и т.п	2	2
58	другой стороны	9	2
59	формы и	3	2
60	и от	3	2
61	а в	2	2
62	к образованию	2	2
63	с одной	9	2
64	этом смысле	8	2
65	все эти	5	2
66	такой же	2	2
67	роль в	4	2
68	того чтобы	7	2
69	одной стороны	9	2
70	но не	3	2
71	так же	11	2
72	по существу	3	2
73	том что	35	2
74	в смысле	4	2
75	можно было	6	2
76	связана с	2	2
77	же как	6	2
78	и с	4	2
79	и что	8	2
80	переходе от	2	2
81	могут быть	7	2
82	с этим	5	2
83	и на	6	2
84	в себе	10	2
85	и это	2	2
86	такого рода	6	2
87	не имеют	3	2
88	когда мы	2	2
89	том чтобы	2	2
90	как это	9	2
91	но для	2	2
92	но в	3	2
