N	2gram	Tiupa_Anal_2	Psycholo
1	то что	7	37
2	и в	16	30
3	в том	12	27
4	что в	2	24
5	том что	12	21
6	таким образом	2	20
7	как бы	10	19
8	на то	2	17
9	не только	16	16
10	в самом	6	14
11	в этом	18	14
12	так же	2	13
13	как раз	4	13
14	в нас	2	13
15	то есть	9	13
16	одной стороны	4	12
17	в сущности	4	12
18	вместе с	2	12
19	с одной	5	12
20	если бы	3	11
21	может быть	6	11
22	о том	7	10
23	никогда не	3	9
24	с другой	6	9
25	не может	4	9
26	и то	3	9
27	сказать что	2	9
28	мы имеем	3	8
29	к тому	7	8
30	не в	4	8
31	а не	10	8
32	при этом	10	8
33	того что	2	8
34	могут быть	10	8
35	по себе	2	7
36	но не	4	7
37	то же	4	7
38	точки зрения	4	7
39	как это	6	7
40	в своем	4	6
41	что она	2	6
42	именно в	3	6
43	как и	14	6
44	что с	2	6
45	и если	3	6
46	и тем	4	6
47	и для	2	6
48	но и	12	6
49	что все	2	6
50	и не	12	6
51	и его	4	6
52	или в	3	6
53	никак не	2	6
54	тем что	3	6
55	как будто	3	6
56	на этом	4	6
57	только не	4	5
58	в целом	8	5
59	несмотря на	3	5
60	как мы	3	5
61	в этой	9	5
62	еще не	2	5
63	было бы	3	5
64	в новелле	4	5
65	один из	2	5
66	другой стороны	2	5
67	сводится к	3	5
68	в двух	2	5
69	в себе	7	5
70	но в	6	5
71	только в	4	5
72	ответ на	3	5
73	бы в	3	5
74	казалось бы	3	4
75	в результате	3	4
76	в частности	16	4
77	и все	3	4
78	прежде всего	3	4
79	говорит о	5	4
80	и к	5	4
81	в своей	2	4
82	в его	2	4
83	не есть	2	4
84	как говорит	2	4
85	только на	3	4
86	внимание на	2	4
87	а в	3	4
88	в конце	4	4
89	о чем	2	4
90	была бы	2	3
91	у него	4	3
92	при таком	2	3
93	в состоянии	2	3
94	состоит в	8	3
95	к этому	2	3
96	вовсе не	2	3
97	художественного произведения	2	3
98	что на	3	3
99	так что	3	3
100	для него	4	3
101	имеет место	4	3
102	он не	2	3
103	что и	3	3
104	на его	3	3
105	данном случае	5	3
106	так и	15	3
107	со стороны	3	3
108	как в	4	3
109	в их	3	3
110	так например	2	3
111	это только	2	3
112	этом отношении	3	3
113	по поводу	3	3
114	на этот	2	3
115	в таком	2	3
116	той же	2	3
117	можно было	3	3
118	и на	6	3
119	в данном	8	3
120	в этих	2	3
121	в ответ	2	2
122	он в	4	2
123	в противоположность	2	2
124	в одном	2	2
125	этом смысле	2	2
126	и другими	2	2
127	а как	2	2
128	или иной	3	2
129	можно сказать	4	2
130	этом случае	4	2
131	он был	2	2
132	а затем	2	2
133	ли не	2	2
134	по существу	2	2
135	того же	4	2
136	со своим	3	2
137	в центре	3	2
138	по преимуществу	4	2
139	той или	3	2
140	в качестве	11	2
141	еще в	2	2
142	в котором	2	2
143	себе не	2	2
144	не с	4	2
145	с той	2	2
146	строго говоря	2	2
147	из них	3	2
148	представляют собой	2	2
149	во всех	4	2
150	ритма и	3	2
151	и до	2	2
152	отношения к	2	2
153	в словах	3	2
154	все это	4	2
155	по отношению	4	2
156	в отличие	2	2
157	в себя	4	2
158	для читателя	2	2
159	приводит к	3	2
160	с точки	2	2
161	и даже	9	2
162	и он	2	2
163	отличие от	2	2
164	ничего не	9	2
165	в ритме	2	2
166	в нашем	3	2
167	что касается	3	2
168	в то	2	2
169	не знает	3	2
170	собой в	2	2
171	едва ли	3	2
172	же не	2	2
