N	2gram	Propp_Isto_1	Tvorches
1	и в	28	21
2	как бы	2	17
3	в то	3	15
4	в его	5	13
5	то же	12	13
6	что в	12	12
7	как и	4	12
8	том что	7	11
9	все это	4	10
10	как в	2	8
11	он не	2	8
12	то что	9	8
13	в том	9	7
14	при этом	3	7
15	не только	12	7
16	и не	9	7
17	и на	4	7
18	но в	8	7
19	что он	10	6
20	не менее	6	6
21	для него	2	6
22	в котором	3	6
23	а в	7	6
24	и его	3	6
25	в этом	8	6
26	xix века	2	6
27	о том	9	6
28	вовсе не	2	5
29	а не	15	5
30	но это	4	5
31	может быть	25	5
32	в этой	6	5
33	все же	10	5
34	таким образом	8	5
35	хотя бы	4	5
36	потому что	4	5
37	как будто	4	5
38	только в	11	5
39	в русской	2	5
40	в своем	5	4
41	прежде всего	10	4
42	и как	2	4
43	в целом	2	4
44	из всех	2	4
45	одной из	2	4
46	одним из	2	4
47	в конечном	2	4
48	один из	4	4
49	не может	15	4
50	это не	7	4
51	и от	2	4
52	в основном	2	4
53	на эту	3	4
54	не существует	2	3
55	в книге	3	3
56	самого начала	2	3
57	и другие	4	3
58	никогда не	14	3
59	с другой	6	3
60	я не	3	3
61	с ним	2	3
62	говорит о	2	3
63	с самого	2	3
64	в дальнейшем	5	3
65	но не	5	3
66	но если	2	3
67	даже в	4	3
68	в нем	2	3
69	и т	25	3
70	не по	2	3
71	но и	10	3
72	дело не	5	3
73	ее в	5	3
74	в ту	2	3
75	в их	3	3
76	уже не	3	3
77	тут и	2	3
78	там же	2	3
79	того что	4	3
80	и даже	4	3
81	не так	2	3
82	и по	3	3
83	так же	7	3
84	и с	4	3
85	в виде	2	3
86	дело в	3	3
87	представляет собой	4	3
88	так как	6	3
89	в основе	4	2
90	перед нами	3	2
91	зависит от	2	2
92	в частности	2	2
93	однако в	2	2
94	в этих	7	2
95	в качестве	5	2
96	точно так	3	2
97	к этому	2	2
98	что и	6	2
99	а по	2	2
100	его как	2	2
101	а затем	2	2
102	об этом	4	2
103	так что	4	2
104	не в	9	2
105	одна из	2	2
106	тот же	2	2
107	мысль о	2	2
108	из них	3	2
109	к тому	6	2
110	следовало бы	3	2
111	живет в	2	2
112	в ней	7	2
113	и когда	2	2
114	был бы	2	2
115	и тем	2	2
116	тем не	6	2
117	еще в	2	2
118	когда он	6	2
119	вместе с	6	2
120	так и	9	2
121	приводит к	2	2
122	вслед за	6	2
123	во всей	2	2
124	в отличие	2	2
125	именно в	3	2
126	что она	5	2
127	не означает	2	2
128	здесь мы	7	2
129	что не	2	2
130	за то	2	2
131	и он	3	2
132	отличие от	2	2
133	представлений о	3	2
134	отказаться от	2	2
135	или в	5	2
136	ведет к	2	2
137	сказать что	5	2
138	могут быть	4	2
139	это время	2	2
140	в себе	2	2
141	не знает	5	2
142	прошлого и	2	2
143	при помощи	2	2
144	не то	4	2
