N	2gram	Bakhtin_Pr_2	Problemy
1	из подполья	4	36
2	и в	45	34
3	и не	42	29
4	как бы	15	27
5	что он	7	23
6	в его	22	22
7	может быть	18	19
8	в нем	20	19
9	не может	24	19
10	о себе	3	18
11	как и	14	18
12	но в	6	16
13	все это	5	16
14	и его	8	16
15	в этом	20	16
16	и с	7	15
17	прежде всего	11	15
18	он не	9	15
19	то же	5	14
20	с самим	2	14
21	к нему	11	14
22	самом деле	4	13
23	для него	9	13
24	у достоевского	14	13
25	но и	15	12
26	же время	3	12
27	и к	2	12
28	потому что	8	12
29	в то	5	12
30	вовсе не	7	11
31	в сущности	7	11
32	то что	5	11
33	не только	16	10
34	не в	8	9
35	а не	10	9
36	героя и	7	9
37	никогда не	17	8
38	себя и	2	8
39	в самом	13	8
40	о мире	5	8
41	так же	5	8
42	точки зрения	19	8
43	с ним	8	8
44	что же	4	8
45	и слово	6	8
46	и для	2	8
47	слова в	4	7
48	я не	6	7
49	что в	6	7
50	к герою	5	7
51	слово о	6	7
52	и даже	3	7
53	человек из	2	7
54	этого слова	2	7
55	все же	4	7
56	на него	2	7
57	как мы	8	7
58	что не	5	7
59	там где	6	7
60	что они	3	6
61	в пределах	4	6
62	у меня	3	6
63	отношение к	8	6
64	что у	4	6
65	не знает	4	6
66	и на	7	6
67	с ними	4	6
68	с его	8	6
69	от него	3	6
70	ли вы	4	6
71	мы уже	3	6
72	для себя	3	6
73	отношению к	8	6
74	так и	3	6
75	в себе	5	6
76	не хочу	2	6
77	только в	9	6
78	он сам	6	5
79	все время	3	5
80	это не	3	5
81	и от	3	5
82	в конце	4	5
83	себе самом	3	5
84	так что	2	5
85	но все	4	5
86	и что	2	5
87	того что	3	5
88	и сам	3	5
89	дело идет	6	5
90	в целом	5	5
91	из них	9	5
92	по отношению	8	5
93	таким образом	11	5
94	на них	2	5
95	и вот	2	5
96	лишь в	2	5
97	а в	3	5
98	он и	4	5
99	мы должны	4	5
100	в диалоге	3	5
101	в одном	6	5
102	на протяжении	3	5
103	даже в	6	5
104	что и	5	5
105	героя в	5	5
106	и у	2	5
107	ни одного	3	5
108	хотя бы	5	5
109	в чем	2	5
110	но на	2	4
111	что все	3	4
112	переходим к	2	4
113	протяжении всего	2	4
114	ни в	2	4
115	но это	2	4
116	у него	6	4
117	при этом	2	4
118	на его	5	4
119	не о	2	4
120	его с	2	4
121	как к	2	4
122	бы он	2	4
123	человека как	2	4
124	все эти	4	4
125	рядом с	3	4
126	в диалогах	2	4
127	даже и	2	4
128	для достоевского	4	4
129	но как	2	4
130	в начале	2	4
131	его в	3	4
132	так как	5	4
