N	2gram	Vygotskiy__5	Myshleni
1	в том	27	33
2	том что	21	27
3	точки зрения	7	26
4	то что	37	20
5	в этом	14	19
6	с точки	2	18
7	того что	8	17
8	и в	30	15
9	не только	16	15
10	что в	24	14
11	таким образом	20	14
12	говорит он	2	12
13	что он	17	12
14	того чтобы	20	12
15	в самом	14	11
16	в целом	5	10
17	но и	6	10
18	было бы	5	10
19	для того	20	10
20	мы не	3	10
21	мы можем	7	10
22	в своем	6	9
23	может быть	11	9
24	не является	2	9
25	не может	9	9
26	что мы	11	9
27	о том	10	9
28	в сущности	12	9
29	связи с	2	9
30	так и	3	8
31	казалось бы	4	8
32	никогда не	9	8
33	не в	8	8
34	заключается в	8	8
35	и что	23	8
36	если бы	11	8
37	с но	2	8
38	к тому	8	7
39	мы знаем	2	7
40	одной стороны	12	7
41	с одной	12	7
42	и не	6	7
43	потому что	23	7
44	как бы	19	7
45	по себе	7	7
46	тот же	3	7
47	он не	3	7
48	едва ли	2	7
49	что это	8	6
50	в частности	4	6
51	в отношении	2	6
52	как мы	5	6
53	в этой	5	6
54	мы уже	6	6
55	в виду	4	6
56	на то	17	6
57	по отношению	2	6
58	мы находим	2	6
59	с другой	9	6
60	сказать что	9	6
61	мы должны	3	6
62	как он	2	6
63	как это	7	6
64	но в	5	6
65	по этому	5	6
66	в зависимости	6	6
67	вовсе не	3	6
68	в учении	3	6
69	и к	4	6
70	как и	6	6
71	зависимости от	7	6
72	вместе с	12	6
73	с таким	2	6
74	если мы	16	6
75	самом деле	8	6
76	на этот	3	6
77	что эта	4	6
78	там где	4	6
79	это не	3	5
80	уже в	6	5
81	вопрос о	3	5
82	что с	6	5
83	с помощью	2	5
84	и даже	2	5
85	полагает что	3	5
86	учении о	3	5
87	сравнению с	4	5
88	по существу	2	5
89	по сравнению	4	5
90	приводит к	2	5
91	показать что	12	5
92	то же	7	5
93	говорит что	6	5
94	можно было	3	5
95	этот вопрос	4	5
96	связь между	2	5
97	на деле	8	5
98	прежде всего	4	4
99	из этих	3	4
100	что все	6	4
101	мы могли	4	4
102	для нас	3	4
103	по поводу	3	4
104	несмотря на	5	4
105	том чтобы	2	4
106	все это	2	4
107	в них	4	4
108	в совершенно	6	4
109	что оно	6	4
110	так же	13	4
111	а в	4	4
112	и с	2	4
113	с и	5	4
114	могли бы	4	4
115	что нам	3	4
116	так как	9	4
117	с его	2	4
118	к которым	2	4
119	к этому	3	4
120	все же	7	4
121	мы видим	8	4
122	в качестве	2	4
123	в своей	4	4
124	как в	3	4
125	как раз	13	4
126	того как	2	4
127	а с	5	4
128	из того	3	4
129	хотя бы	3	4
130	и его	6	4
131	только в	5	4
132	в которой	3	4
133	все время	20	3
134	для этого	9	3
135	что у	3	3
136	что именно	5	3
137	об этом	3	3
138	что они	5	3
139	очевидно что	2	3
140	не можем	4	3
141	для него	3	3
142	при этом	8	3
143	чем это	3	3
144	из двух	3	3
145	нам думается	2	3
146	но мы	2	3
147	из них	2	3
148	и до	2	3
149	данном случае	3	3
150	со стороны	3	3
151	и только	3	3
152	этом отношении	3	3
153	все эти	2	3
154	действия и	4	3
155	этой теории	2	3
156	в которых	2	3
157	в результате	4	3
158	в основе	7	3
159	с мы	2	3
160	мы имеем	8	3
161	и все	4	3
162	не существует	3	3
163	с этим	2	3
164	состоит в	3	3
165	о которых	2	3
166	которых он	2	3
167	но не	7	3
168	утверждает что	2	3
169	того же	2	3
170	что при	3	3
171	он говорит	3	3
172	когда он	5	3
173	что она	6	3
174	только что	4	3
175	этому поводу	4	3
176	на самом	2	3
177	а не	8	3
178	из которых	4	3
179	речь в	2	3
180	или в	6	3
181	в данном	3	3
182	он в	2	3
183	это же	2	3
184	в отличие	2	3
185	отношения между	2	3
186	и это	8	3
187	которое мы	3	3
