N	2gram	Propp_Isto_1	Problemy
1	и не	9	31
2	и в	28	29
3	в его	5	24
4	может быть	25	24
5	а не	15	22
6	в этом	8	22
7	т е	10	21
8	как бы	2	19
9	в нем	2	19
10	для него	2	18
11	не только	12	15
12	то что	9	15
13	не как	3	14
14	но и	10	14
15	и его	3	14
16	то же	12	14
17	в пределах	4	13
18	уже не	3	13
19	как и	4	12
20	точка зрения	2	12
21	не может	15	12
22	таким образом	8	12
23	в одном	5	10
24	в то	3	10
25	только в	11	10
26	там где	4	10
27	это не	7	9
28	все же	10	9
29	но не	5	9
30	о нем	2	9
31	все эти	4	9
32	если бы	8	9
33	в своем	5	8
34	по себе	3	8
35	что он	10	8
36	что в	12	8
37	отношению к	3	8
38	по отношению	3	8
39	потому что	4	8
40	в том	9	8
41	прежде всего	10	7
42	вовсе не	2	7
43	том что	7	7
44	не в	9	7
45	так и	9	7
46	в форме	3	7
47	и как	2	7
48	а в	7	7
49	и на	4	7
50	в себе	2	7
51	но в	8	7
52	все это	4	6
53	точку зрения	3	6
54	не могут	2	6
55	в целом	2	6
56	одним из	2	6
57	был бы	2	6
58	что она	5	6
59	как в	2	6
60	как раз	2	6
61	так же	7	6
62	могут быть	4	6
63	его в	6	6
64	и потому	2	6
65	так как	6	6
66	перед нами	3	5
67	должна быть	5	5
68	и др	7	5
69	именно в	3	5
70	было бы	7	5
71	но все	4	5
72	зависимости от	2	5
73	еще не	7	5
74	он не	2	5
75	в зависимости	2	5
76	между тем	2	5
77	с ним	2	5
78	ничего не	2	5
79	были бы	2	4
80	превращается в	4	4
81	раз и	3	4
82	что и	6	4
83	его как	2	4
84	так чтобы	2	4
85	но это	4	4
86	и с	4	4
87	даже в	4	4
88	в свете	2	4
89	не на	2	4
90	и т	25	4
91	и для	4	4
92	тем что	3	4
93	как мы	3	4
94	они не	4	4
95	героя в	5	4
96	должно быть	2	4
97	их в	5	4
98	в основе	4	4
99	в этой	6	4
100	что же	3	4
101	я не	3	3
102	была бы	2	3
103	никогда не	14	3
104	с другой	6	3
105	по существу	5	3
106	одна из	2	3
107	не дает	2	3
108	ни один	6	3
109	и пр	4	3
110	на него	4	3
111	в их	3	3
112	другой стороны	5	3
113	на котором	3	3
114	например в	5	3
115	приводит к	2	3
116	и здесь	7	3
117	сказать что	5	3
118	он в	2	3
119	само по	2	3
120	не знает	5	3
121	как будто	4	3
122	мы должны	13	3
123	и этим	2	3
124	бы в	2	3
125	отношения к	2	3
126	на вопрос	2	2
127	самого начала	2	2
128	что герой	9	2
129	всех этих	2	2
130	связи с	4	2
131	однако в	2	2
132	его и	2	2
133	поэтому в	2	2
134	то ни	2	2
135	хотя бы	4	2
136	но они	2	2
137	и от	2	2
138	вследствие этого	2	2
139	вопрос о	5	2
140	у вас	2	2
141	не есть	2	2
142	так что	4	2
143	мы видим	11	2
144	бы то	2	2
145	при этом	3	2
146	социальной жизни	4	2
147	тот же	2	2
148	друг с	4	2
149	конечно не	2	2
150	с героем	2	2
151	до сих	5	2
152	ни одной	2	2
153	в котором	3	2
154	однако не	2	2
155	один из	4	2
156	в большинстве	4	2
157	нисколько не	2	2
158	сих пор	5	2
159	ни было	2	2
160	находится в	4	2
161	во всей	2	2
162	то и	2	2
163	и даже	4	2
164	тут и	2	2
165	здесь мы	7	2
166	и что	10	2
167	именно на	2	2
168	из которых	3	2
169	на этот	2	2
170	между ними	2	2
171	непосредственно в	2	2
172	или даже	3	2
173	можно было	5	2
174	этот вопрос	7	2
175	то он	2	2
176	в ней	7	2
177	могли бы	3	2
178	большинстве случаев	4	2
179	оно может	2	2
180	же не	3	2
181	с этим	4	2
182	тоже не	2	2
