N	2gram	Bakhtin_Pr_5	Problema
1	то есть	16	39
2	то что	10	38
3	и не	27	37
4	вовсе не	7	37
5	и в	35	35
6	сказать что	3	24
7	не только	10	24
8	том что	3	19
9	даже и	3	18
10	о том	2	18
11	может быть	14	18
12	в этом	14	17
13	но и	14	16
14	и вообще	2	16
15	только в	6	14
16	не менее	2	13
17	и что	6	13
18	потому что	8	13
19	во всяком	4	13
20	не может	18	13
21	в том	5	12
22	того что	3	12
23	хотя бы	2	12
24	что в	6	11
25	прежде всего	12	11
26	так что	5	11
27	не просто	2	11
28	и даже	5	11
29	всяком случае	4	10
30	и с	12	10
31	говорить о	3	10
32	еще не	7	10
33	да и	5	10
34	а не	4	10
35	и то	5	10
36	ничего не	3	10
37	для себя	7	9
38	что же	7	9
39	только на	4	9
40	пока еще	2	9
41	уже не	3	8
42	было бы	3	8
43	в виду	3	8
44	есть только	2	8
45	по себе	4	8
46	как раз	4	8
47	все же	8	8
48	в конце	5	7
49	совсем не	3	7
50	все эти	3	7
51	в его	21	7
52	конце концов	3	7
53	так и	8	7
54	бы и	2	7
55	так как	4	7
56	с другой	4	6
57	что все	2	6
58	ни в	2	6
59	но это	6	6
60	не о	4	6
61	но как	4	6
62	в то	11	6
63	и для	8	6
64	мы можем	2	6
65	в виде	7	6
66	но в	19	6
67	как будто	4	6
68	и без	4	5
69	или иной	4	5
70	в самом	6	5
71	той или	4	5
72	с этим	3	5
73	так же	7	5
74	и на	6	5
75	своего собственного	3	5
76	и все	15	5
77	раз и	3	5
78	этом смысле	3	5
79	как и	18	5
80	по своему	4	5
81	но уже	2	5
82	то же	15	5
83	как мы	8	5
84	что не	4	5
85	другой стороны	3	5
86	можно было	2	5
87	с другими	2	5
88	в себе	5	5
89	будто бы	2	5
90	и это	5	5
91	в этих	2	4
92	в своем	2	4
93	в отношении	9	4
94	что на	2	4
95	без всякого	2	4
96	и как	2	4
97	собой и	3	4
98	в общем	3	4
99	как бы	31	4
100	и тут	2	4
101	все это	14	4
102	таким образом	7	4
103	но только	3	4
104	а в	7	4
105	вообще не	2	4
106	их в	2	4
107	тем что	4	4
108	всех этих	2	4
109	что он	24	4
110	но не	6	4
111	тот же	4	4
112	но именно	2	4
113	на самом	9	4
114	самом деле	10	4
115	которой он	3	4
116	слова и	11	4
117	уже в	3	3
118	он сам	6	3
119	тому что	2	3
120	и от	3	3
121	вопрос о	2	3
122	к тому	6	3
123	но эта	2	3
124	с самим	15	3
125	что они	6	3
126	хотя и	2	3
127	мы уже	8	3
128	в целом	3	3
129	для этого	2	3
130	то ни	3	3
131	при этом	2	3
132	лишь в	7	3
133	и наконец	7	3
134	и по	2	3
135	не знает	6	3
136	и пусть	2	3
137	мы должны	3	3
138	но ведь	2	3
139	его в	4	3
140	и ни	2	3
141	бы в	4	3
142	с тем	3	3
143	уже и	2	3
144	и к	12	3
145	и того	2	3
146	это и	3	3
147	и этот	2	3
148	нет и	4	3
149	всем этим	2	3
150	бы не	2	3
151	все равно	2	3
152	с самого	8	3
153	в слове	6	3
154	тому как	2	3
155	обойтись без	3	3
156	своему смыслу	2	3
157	самого начала	8	2
158	о них	2	2
159	уже с	2	2
160	на всю	2	2
161	но зато	4	2
162	войти в	2	2
163	в той	4	2
164	не в	10	2
165	но все	4	2
166	знает что	3	2
167	что с	2	2
168	и сам	7	2
169	себе и	7	2
170	совпадает с	2	2
171	в него	3	2
172	друг к	3	2
173	к нему	13	2
174	бы то	3	2
175	сводится к	3	2
176	что оно	2	2
177	даже в	5	2
178	или в	2	2
179	должно быть	3	2
180	каждый из	2	2
181	или как	3	2
182	в ней	2	2
183	же и	4	2
184	точки зрения	7	2
185	ведь и	4	2
186	в плане	6	2
187	слово в	2	2
188	только с	3	2
189	от другого	2	2
190	сознания и	4	2
191	это в	2	2
192	в них	4	2
193	бы его	3	2
194	в такой	4	2
195	если я	2	2
196	ли это	2	2
197	конечно не	2	2
198	он не	13	2
199	о нем	2	2
200	еще в	4	2
201	что и	3	2
202	во всех	3	2
203	к другу	3	2
204	вместе с	2	2
205	быть и	2	2
206	на него	5	2
207	и прежде	4	2
208	в голове	2	2
209	чтобы не	2	2
210	слово и	2	2
211	время не	3	2
212	той же	2	2
213	подобно тому	2	2
214	сознание и	2	2
215	и вы	2	2
216	из этого	2	2
217	это было	2	2
218	тотчас же	4	2
