N	2gram	Bakhtin_Fr_5	Istorich
1	и в	45	25
2	что он	6	22
3	вместе с	3	22
4	может быть	2	17
5	не только	14	13
6	но и	10	13
7	в его	13	12
8	и не	15	11
9	так как	6	11
10	все же	2	10
11	в этом	14	10
12	его в	5	9
13	и его	13	9
14	таким образом	8	9
15	с тем	2	8
16	связи с	6	8
17	что в	12	8
18	том что	7	8
19	мы видим	5	8
20	на него	2	8
21	связь с	3	8
22	все эти	5	8
23	и что	2	8
24	и на	5	8
25	в качестве	2	7
26	во время	12	7
27	мы видели	7	7
28	как и	10	7
29	но это	5	7
30	то что	2	7
31	в нем	10	7
32	превращается в	2	7
33	потому что	7	7
34	и здесь	4	7
35	только в	4	7
36	о том	4	7
37	это не	3	6
38	прежде всего	10	6
39	что и	7	6
40	как в	3	6
41	не может	5	6
42	и он	3	6
43	не в	7	6
44	в том	10	6
45	там где	3	6
46	что это	2	5
47	с этим	4	5
48	видим что	2	5
49	как мы	8	5
50	но не	4	5
51	например в	5	5
52	в ней	8	5
53	не будем	2	5
54	так же	8	5
55	мы не	4	5
56	не менее	3	4
57	что все	2	4
58	мы уже	4	4
59	в пределах	2	4
60	же как	4	4
61	а именно	2	4
62	все это	7	4
63	в связи	5	4
64	то же	11	4
65	в истории	2	4
66	от этого	2	4
67	он не	6	4
68	и это	4	4
69	с ним	5	4
70	и как	5	3
71	и все	7	3
72	в целом	2	3
73	в этой	6	3
74	в то	11	3
75	в себя	5	3
76	того чтобы	6	3
77	на том	2	3
78	если в	2	3
79	и др	8	3
80	но мы	2	3
81	в свете	2	3
82	на этом	5	3
83	в особенности	2	3
84	и она	2	3
85	для того	6	3
86	к нему	2	3
87	его не	4	3
88	а в	4	3
89	в которых	3	3
90	в данном	2	3
91	представлением о	2	3
92	и с	10	3
93	и вообще	2	3
94	особенности в	2	2
95	перед нами	4	2
96	ли он	2	2
97	уже и	2	2
98	у него	4	2
99	связанные с	3	2
100	к этому	2	2
101	вовсе не	8	2
102	в различных	2	2
103	можно сказать	2	2
104	об этом	4	2
105	по существу	3	2
106	такой же	4	2
107	того же	3	2
108	до сих	3	2
109	жизни и	8	2
110	несмотря на	2	2
111	друг с	2	2
112	одним из	5	2
113	с представлением	2	2
114	как бы	12	2
115	это время	2	2
116	еще в	2	2
117	даже в	2	2
118	один из	2	2
119	должен быть	2	2
120	сих пор	3	2
121	в своей	3	2
122	еще один	2	2
123	когда он	2	2
124	во всех	13	2
125	данном случае	2	2
126	так например	2	2
127	и для	3	2
128	в течение	3	2
129	в одно	2	2
130	здесь как	4	2
131	эта связь	4	2
132	самом деле	5	2
133	а не	4	2
134	того что	3	2
135	роль в	2	2
136	так в	2	2
137	сказать что	4	2
138	но он	3	2
139	точки зрения	4	2
140	ту же	2	2
141	с другом	2	2
142	ничего не	4	2
143	о чем	3	2
144	это было	4	2
145	том как	2	2
146	мы можем	2	2
