N	3gram	Vygotskiy__2	Problema
1	тем не менее	4	18
2	и т д	2	10
3	то же самое	6	9
4	в данном случае	4	8
5	на то что	6	8
6	для того чтобы	13	8
7	сам по себе	4	7
8	о том что	4	5
9	в том что	17	5
10	в то же	2	4
11	точно так же	3	4
12	в конце концов	3	4
13	на самом деле	5	4
14	сами по себе	3	3
15	с точки зрения	10	3
16	ни в каком	2	3
17	указывает на то	2	3
18	до сих пор	5	3
19	с другой стороны	2	3
20	во всяком случае	2	3
21	можно было бы	4	2
22	так же как	4	2
23	в самом деле	11	2
24	никогда не может	3	2
25	только потому что	2	2
26	в сознании и	2	2
27	того или иного	2	2
28	подобно тому как	2	2
29	и в самом	4	2
30	с тем что	3	2
31	не может быть	8	2
32	и то что	2	2
33	в этой области	2	2
34	и что в	2	2
