N	2gram	Bakhtin_sl_1	Istorich
1	и т	28	19
2	не только	16	18
3	т д	5	18
4	может быть	14	17
5	никогда не	3	15
6	и в	41	15
7	но и	16	14
8	так как	3	14
9	так же	2	13
10	а в	6	12
11	в этих	2	11
12	и не	16	11
13	в этом	12	11
14	что они	2	10
15	его в	3	10
16	то же	14	10
17	еще не	4	9
18	все же	7	9
19	и здесь	3	9
20	в другом	2	9
21	потому что	2	9
22	связи с	2	8
23	один из	4	8
24	он не	3	8
25	мы видим	2	8
26	том что	2	7
27	в нем	30	7
28	сих пор	2	7
29	таким образом	9	7
30	не в	7	7
31	ничего не	4	7
32	связана с	2	6
33	так что	2	6
34	до сих	2	6
35	мы уже	2	6
36	в его	13	6
37	как бы	12	6
38	в том	3	6
39	только в	6	6
40	но в	8	6
41	с этим	3	5
42	прежде всего	8	5
43	в одном	2	5
44	этом случае	2	5
45	к тому	3	5
46	как в	8	5
47	она не	3	5
48	было бы	3	5
49	же как	2	5
50	в котором	2	5
51	так и	11	5
52	не может	14	5
53	а не	15	5
54	и наконец	4	5
55	к нему	5	5
56	можно было	2	5
57	с одной	4	4
58	в другой	2	4
59	и др	14	4
60	его и	3	4
61	у него	3	4
62	для нас	2	4
63	при этом	6	4
64	одной из	3	4
65	но он	2	4
66	в ней	4	4
67	о нем	4	4
68	дело не	2	4
69	связь с	2	4
70	и с	4	4
71	и на	14	4
72	в себе	3	4
73	все эти	9	4
74	не видят	2	4
75	всех этих	4	3
76	но по	2	3
77	в качестве	3	3
78	и его	14	3
79	из этих	3	3
80	одной стороны	4	3
81	же и	2	3
82	о том	3	3
83	в их	4	3
84	все это	5	3
85	так в	2	3
86	того что	3	3
87	роль в	2	3
88	мы не	2	3
89	он в	5	3
90	эти слова	2	3
91	в других	3	3
92	не было	3	2
93	они были	2	2
94	могут быть	19	2
95	перед нами	4	2
96	с другой	5	2
97	это не	6	2
98	на самом	2	2
99	нисколько не	2	2
100	и эти	2	2
101	именно в	3	2
102	в основном	3	2
103	по существу	3	2
104	как и	4	2
105	оно и	4	2
106	одна из	2	2
107	но не	2	2
108	здесь в	4	2
109	кроме того	4	2
110	и может	3	2
111	и часто	4	2
112	например в	2	2
113	на его	8	2
114	и для	4	2
115	на один	2	2
116	в сущности	13	2
117	а также	2	2
118	был бы	2	2
119	хотя бы	3	2
120	с ее	4	2
121	из них	3	2
122	во всех	17	2
123	не могла	2	2
124	другой стороны	4	2
125	той же	2	2
126	в разных	3	2
127	а с	2	2
128	и по	2	2
129	или в	8	2
130	с другими	5	2
131	с ними	3	2
132	и то	2	2
133	сказать что	2	2
134	и ее	3	2
135	слова в	8	2
136	здесь не	2	2
137	так сказать	5	2
138	в особенности	8	2
139	в которой	4	2
140	в него	3	2
141	в эту	2	2
142	из него	2	2
143	других случаях	2	2
