N	2gram	Bakhtin_Fr_6	Analitik
1	может быть	2	29
2	в том	2	27
3	не может	4	22
4	и не	3	21
5	в частности	2	19
6	и в	41	18
7	а не	2	17
8	но и	13	17
9	не только	10	15
10	не в	4	14
11	как и	7	13
12	в его	7	13
13	в этом	12	13
14	том что	7	12
15	при этом	3	12
16	в себе	5	11
17	то есть	24	11
18	но не	2	10
19	то же	5	9
20	а в	4	9
21	в то	6	9
22	в той	5	8
23	но в	8	8
24	времени и	2	6
25	прежде всего	10	6
26	же время	5	6
27	в самом	10	6
28	в сущности	8	6
29	себя в	2	6
30	должен быть	2	6
31	то что	10	6
32	в своей	2	6
33	в основе	4	6
34	точки зрения	2	6
35	только в	3	6
36	и как	4	5
37	в этой	8	5
38	что в	7	5
39	как бы	7	5
40	и т.п	19	5
41	лишь в	2	5
42	и его	13	5
43	между тем	2	5
44	и на	9	5
45	о том	9	5
46	того что	3	4
47	с другой	4	4
48	в литературе	5	4
49	большей или	4	4
50	того же	4	4
51	в области	2	4
52	все же	4	4
53	вместе с	6	4
54	так и	5	4
55	именно в	4	4
56	из того	2	4
57	с точки	2	4
58	с другими	3	4
59	или меньшей	3	4
60	в другом	4	4
61	с ним	4	4
62	не могут	2	3
63	с его	5	3
64	и все	9	3
65	в нем	16	3
66	что он	6	3
67	как известно	2	3
68	одной стороны	4	3
69	что не	3	3
70	никто не	2	3
71	одним из	4	3
72	он не	2	3
73	в котором	4	3
74	даже в	4	3
75	а именно	2	3
76	таким образом	17	3
77	с одной	4	3
78	того чтобы	4	3
79	к нему	3	3
80	более того	4	3
81	в наиболее	2	3
82	что мы	2	3
83	как он	2	3
84	а также	5	3
85	и то	2	2
86	на все	3	2
87	никогда не	8	2
88	все эти	11	2
89	для этого	2	2
90	первом случае	3	2
91	из этих	2	2
92	тогда когда	2	2
93	вовсе не	7	2
94	что именно	2	2
95	в искусстве	3	2
96	в начале	3	2
97	и потому	2	2
98	и сам	3	2
99	было бы	3	2
100	себе в	2	2
101	на его	2	2
102	за пределы	2	2
103	еще в	5	2
104	один из	6	2
105	из них	5	2
106	и до	7	2
107	данном случае	2	2
108	не остается	3	2
109	другой стороны	2	2
110	на этом	2	2
111	той же	5	2
112	этом отношении	3	2
113	самом деле	4	2
114	роль в	4	2
115	как мы	12	2
116	из четырех	2	2
117	каждый из	2	2
118	самим собой	2	2
119	то он	2	2
120	также и	6	2
121	тем более	2	2
122	в данном	3	2
123	одного и	2	2
124	романа в	3	2
125	в первом	3	2
126	в эпизоде	5	2
127	внешнем мире	2	2
128	так как	10	2
129	потому что	3	2
130	и с	16	2
131	мира в	2	2
132	в новом	2	2
