N	2gram	Ircho_Kome_1	RusskieA
1	и в	22	29
2	т е	13	24
3	что в	6	22
4	том что	12	22
5	в том	11	22
6	в других	2	15
7	может быть	9	13
8	так как	4	13
9	во время	5	12
10	там же	3	12
11	как и	9	11
12	одна из	2	11
13	в этом	3	11
14	все это	5	10
15	е в	2	10
16	и с	3	10
17	не только	10	10
18	о том	8	9
19	а в	6	9
20	но и	11	8
21	ее в	2	8
22	его в	3	8
23	мы видели	2	7
24	как в	5	7
25	или в	2	7
26	мы не	3	6
27	же в	4	6
28	еще не	2	6
29	вместе с	2	6
30	таким образом	8	6
31	при этом	5	6
32	и на	3	6
33	потому что	5	5
34	к этому	4	5
35	должна была	2	5
36	то что	2	5
37	но не	2	5
38	для этого	2	5
39	и т	9	5
40	не может	2	5
41	т д	4	5
42	будто бы	2	5
43	но в	4	5
44	именно в	4	4
45	в них	3	4
46	и все	3	4
47	вопрос о	3	4
48	не в	6	4
49	из них	10	4
50	к нему	2	4
51	же как	3	4
52	а также	4	4
53	так же	3	4
54	то и	2	4
55	то же	6	4
56	у нас	3	4
57	в виде	3	4
58	как это	3	4
59	что по	2	4
60	на этом	2	3
61	тем что	4	3
62	в качестве	4	3
63	и других	7	3
64	в году	3	3
65	главным образом	3	3
66	в народном	5	3
67	в честь	3	3
68	до конца	2	3
69	было бы	2	3
70	и о	3	3
71	песни в	3	3
72	в и	2	3
73	в котором	4	3
74	на землю	3	3
75	под именем	2	3
76	и по	6	3
77	как мы	4	3
78	между тем	5	3
79	но он	2	3
80	в этой	7	3
81	отличие от	2	3
82	не менее	3	2
83	могут быть	3	2
84	связанные с	2	2
85	с другой	5	2
86	к числу	2	2
87	в образе	3	2
88	прежде всего	5	2
89	из наиболее	2	2
90	что и	4	2
91	к ней	2	2
92	в г	11	2
93	и как	3	2
94	вывод что	2	2
95	совсем не	2	2
96	то время	5	2
97	здесь в	3	2
98	после того	3	2
99	для них	2	2
100	одной стороны	3	2
101	тем не	2	2
102	еще в	5	2
103	один из	5	2
104	также в	2	2
105	на две	2	2
106	все же	3	2
107	не к	2	2
108	в форме	2	2
109	в их	4	2
110	того как	3	2
111	должны были	8	2
112	с одной	3	2
113	в течение	3	2
114	образом в	2	2
115	здесь мы	3	2
116	из которых	2	2
117	право на	2	2
118	а к	2	2
119	каждый из	3	2
120	так в	4	2
121	в своих	2	2
122	на себя	2	2
123	это время	2	2
124	и ее	3	2
125	и еще	3	2
126	в то	10	2
127	этой цели	2	2
128	в которой	6	2
