N	2gram	Propp_Isto_5	NovoeSre
1	а не	2	17
2	не может	6	16
3	и в	25	16
4	и не	11	11
5	что в	8	9
6	жизни и	2	8
7	он не	4	8
8	в том	6	8
9	как и	7	7
10	в этом	10	7
11	может быть	17	7
12	никогда не	3	6
13	не в	6	6
14	но это	7	6
15	должен быть	2	5
16	в нем	7	5
17	все это	4	5
18	в ней	5	5
19	не только	13	5
20	не менее	4	4
21	то что	7	4
22	это не	6	4
23	и все	3	4
24	и для	2	4
25	потому что	7	4
26	прежде всего	6	4
27	и мы	2	4
28	о том	7	4
29	значит что	2	4
30	и потому	2	4
31	но и	13	3
32	в своей	2	3
33	в истории	4	3
34	с другой	9	3
35	в наше	2	3
36	вопрос о	2	3
37	человека и	2	3
38	во всех	2	3
39	и пр	3	3
40	в ее	4	3
41	с тем	8	3
42	как в	6	3
43	она не	2	3
44	еще не	8	3
45	наряду с	4	3
46	сказать что	2	3
47	это было	2	3
48	что все	4	2
49	центр тяжести	2	2
50	себя в	6	2
51	у него	2	2
52	вместе с	22	2
53	другой стороны	8	2
54	формы и	2	2
55	не знал	2	2
56	а в	3	2
57	с одной	7	2
58	все эти	8	2
59	уже не	11	2
60	такой же	2	2
61	роль в	2	2
62	того чтобы	3	2
63	одной стороны	7	2
64	но не	5	2
65	так же	5	2
66	по существу	2	2
67	мы не	5	2
68	том что	8	2
69	же как	4	2
70	одна из	2	2
71	и с	3	2
72	и что	8	2
73	могут быть	6	2
74	с этим	5	2
75	и на	8	2
76	в то	3	2
77	хозяйственной жизни	2	2
78	и это	4	2
79	том чтобы	2	2
80	но для	2	2
81	должно было	2	2
