N	2gram	Bakhtin_Pr_2	DiskursI
1	не только	16	28
2	в том	8	23
3	а не	10	22
4	то есть	50	20
5	том что	7	19
6	может быть	18	17
7	и в	45	16
8	как и	14	16
9	в этом	20	15
10	еще не	9	14
11	но и	15	14
12	при этом	2	13
13	и т.п	6	12
14	прежде всего	11	11
15	но не	6	11
16	и не	42	11
17	как в	4	10
18	далеко не	4	10
19	в нем	20	9
20	отношению к	8	9
21	по отношению	8	9
22	не может	24	9
23	так и	3	8
24	о том	3	8
25	но в	6	8
26	в основе	2	7
27	в его	22	7
28	со стороны	4	7
29	то же	5	7
30	не было	2	7
31	в себе	5	7
32	только в	9	7
33	не в	8	7
34	в своем	5	6
35	и как	2	6
36	или иной	3	5
37	можно сказать	2	5
38	как бы	15	5
39	в котором	7	5
40	природе своей	2	5
41	в своей	6	5
42	то что	5	5
43	во всех	4	5
44	в процессе	2	5
45	а с	3	5
46	а в	3	5
47	в их	4	5
48	по природе	3	5
49	и на	7	5
50	с его	8	4
51	что в	6	4
52	в сторону	2	4
53	не является	3	4
54	в них	4	4
55	для себя	3	4
56	не как	6	4
57	и к	2	4
58	что он	7	4
59	уже не	6	4
60	для него	9	4
61	в истории	2	4
62	в целом	5	4
63	же время	3	4
64	одной из	2	4
65	на его	5	4
66	и о	2	4
67	отношение к	8	4
68	по своим	2	4
69	в особенности	2	4
70	лишь в	2	4
71	что не	5	4
72	потому что	8	4
73	могут быть	4	4
74	и т.д	3	4
75	перед нами	4	3
76	это не	3	3
77	в одной	5	3
78	по себе	8	3
79	что и	5	3
80	в ее	3	3
81	в жанре	2	3
82	они и	2	3
83	в самом	13	3
84	к ним	3	3
85	той или	3	3
86	один из	2	3
87	хотя бы	5	3
88	все же	4	3
89	из них	9	3
90	как не	5	3
91	бы быть	2	3
92	таким образом	11	3
93	жанр и	2	3
94	именно в	3	3
95	того что	3	3
96	и даже	3	3
97	ведет к	2	3
98	в своих	4	3
99	сказать что	5	3
100	тем что	2	3
101	точки зрения	19	3
102	в то	5	3
103	тому как	2	3
104	зрения на	5	3
105	в произведении	5	3
106	и потому	6	3
107	слова в	4	2
108	в едином	2	2
109	не менее	2	2
110	а о	3	2
111	никогда не	17	2
112	этого жанра	3	2
113	и одновременно	2	2
114	том числе	2	2
115	по крайней	2	2
116	одного и	2	2
117	в особом	2	2
118	в одном	6	2
119	в каждом	4	2
120	к этому	4	2
121	для понимания	2	2
122	в литературе	6	2
123	эти жанры	2	2
124	об этом	3	2
125	крайней мере	2	2
126	по выражению	2	2
127	как его	2	2
128	точкой зрения	2	2
129	в пределах	4	2
130	более того	5	2
131	есть в	8	2
132	числе и	2	2
133	опирается на	2	2
134	в начале	2	2
135	в сущности	7	2
136	одним из	3	2
137	хотя и	2	2
138	о нем	6	2
139	и др	4	2
140	например в	2	2
141	точка зрения	7	2
142	не есть	2	2
143	с ее	3	2
144	себя в	2	2
145	героя и	7	2
146	в форме	2	2
147	что же	4	2
148	мысли и	3	2
149	за пределы	5	2
150	жизни в	2	2
151	как к	2	2
152	отношения к	2	2
153	уже в	4	2
154	человека в	5	2
155	них в	2	2
156	как мы	8	2
157	и что	2	2
158	х годов	2	2
159	и герой	2	2
160	в науке	2	2
161	и он	3	2
162	и по	2	2
163	и его	8	2
164	или в	2	2
165	этих жанрах	2	2
166	в рассказе	3	2
167	здесь в	2	2
168	в момент	3	2
169	мы имеем	2	2
170	героя в	5	2
171	подобно тому	2	2
172	и ее	7	2
173	но как	2	2
174	на протяжении	3	2
175	автора в	3	2
176	так сказать	7	2
177	они не	2	2
178	для художественного	2	2
179	диалогические отношения	3	2
180	в виду	2	2
181	это было	2	2
