N	2gram	Bakhtin_Fr_8	Myshleni
1	с помощью	3	42
2	в процессе	5	27
3	и в	56	25
4	в развитии	2	24
5	в том	13	23
6	том что	8	20
7	что в	5	17
8	так же	2	17
9	таким образом	17	17
10	в основе	4	16
11	с тем	2	16
12	как и	5	15
13	то что	3	15
14	в его	18	15
15	в этом	14	14
16	вместе с	2	14
17	может быть	3	13
18	так как	4	12
19	в качестве	4	12
20	по своему	8	11
21	перед нами	3	10
22	что они	2	10
23	как бы	11	10
24	и не	9	10
25	было бы	2	10
26	что и	3	10
27	только в	9	10
28	связи с	6	9
29	мы не	2	9
30	ни в	2	9
31	того чтобы	4	8
32	как мы	7	8
33	речи и	3	8
34	уже в	2	7
35	все эти	15	7
36	по своей	4	7
37	для того	2	7
38	в области	5	7
39	с другой	2	6
40	не в	3	6
41	один из	5	6
42	мы видели	5	6
43	не может	2	6
44	в связи	3	6
45	и на	7	6
46	потому что	6	6
47	что он	2	6
48	в отношении	5	6
49	но не	5	6
50	не только	8	6
51	все же	2	6
52	благодаря этому	2	6
53	точки зрения	6	6
54	все это	8	6
55	слова и	3	6
56	так и	13	5
57	что это	4	5
58	и как	2	5
59	но это	2	5
60	для него	2	5
61	одной стороны	2	5
62	при этом	4	5
63	одним из	5	5
64	что она	2	5
65	уже говорили	7	5
66	с одной	4	5
67	с ее	5	5
68	человека и	2	5
69	если бы	2	5
70	слов и	3	5
71	мы уже	10	5
72	и к	4	5
73	о том	4	5
74	из которых	2	5
75	в этой	6	5
76	и т.д	3	5
77	в частности	7	4
78	никогда не	5	4
79	в своем	3	4
80	прежде всего	6	4
81	не мог	3	4
82	из них	2	4
83	но и	9	4
84	а в	2	4
85	сказать что	3	4
86	в то	12	4
87	с ним	2	4
88	в известном	2	4
89	и все	6	4
90	основе их	2	4
91	то время	2	4
92	еще не	10	4
93	он не	5	4
94	той же	6	4
95	там где	3	4
96	с этой	2	3
97	что эти	2	3
98	связаны с	6	3
99	когда в	2	3
100	и сам	2	3
101	в самом	9	3
102	в котором	2	3
103	связи и	3	3
104	и их	8	3
105	другой стороны	2	3
106	в которых	2	3
107	в результате	5	3
108	их в	4	3
109	между тем	3	3
110	во всем	4	3
111	его в	2	3
112	к которому	3	3
113	и которые	4	3
114	видели что	3	3
115	не как	2	3
116	к этому	2	3
117	его к	3	3
118	мы видим	6	3
119	связь с	3	3
120	или менее	2	3
121	когда он	2	3
122	между ними	2	3
123	в виде	2	3
124	не могли	2	3
125	того как	2	3
126	то же	11	2
127	в этих	11	2
128	все они	6	2
129	первый план	2	2
130	ни было	2	2
131	так что	3	2
132	хотя и	2	2
133	той или	2	2
134	в нем	8	2
135	в свете	4	2
136	в совершенно	4	2
137	и других	4	2
138	здесь мы	3	2
139	все остальные	2	2
140	от всех	2	2
141	в своих	4	2
142	на его	6	2
143	и здесь	3	2
144	зрения на	2	2
145	бы в	3	2
146	с его	5	2
147	всех этих	3	2
148	главным образом	3	2
149	но по	4	2
150	из нее	2	2
151	в них	11	2
152	на котором	2	2
153	и во	2	2
154	в одном	2	2
155	конечно в	2	2
156	и эти	2	2
157	которых он	2	2
158	этот момент	2	2
159	одна из	4	2
160	есть и	5	2
161	с их	2	2
162	и потому	4	2
163	а также	3	2
164	вопрос об	2	2
165	в мире	2	2
166	в своей	2	2
167	уже не	3	2
168	и эта	2	2
169	в речи	2	2
170	и для	2	2
171	и его	12	2
172	и то	2	2
173	связан с	2	2
174	говорили что	5	2
175	в каком	2	2
176	в себе	4	2
177	в эту	2	2
