N	2gram	Potebnia_M_2	Dialekti
1	не есть	6	54
2	и не	19	27
3	а не	18	26
4	и в	24	24
5	и т	6	24
6	не только	15	23
7	есть нечто	3	23
8	т д	3	23
9	что такое	2	21
10	по себе	15	20
11	не может	12	19
12	и есть	2	16
13	допустим что	2	16
14	и что	4	15
15	что все	2	14
16	в таком	4	14
17	то что	20	14
18	может быть	23	13
19	таким образом	11	13
20	что он	4	13
21	вовсе не	9	13
22	что это	3	12
23	того что	7	12
24	есть только	6	12
25	не менее	5	11
26	не имеет	6	11
27	тем не	6	10
28	она есть	2	10
29	таком случае	2	10
30	то это	3	9
31	но и	9	9
32	что она	3	9
33	есть не	5	9
34	стало быть	4	9
35	прежде всего	7	8
36	так что	10	8
37	и как	6	8
38	что мы	11	8
39	том что	8	8
40	в этом	8	8
41	что в	16	7
42	никогда не	4	7
43	но что	2	7
44	в самом	4	7
45	что оно	4	7
46	потому что	49	7
47	даже и	2	7
48	как и	7	7
49	ничем не	2	7
50	но если	2	6
51	все это	2	6
52	и только	6	6
53	о том	5	6
54	так как	10	6
55	если бы	11	6
56	превращается в	2	6
57	и все	3	6
58	оно не	3	6
59	что и	11	6
60	не на	2	6
61	то же	12	6
62	самом деле	2	6
63	в том	18	5
64	что его	3	5
65	но это	3	5
66	только как	6	5
67	есть явление	3	5
68	хотя и	3	5
69	и его	2	5
70	как на	3	5
71	что для	3	5
72	или не	5	5
73	одно из	3	5
74	в то	6	5
75	как это	2	5
76	само по	2	5
77	в них	5	5
78	по крайней	5	5
79	вопрос о	2	5
80	тогда когда	10	5
81	одно и	2	5
82	было бы	13	5
83	крайней мере	5	5
84	так и	5	5
85	и тогда	3	5
86	уже не	4	5
87	что не	5	5
88	и притом	3	5
89	мы не	11	5
90	сам по	4	5
91	только в	11	5
92	или нет	3	5
93	тому что	2	4
94	с другой	6	4
95	это не	3	4
96	не могут	7	4
97	то время	4	4
98	сама по	2	4
99	от себя	2	4
100	хотя бы	2	4
101	что есть	2	4
102	но только	2	4
103	так же	2	4
104	время как	4	4
105	сказать что	2	4
106	у нас	2	4
107	это будет	3	4
108	от того	5	4
109	только что	3	4
110	чего не	2	4
111	в чем	7	4
112	тому как	4	4
113	и то	3	4
114	подобно тому	4	4
115	и это	2	4
116	для него	10	4
117	что нет	2	4
118	быть может	7	3
119	не было	6	3
120	все же	5	3
121	за пределы	2	3
122	но даже	3	3
123	и от	3	3
124	мы знаем	2	3
125	не в	13	3
126	есть в	2	3
127	же время	2	3
128	одной стороны	3	3
129	в нем	9	3
130	это было	2	3
131	из них	5	3
132	то и	9	3
133	с одной	4	3
134	все эти	2	3
135	сравнении с	2	3
136	того кто	3	3
137	должно быть	2	3
138	друг друга	2	3
139	и на	8	3
140	с этим	7	3
141	во всем	2	3
142	тем что	7	3
143	сознание и	4	3
144	только тогда	3	3
145	на то	5	3
146	одна из	4	3
147	движения и	2	3
148	все что	3	3
149	сами по	7	3
150	но она	3	3
151	как бы	9	3
152	или же	7	3
153	если не	4	3
154	тем самым	4	3
155	для того	5	3
156	должны быть	4	3
157	в сравнении	2	3
158	той же	3	3
159	в слове	13	3
160	в каком	3	3
161	зависит от	2	2
162	но на	2	2
163	что если	6	2
164	что у	2	2
165	из этих	4	2
166	точно так	9	2
167	для нас	31	2
168	на этом	2	2
169	еще не	4	2
170	не можем	6	2
171	при этом	13	2
172	и если	4	2
173	например в	3	2
174	и следовательно	2	2
175	себя и	2	2
176	всяком случае	7	2
177	и тем	3	2
178	и уже	5	2
179	не имеют	2	2
180	другой стороны	2	2
181	как например	3	2
182	мы говорим	3	2
183	быть не	3	2
184	они не	4	2
185	и по	2	2
186	его не	3	2
187	а в	8	2
188	быть только	2	2
189	в мысли	5	2
190	их в	2	2
191	в ней	3	2
192	как именно	2	2
193	и здесь	2	2
194	бы быть	3	2
195	и потому	2	2
196	когда мы	2	2
197	бы в	2	2
198	но в	4	2
199	этого не	2	2
200	с его	2	2
201	у него	2	2
202	перестает быть	2	2
203	и во	3	2
204	думать что	3	2
205	же в	5	2
206	только потому	2	2
207	но не	12	2
208	со стороны	3	2
209	в природе	5	2
210	как не	3	2
211	так в	4	2
212	и они	2	2
213	и сами	4	2
214	только от	3	2
215	и у	3	2
216	и для	3	2
217	у человека	2	2
218	или в	2	2
219	нас в	2	2
220	во всяком	7	2
221	из себя	2	2
222	могут быть	8	2
223	в себе	10	2
224	и вообще	3	2
225	его на	2	2
226	души и	4	2
227	в его	2	2
