N	2gram	Propp_Isto_3	Problemy
1	и в	22	46
2	и не	12	27
3	может быть	11	23
4	не может	4	19
5	в нем	9	17
6	в этом	17	16
7	не только	14	14
8	но и	12	12
9	как и	3	12
10	как мы	8	12
11	и на	4	11
12	точки зрения	2	11
13	в одном	2	11
14	а не	6	11
15	не в	4	10
16	в пределах	4	10
17	прежде всего	3	9
18	в том	9	9
19	и все	3	9
20	вовсе не	2	9
21	и к	3	9
22	в его	3	9
23	большинстве случаев	2	8
24	до сих	5	8
25	сих пор	5	8
26	или в	11	8
27	и с	4	7
28	еще не	10	7
29	никогда не	3	6
30	ни в	2	6
31	но это	3	6
32	хотя и	2	6
33	в него	2	6
34	друг друга	6	6
35	но в	10	6
36	что он	9	6
37	мы увидим	3	6
38	то же	6	6
39	и он	2	6
40	и его	4	6
41	только в	4	6
42	это не	6	5
43	о себе	3	5
44	при этом	2	5
45	в котором	2	5
46	к нему	5	5
47	жизни и	2	5
48	по отношению	2	5
49	в то	2	5
50	так как	7	5
51	в жизни	2	5
52	у него	3	5
53	о том	3	5
54	отношению к	2	5
55	что в	15	4
56	в этих	11	4
57	очень часто	3	4
58	можно сказать	2	4
59	да и	2	4
60	например в	2	4
61	таким образом	10	4
62	все эти	4	4
63	потому что	3	4
64	он и	3	4
65	и здесь	7	4
66	мы можем	6	4
67	превращается в	3	4
68	как в	2	4
69	том что	8	4
70	но не	7	4
71	совершенно не	2	4
72	он не	5	4
73	все же	5	4
74	то что	7	4
75	так и	2	4
76	уже не	7	4
77	на себя	2	4
78	здесь не	3	4
79	и другие	4	3
80	с другой	7	3
81	из этих	3	3
82	нам уже	2	3
83	такой же	2	3
84	в своем	2	3
85	на этом	4	3
86	одним из	4	3
87	у меня	5	3
88	себе и	2	3
89	то это	2	3
90	и для	2	3
91	отношение к	4	3
92	образом и	2	3
93	другой стороны	7	3
94	так же	3	3
95	и даже	2	3
96	но он	4	3
97	имеем в	4	3
98	но этот	2	3
99	их в	3	3
100	мы имеем	19	3
101	если бы	6	3
102	здесь и	2	3
103	с собой	2	3
104	а то	2	3
105	и что	2	3
106	она не	4	3
107	было бы	3	3
108	мы уже	6	3
109	и о	2	3
110	что и	9	3
111	только на	2	3
112	еще более	2	3
113	той же	2	3
114	тем что	4	3
115	в этой	5	3
116	далеко не	3	3
117	и это	2	3
118	не менее	5	2
119	в одной	3	2
120	на все	2	2
121	вопрос о	2	2
122	от них	3	2
123	к тому	3	2
124	все время	2	2
125	для нас	4	2
126	живет в	5	2
127	так что	5	2
128	и как	3	2
129	но все	2	2
130	же как	2	2
131	не дает	2	2
132	мы здесь	4	2
133	на том	3	2
134	но она	2	2
135	к жизни	2	2
136	целый ряд	3	2
137	то и	6	2
138	в других	4	2
139	вступить в	3	2
140	не было	2	2
141	они не	4	2
142	этих случаях	7	2
143	он ничего	2	2
144	а в	6	2
145	в которых	2	2
146	сказать что	3	2
147	и так	2	2
148	в особом	2	2
149	между тем	2	2
150	с этим	8	2
151	но конечно	2	2
152	стороны и	3	2
153	у нас	4	2
154	одна из	2	2
155	все что	3	2
156	есть и	5	2
157	к ней	4	2
158	и пр	11	2
159	вместе с	9	2
160	так в	6	2
161	все равно	3	2
162	и они	4	2
163	героя с	2	2
164	никому не	2	2
165	ничего не	6	2
166	в данном	4	2
167	этот вопрос	2	2
168	во всяком	2	2
169	могут быть	5	2
170	в другом	2	2
171	ту же	2	2
172	там где	7	2
173	одном из	3	2
