N	2gram	Vinokur_St_3	formyVre
1	и в	25	50
2	то есть	2	33
3	в этом	24	25
4	и его	3	16
5	прежде всего	10	15
6	и не	10	14
7	как мы	2	14
8	вовсе не	2	13
9	как раз	3	13
10	в его	12	13
11	так и	5	12
12	может быть	19	11
13	таким образом	10	11
14	то же	5	11
15	времени и	2	10
16	но в	5	10
17	в конце	6	9
18	в том	20	9
19	же время	3	9
20	и др	4	9
21	в особенности	4	9
22	все эти	3	9
23	в то	7	9
24	не только	12	9
25	с его	3	9
26	ничего не	4	9
27	в самом	2	8
28	и т	8	8
29	но и	9	8
30	и на	6	8
31	как и	4	8
32	того же	2	8
33	ни в	5	8
34	т п	6	8
35	не было	4	7
36	и во	2	7
37	так сказать	2	7
38	все же	4	6
39	это не	7	6
40	например в	4	6
41	с ее	2	6
42	в их	3	6
43	не может	7	6
44	лишь в	4	6
45	в результате	2	6
46	так как	3	6
47	у него	9	6
48	с этим	7	6
49	в жизни	4	6
50	связи с	3	6
51	во всех	2	6
52	то что	12	6
53	как в	6	6
54	что в	19	5
55	не в	6	5
56	до нас	2	5
57	в связи	3	5
58	время как	4	5
59	точки зрения	7	5
60	всех этих	3	5
61	но все	2	5
62	если бы	4	5
63	но не	2	5
64	еще не	2	5
65	он не	5	5
66	для того	2	5
67	и у	2	5
68	могут быть	2	5
69	жизни но	2	5
70	кроме того	3	4
71	до конца	3	4
72	в котором	5	4
73	все это	8	4
74	не имеет	2	4
75	потому что	5	4
76	и с	4	4
77	в ней	4	4
78	в них	5	4
79	то время	4	4
80	том что	15	4
81	и для	4	4
82	только в	6	4
83	и это	5	4
84	себя и	2	3
85	в этих	11	3
86	в отношении	2	3
87	к тому	2	3
88	с тем	4	3
89	в виду	2	3
90	здесь нет	2	3
91	один из	2	3
92	в форме	2	3
93	этом отношении	4	3
94	с одной	2	3
95	и других	2	3
96	а в	6	3
97	сказать что	4	3
98	одно из	2	3
99	в начале	4	3
100	но они	2	3
101	а как	4	3
102	к этому	3	3
103	в качестве	4	3
104	одной из	2	3
105	в сущности	2	3
106	вместе с	2	3
107	сих пор	2	3
108	а не	5	3
109	что не	2	3
110	мы не	2	3
111	мы видим	4	3
112	или в	2	3
113	во всяком	4	3
114	и ее	2	3
115	до сих	2	3
116	место в	6	2
117	уже в	3	2
118	самого начала	2	2
119	никогда не	2	2
120	в течение	4	2
121	к своей	2	2
122	точку зрения	2	2
123	с другой	5	2
124	что все	3	2
125	была бы	4	2
126	или иной	2	2
127	мировой литературе	4	2
128	с самого	2	2
129	есть в	2	2
130	в свою	2	2
131	для него	3	2
132	одной стороны	3	2
133	нет в	3	2
134	xvii века	2	2
135	в целом	4	2
136	отношение к	4	2
137	в некоторых	3	2
138	мы находим	2	2
139	на основе	2	2
140	во втором	2	2
141	того что	5	2
142	и по	2	2
143	в которых	2	2
144	но он	3	2
145	что мы	3	2
146	бы совершенно	3	2
147	здесь только	2	2
148	во многом	2	2
149	не является	3	2
150	не как	2	2
151	исторического процесса	2	2
152	тогда когда	2	2
153	и к	4	2
154	об этом	5	2
155	в трагедии	6	2
156	в чем	4	2
157	одна из	2	2
158	и может	2	2
159	было бы	7	2
160	в это	2	2
161	этот образ	2	2
162	к ней	4	2
163	этот тип	2	2
164	а также	4	2
165	на почве	5	2
166	нет и	2	2
167	в своей	4	2
168	как бы	6	2
169	ее в	2	2
170	в центре	4	2
171	уже не	3	2
172	с точки	4	2
173	в которой	4	2
174	той же	2	2
175	в мировой	3	2
176	тем что	19	2
177	можно назвать	4	2
178	в каком	4	2
179	попадает в	3	2
