N	2gram	Vygotskiy__1	Analitik
1	в качестве	9	31
2	может быть	14	29
3	в том	24	27
4	не может	12	22
5	и не	9	21
6	в частности	2	19
7	и в	23	18
8	а не	3	17
9	но и	14	17
10	представляет собой	11	16
11	не только	16	15
12	не в	4	14
13	как и	14	13
14	в его	14	13
15	в этом	17	13
16	том что	21	12
17	при этом	4	12
18	в себе	6	11
19	но не	4	10
20	то же	8	9
21	а в	2	9
22	иначе говоря	2	9
23	в то	7	9
24	есть не	2	8
25	нуждается в	2	8
26	но в	5	8
27	к тому	4	7
28	том чтобы	3	7
29	этого слова	4	7
30	тем самым	5	7
31	прежде всего	10	6
32	же время	2	6
33	в самом	7	6
34	в сущности	6	6
35	должен быть	4	6
36	то что	17	6
37	в своей	4	6
38	по отношению	7	6
39	в основе	8	6
40	точки зрения	26	6
41	по своей	5	6
42	только в	6	6
43	и как	5	5
44	в этой	7	5
45	что в	14	5
46	как бы	11	5
47	внутренней речи	9	5
48	отношению к	7	5
49	в целом	20	5
50	в их	3	5
51	лишь в	6	5
52	и его	6	5
53	между тем	9	5
54	и на	8	5
55	о том	6	5
56	на вопрос	2	4
57	того что	15	4
58	и более	5	4
59	могут быть	3	4
60	столь же	6	4
61	с другой	10	4
62	по себе	5	4
63	ни в	4	4
64	для того	15	4
65	в области	3	4
66	не с	2	4
67	все же	3	4
68	вместе с	9	4
69	так и	5	4
70	именно в	6	4
71	сознания в	2	4
72	из того	5	4
73	уже не	2	4
74	из которых	3	4
75	с точки	18	4
76	с другими	2	4
77	в другом	7	4
78	человека к	2	4
79	с его	4	3
80	в нашем	2	3
81	которая в	2	3
82	хотя бы	4	3
83	и все	5	3
84	в собственном	5	3
85	и к	4	3
86	обратиться к	3	3
87	в ходе	8	3
88	что он	7	3
89	в силу	6	3
90	как известно	3	3
91	одной стороны	9	3
92	он не	5	3
93	в котором	4	3
94	даже в	2	3
95	быть сведено	2	3
96	вопрос об	6	3
97	таким образом	26	3
98	а с	4	3
99	с одной	8	3
100	того чтобы	17	3
101	что как	2	3
102	между двумя	2	3
103	что мы	5	3
104	вопроса о	2	3
105	в равной	2	3
106	как он	3	3
107	если бы	5	3
108	в противоположность	2	2
109	только для	3	2
110	и то	3	2
111	на все	3	2
112	никогда не	2	2
113	все эти	4	2
114	между собой	5	2
115	для этого	5	2
116	в какой	5	2
117	не столько	4	2
118	не является	9	2
119	из этих	3	2
120	тогда когда	3	2
121	вовсе не	3	2
122	вопрос о	7	2
123	как уже	7	2
124	что именно	3	2
125	можно сказать	5	2
126	внешнего мира	2	2
127	и потому	2	2
128	такой же	3	2
129	должно быть	2	2
130	для него	2	2
131	было бы	4	2
132	несмотря на	2	2
133	за пределы	2	2
134	не могу	3	2
135	одного из	3	2
136	один из	2	2
137	представляют собой	2	2
138	он может	2	2
139	как говорит	2	2
140	не к	2	2
141	в процессе	8	2
142	и до	2	2
143	данном случае	2	2
144	не остается	3	2
145	сведено к	2	2
146	остается ничего	3	2
147	который в	3	2
148	другой стороны	9	2
149	на примере	2	2
150	на этом	2	2
151	же мере	3	2
152	отношения к	3	2
153	той же	2	2
154	этом отношении	4	2
155	в двух	2	2
156	самом деле	3	2
157	едва ли	2	2
158	как мы	5	2
159	тем более	5	2
160	все прочие	2	2
161	с двумя	2	2
162	для себя	4	2
163	в данном	2	2
164	же самое	3	2
165	могли бы	6	2
166	в первом	2	2
167	такого анализа	3	2
168	так как	7	2
169	потому что	6	2
170	в которой	3	2
171	и с	9	2
172	в новом	3	2
