N	2gram	Medvedev_F_3	Istorich
1	и в	27	26
2	т е	32	22
3	так как	9	18
4	никогда не	5	13
5	потому что	7	13
6	что в	8	12
7	таким образом	18	12
8	в том	7	12
9	и на	3	12
10	в этом	18	12
11	мы видели	4	11
12	может быть	25	11
13	с другой	6	10
14	том что	4	10
15	и т	11	10
16	и не	30	10
17	не только	9	10
18	что он	6	9
19	еще не	6	9
20	но и	10	9
21	в нем	15	8
22	все же	6	8
23	вместе с	6	8
24	другой стороны	5	8
25	т д	6	8
26	все эти	6	8
27	и это	2	8
28	превращается в	2	7
29	уже не	3	7
30	мы можем	4	7
31	и его	19	7
32	о том	4	7
33	но в	6	7
34	то что	8	6
35	мы уже	3	6
36	ее в	3	6
37	как в	4	6
38	так в	2	6
39	не может	24	6
40	эта связь	2	6
41	и с	3	6
42	как он	2	6
43	мы не	4	6
44	у нас	3	5
45	как и	14	5
46	связаны с	2	5
47	в ней	5	5
48	в его	7	5
49	так и	21	5
50	то же	15	5
51	и что	3	5
52	как это	4	5
53	тем что	5	5
54	в то	7	5
55	только в	8	5
56	его в	7	5
57	там где	7	5
58	с тем	7	4
59	это не	3	4
60	из этих	2	4
61	прежде всего	4	4
62	с его	2	4
63	но это	2	4
64	связано с	2	4
65	как бы	8	4
66	и тем	3	4
67	что и	2	4
68	на земле	2	4
69	как мы	8	4
70	у них	2	4
71	одну из	2	4
72	или иное	2	3
73	видели что	2	3
74	и ее	6	3
75	независимо от	5	3
76	если бы	12	3
77	могут быть	4	3
78	в них	3	3
79	вообще не	2	3
80	и от	11	3
81	должна быть	3	3
82	к этому	2	3
83	таким же	2	3
84	не в	12	3
85	от него	2	3
86	такой же	2	3
87	же как	3	3
88	они не	4	3
89	она не	4	3
90	том как	2	3
91	и эта	3	3
92	главным образом	2	3
93	от того	2	3
94	в него	3	3
95	еще в	3	3
96	в своей	6	3
97	из этого	4	3
98	данном случае	4	3
99	что она	2	3
100	со стороны	4	3
101	при этом	8	3
102	но так	2	3
103	является и	2	3
104	в своих	6	3
105	в данном	6	3
106	если они	2	3
107	их в	3	3
108	сказать что	3	3
109	и только	2	3
110	в себе	3	3
111	и действительно	2	3
112	от этого	2	3
113	может иметь	2	2
114	все время	6	2
115	и как	4	2
116	однако в	2	2
117	в этих	3	2
118	в эту	2	2
119	в своем	2	2
120	того же	3	2
121	отличается от	2	2
122	здесь и	6	2
123	в одной	5	2
124	вовсе не	28	2
125	стороны и	2	2
126	можно сказать	3	2
127	к тому	4	2
128	сводится к	5	2
129	мы знаем	4	2
130	для нас	3	2
131	он был	4	2
132	по отношению	3	2
133	что они	5	2
134	одна из	2	2
135	но не	5	2
136	так же	9	2
137	в последнем	2	2
138	только то	3	2
139	героя в	3	2
140	было бы	6	2
141	кажется что	2	2
142	где нет	2	2
143	но для	2	2
144	всяком случае	6	2
145	и др	2	2
146	даже в	2	2
147	не могло	2	2
148	не есть	4	2
149	нам кажется	2	2
150	отношению к	3	2
151	жизни и	4	2
152	ни в	8	2
153	что же	5	2
154	это делают	2	2
155	совсем другое	2	2
156	увидим что	2	2
157	человека в	2	2
158	он становится	2	2
159	именно на	2	2
160	а не	17	2
161	того что	3	2
162	этим самым	2	2
163	то или	2	2
164	и те	4	2
165	что этот	2	2
166	во всяком	6	2
167	говорит он	5	2
168	быть только	2	2
169	знаем что	2	2
170	уже знаем	2	2
171	он и	3	2
172	в которых	3	2
173	ту же	2	2
174	мы должны	2	2
175	зависимости от	5	2
176	в этой	2	2
177	что это	3	2
178	здесь не	2	2
179	и формы	5	2
180	то он	3	2
181	ничего не	2	2
182	но при	2	2
