N	2gram	Losev_Vlad_1	Problemy
1	и в	31	43
2	и не	17	29
3	может быть	6	23
4	не может	6	18
5	но и	19	14
6	как и	4	14
7	и т	2	13
8	точки зрения	2	13
9	в этом	14	13
10	что он	12	13
11	в нем	4	12
12	не в	5	11
13	не только	24	11
14	и на	3	10
15	но в	12	10
16	в его	12	10
17	как мы	9	10
18	никогда не	9	9
19	еще не	2	9
20	он не	10	9
21	для него	7	8
22	лишь в	2	8
23	то же	6	8
24	и его	7	8
25	и сам	6	7
26	в самом	2	7
27	к себе	2	7
28	в то	8	7
29	то что	18	7
30	что же	5	7
31	в том	11	6
32	при этом	2	6
33	в котором	6	6
34	и все	4	6
35	у него	15	6
36	что я	2	6
37	о нем	7	6
38	здесь не	3	6
39	на то	5	5
40	да и	4	5
41	так что	10	5
42	же время	4	5
43	хотя и	4	5
44	у меня	2	5
45	к нему	4	5
46	все это	5	5
47	таким образом	3	5
48	все эти	3	5
49	а в	9	5
50	и с	14	5
51	вовсе не	5	5
52	о том	11	5
53	но не	3	5
54	было бы	2	5
55	мы увидим	3	5
56	никак не	4	5
57	и что	6	5
58	и он	3	5
59	в себе	4	5
60	я не	4	4
61	что в	14	4
62	в своем	4	4
63	с другой	3	4
64	к тому	3	4
65	но это	3	4
66	т д	2	4
67	в результате	2	4
68	но он	5	4
69	во время	3	4
70	так как	8	4
71	то есть	3	4
72	с его	11	4
73	в них	2	4
74	совершенно не	2	4
75	в своей	4	4
76	и до	2	4
77	на этот	6	4
78	как раз	7	4
79	только в	9	4
80	и это	2	4
81	не менее	2	3
82	мы будем	2	3
83	в отношении	3	3
84	он сам	2	3
85	но зато	2	3
86	он был	14	3
87	тому же	2	3
88	более или	3	3
89	кроме того	7	3
90	того и	2	3
91	и даже	15	3
92	он и	6	3
93	и здесь	3	3
94	во всем	4	3
95	с ним	5	3
96	в жизни	3	3
97	и к	6	3
98	по существу	2	3
99	того же	6	3
100	тот же	3	3
101	кажется что	2	3
102	мы уже	7	3
103	когда он	5	3
104	за пределы	3	3
105	даже в	2	3
106	что и	5	3
107	все же	3	3
108	себя в	4	3
109	него в	2	3
110	на него	3	3
111	так и	6	3
112	или менее	3	3
113	по своим	3	3
114	только на	3	3
115	уже не	3	3
116	другой стороны	3	3
117	также и	10	3
118	и для	2	3
119	той же	2	3
120	ничего не	3	3
121	тем что	2	3
122	в виде	3	3
123	уже в	7	2
124	не был	5	2
125	но на	3	2
126	что у	4	2
127	из этих	2	2
128	в конце	9	2
129	мысли и	4	2
130	его к	2	2
131	что на	2	2
132	тем не	2	2
133	для нас	4	2
134	ни в	2	2
135	и как	4	2
136	своей жизни	2	2
137	из его	4	2
138	мы и	4	2
139	него не	3	2
140	что такое	2	2
141	и очень	3	2
142	в целом	3	2
143	отношение к	3	2
144	то и	2	2
145	здесь мы	3	2
146	того что	2	2
147	с ними	2	2
148	в своих	5	2
149	сказать что	7	2
150	он так	2	2
151	и так	3	2
152	известно что	2	2
153	и еще	2	2
154	письме к	10	2
155	из них	2	2
156	но этот	3	2
157	как он	4	2
158	почти не	2	2
159	во всяком	2	2
160	в письме	8	2
161	уже и	2	2
162	раз и	3	2
163	этом смысле	4	2
164	об этом	7	2
165	его жизни	6	2
166	у нас	6	2
167	по своему	3	2
168	то время	2	2
169	указывает на	2	2
170	конечно не	2	2
171	на себя	3	2
172	он говорит	2	2
173	и о	2	2
174	которую он	2	2
175	конце концов	3	2
176	для себя	2	2
177	и особенно	4	2
178	дело в	4	2
179	которая как	2	2
180	он пишет	3	2
181	как в	3	2
182	а с	5	2
183	том что	14	2
184	хотя бы	2	2
185	и всегда	3	2
186	что этот	3	2
187	значение для	2	2
188	и то	10	2
189	иной раз	6	2
