N	2gram	Potebnia_M_1	Komedia
1	и в	39	22
2	том что	16	12
3	в г	2	11
4	в том	26	11
5	но и	20	11
6	не только	21	10
7	в то	4	10
8	как и	9	9
9	и т	6	9
10	может быть	27	9
11	в одном	8	8
12	таким образом	13	8
13	и не	18	8
14	и его	5	8
15	о том	2	8
16	в этой	3	7
17	и других	4	7
18	что в	22	6
19	одного из	2	6
20	к тому	4	6
21	и по	6	6
22	то же	6	6
23	не в	15	6
24	а в	5	6
25	в которой	2	6
26	с другой	7	5
27	прежде всего	4	5
28	о которых	2	5
29	при этом	6	5
30	в его	5	5
31	в истории	7	5
32	так и	13	5
33	как в	10	5
34	другой стороны	5	5
35	и даже	4	5
36	потому что	52	5
37	т п	4	5
38	между тем	5	5
39	в их	2	4
40	по поводу	3	4
41	несмотря на	5	4
42	как мы	2	4
43	же в	2	4
44	же время	4	4
45	в нем	20	4
46	что и	6	4
47	на него	3	4
48	т д	4	4
49	тем что	9	4
50	точки зрения	8	4
51	известно что	2	4
52	так как	21	4
53	но в	9	4
54	мы можем	2	4
55	не менее	6	3
56	все более	3	3
57	однако в	4	3
58	в них	3	3
59	вопрос о	4	3
60	на то	2	3
61	у нас	2	3
62	и как	6	3
63	их к	2	3
64	одной стороны	3	3
65	в начале	2	3
66	и о	2	3
67	хотя и	3	3
68	он не	3	3
69	все же	6	3
70	отношению к	13	3
71	в целом	2	3
72	на основании	2	3
73	так же	5	3
74	по отношению	13	3
75	того как	6	3
76	с одной	3	3
77	в течение	2	3
78	там же	9	3
79	не мог	3	3
80	все остальные	4	3
81	мы не	10	3
82	в более	4	3
83	в этом	15	3
84	и с	3	3
85	могут быть	9	3
86	только в	25	3
87	и все	3	3
88	в сознании	3	3
89	к которому	3	3
90	времени и	2	2
91	ни было	2	2
92	за тем	2	2
93	независимо от	6	2
94	для них	2	2
95	для всех	5	2
96	за пределы	2	2
97	и без	3	2
98	то ни	3	2
99	в состоянии	3	2
100	столь же	3	2
101	и во	3	2
102	на все	2	2
103	вовсе не	5	2
104	в свою	4	2
105	тем не	6	2
106	мы видели	4	2
107	но не	8	2
108	того же	3	2
109	еще не	6	2
110	было бы	12	2
111	в действительности	4	2
112	мог бы	2	2
113	в самом	3	2
114	между прочим	2	2
115	относится к	3	2
116	было только	2	2
117	для себя	3	2
118	и тем	3	2
119	с ее	2	2
120	видеть в	2	2
121	то что	10	2
122	бы то	2	2
123	вместе с	8	2
124	все что	2	2
125	со стороны	8	2
126	только что	2	2
127	что к	2	2
128	то и	7	2
129	для этого	2	2
130	в сущности	2	2
131	не может	22	2
132	в других	2	2
133	этой цели	2	2
134	ни малейшего	2	2
135	и притом	4	2
136	или в	2	2
137	указания на	2	2
138	но это	5	2
139	не следует	5	2
140	тем как	3	2
141	во всяком	3	2
142	к ней	2	2
143	но он	2	2
144	только при	2	2
145	в своих	4	2
146	в себе	13	2
147	как будто	2	2
148	об отношении	3	2
149	что по	3	2
