N	2gram	Savitsky_E_1	Problema
1	и не	14	28
2	то есть	6	27
3	не только	18	24
4	только в	9	23
5	в виде	5	22
6	вовсе не	6	21
7	в том	11	20
8	и в	37	20
9	то что	6	15
10	потому что	3	15
11	было бы	8	14
12	той или	4	14
13	но и	14	14
14	точки зрения	23	14
15	или иной	4	13
16	не в	5	13
17	также и	7	13
18	не есть	2	12
19	в себе	9	12
20	том что	6	12
21	прежде всего	9	11
22	по себе	4	11
23	с точки	17	11
24	как будто	2	11
25	отнюдь не	9	10
26	в качестве	14	10
27	не является	3	10
28	так и	10	10
29	это значит	2	10
30	при помощи	2	10
31	может быть	6	9
32	и даже	6	9
33	в этом	12	9
34	если бы	2	8
35	таким образом	2	8
36	в той	5	8
37	в результате	3	8
38	во всяком	3	8
39	и все	2	8
40	но в	14	8
41	с другой	7	7
42	есть в	2	7
43	мы не	4	7
44	и потому	5	7
45	и тем	3	7
46	то же	15	7
47	именно в	4	7
48	а не	2	7
49	сказать что	4	7
50	и с	2	7
51	в ней	4	7
52	хотя бы	15	7
53	и от	3	6
54	а также	7	6
55	для нас	4	6
56	как и	7	6
57	есть не	2	6
58	по своему	7	6
59	но если	5	6
60	другой стороны	2	6
61	в таком	3	6
62	в данном	3	6
63	в каком	4	6
64	но не	5	5
65	хотя и	2	5
66	в смысле	9	5
67	можно сказать	4	5
68	и можно	2	5
69	в ее	8	5
70	и если	2	5
71	жизни и	2	5
72	вместе с	2	5
73	данном случае	2	5
74	как в	3	5
75	так же	9	5
76	не может	9	5
77	в них	3	5
78	так как	7	5
79	или в	2	5
80	в этих	2	5
81	о том	3	5
82	с тем	3	4
83	но даже	4	4
84	в отношении	32	4
85	в какой	2	4
86	и для	3	4
87	и во	2	4
88	в одном	2	4
89	в этой	2	4
90	тем самым	5	4
91	одной из	5	4
92	несмотря на	4	4
93	в своей	8	4
94	как бы	6	4
95	всяком случае	3	4
96	тем более	4	4
97	не имеет	4	4
98	же в	2	4
99	во всех	6	4
100	и только	3	4
101	с этим	2	4
102	а в	2	4
103	и наконец	2	4
104	можно было	3	4
105	в то	16	4
106	к тому	8	3
107	и более	2	3
108	уже и	3	3
109	независимо от	4	3
110	в предыдущем	4	3
111	можно ли	3	3
112	вообще не	3	3
113	ни на	3	3
114	этом смысле	3	3
115	или иного	4	3
116	поскольку они	2	3
117	и к	3	3
118	как мы	5	3
119	и как	2	3
120	в истории	2	3
121	себе в	3	3
122	между прочим	7	3
123	в его	2	3
124	и этот	2	3
125	только к	2	3
126	что и	3	3
127	что в	21	3
128	не говоря	2	3
129	бы и	3	3
130	в своем	14	3
131	для того	6	3
132	к нему	2	3
133	с другими	2	3
134	и на	6	3
135	тем что	3	3
136	из них	3	3
137	но как	2	3
138	мы должны	2	3
139	того или	4	3
140	как это	4	3
141	в области	11	3
142	мы можем	3	3
143	в известном	3	2
144	в частности	5	2
145	между собой	2	2
146	нельзя ли	3	2
147	столь же	5	2
148	стороны и	6	2
149	другой и	2	2
150	при условии	2	2
151	на путях	4	2
152	как же	2	2
153	то в	4	2
154	заключается в	2	2
155	или вернее	2	2
156	для них	2	2
157	в пределах	25	2
158	но именно	2	2
159	кажется что	2	2
160	что это	2	2
161	в самом	4	2
162	по преимуществу	2	2
163	он не	2	2
164	к ней	4	2
165	в котором	2	2
166	говоря уже	2	2
167	нам кажется	7	2
168	не будет	3	2
169	не к	2	2
170	говорит о	3	2
171	а именно	2	2
172	и прежде	3	2
173	жизни в	3	2
174	и притом	4	2
175	она в	3	2
176	и что	2	2
177	того чтобы	6	2
178	ни было	4	2
179	и по	5	2
180	в других	2	2
181	что к	2	2
182	в значительной	2	2
183	и то	2	2
184	во все	3	2
185	или по	2	2
186	далеко не	2	2
187	дело в	3	2
188	того же	3	2
189	которое в	2	2
190	но по	2	2
191	еще более	2	2
