N	2gram	Voloshinov_1	StatiiOP
1	и в	15	25
2	в этом	13	24
3	в том	4	20
4	что в	6	19
5	что он	8	19
6	может быть	13	19
7	что это	3	16
8	том что	5	15
9	в этой	5	14
10	и пр	9	13
11	в г	3	12
12	в его	9	12
13	то что	10	12
14	не только	5	12
15	в этих	2	11
16	прежде всего	11	10
17	таким образом	21	10
18	и не	16	10
19	у него	3	9
20	но и	4	9
21	все это	5	8
22	в своих	4	8
23	это не	2	7
24	было бы	6	7
25	с этим	6	7
26	не может	13	7
27	что такое	3	7
28	точки зрения	13	7
29	в то	6	7
30	из этих	4	6
31	не в	4	6
32	только в	6	6
33	как бы	11	6
34	как в	3	6
35	как на	3	6
36	а в	6	6
37	и на	3	6
38	в области	3	6
39	между тем	2	6
40	то же	7	5
41	потому что	4	5
42	ни в	6	5
43	об этом	4	5
44	на почве	2	5
45	ответ на	2	5
46	а не	2	5
47	того что	2	5
48	он не	4	5
49	отметить что	2	5
50	так и	10	5
51	но в	9	5
52	этом отношении	2	4
53	всяком случае	3	4
54	и др	8	4
55	в жизни	5	4
56	у нас	3	4
57	как и	6	4
58	но это	2	4
59	на протяжении	5	4
60	в качестве	2	4
61	можно сказать	4	4
62	если бы	3	4
63	и к	7	4
64	в ней	5	4
65	к ней	2	4
66	в своей	9	4
67	в целом	2	4
68	отношение к	7	4
69	из этого	2	4
70	связь с	4	4
71	в центре	3	4
72	не было	4	4
73	в течение	2	4
74	с точки	10	4
75	в чем	4	4
76	к нему	7	4
77	и для	2	4
78	и с	7	4
79	сказать что	6	4
80	во всяком	4	4
81	в каком	3	4
82	все же	5	4
83	ничего не	2	4
84	в эту	2	4
85	что все	5	3
86	с его	8	3
87	все они	2	3
88	тому что	3	3
89	во время	5	3
90	к этому	7	3
91	же время	5	3
92	всех этих	5	3
93	он был	3	3
94	для него	5	3
95	и что	3	3
96	на этом	5	3
97	до конца	5	3
98	и наконец	10	3
99	на язык	2	3
100	все эти	9	3
101	нет никакого	2	3
102	не является	3	3
103	со стороны	2	3
104	как раз	2	3
105	по мнению	6	3
106	уже не	5	3
107	что мы	2	3
108	и его	15	3
109	так как	9	3
110	я и	6	3
111	он хотел	3	3
112	во многом	2	2
113	все время	4	2
114	с чувством	2	2
115	не менее	3	2
116	случае в	2	2
117	борьба с	3	2
118	никогда не	7	2
119	себя и	3	2
120	для этого	4	2
121	точку зрения	4	2
122	и у	6	2
123	в одной	2	2
124	этих двух	2	2
125	вовсе не	2	2
126	и ее	3	2
127	самого начала	5	2
128	к тому	4	2
129	как мы	10	2
130	большое значение	2	2
131	но все	2	2
132	но не	5	2
133	в свою	2	2
134	до сих	3	2
135	еще не	7	2
136	и может	4	2
137	в самом	6	2
138	во всех	8	2
139	одна из	3	2
140	не совсем	2	2
141	его отношение	2	2
142	один из	4	2
143	должен быть	2	2
144	тем не	2	2
145	в развитии	4	2
146	и за	2	2
147	вместе с	4	2
148	сих пор	3	2
149	ее в	2	2
150	и только	4	2
151	в отношении	2	2
152	с ее	3	2
153	от того	3	2
154	а потому	2	2
155	этой области	3	2
156	о которой	2	2
157	самом деле	7	2
158	во втором	3	2
159	с самого	7	2
160	и по	5	2
161	к этим	2	2
162	той же	2	2
163	мы не	4	2
164	ни на	2	2
165	одно из	3	2
166	могут быть	6	2
167	он и	2	2
168	жизни но	2	2
169	так сказать	3	2
170	с которыми	2	2
171	и тот	2	2
172	цели и	2	2
