N	2gram	Tiupa_Anal_3	slovoVRo
1	в романе	2	46
2	и в	18	39
3	может быть	9	37
4	и его	13	33
5	то есть	10	26
6	не только	22	24
7	и не	12	22
8	но и	13	21
9	не может	2	20
10	в нем	2	19
11	все это	3	16
12	в этом	14	16
13	так и	14	15
14	а не	9	14
15	как в	3	13
16	отличие от	2	13
17	в пределах	4	13
18	во всех	2	12
19	в отличие	2	12
20	не в	6	9
21	прежде всего	5	8
22	себя в	4	8
23	таким образом	4	8
24	точки зрения	3	8
25	с его	8	7
26	при этом	11	7
27	для него	6	7
28	еще не	6	7
29	в его	7	7
30	как бы	10	7
31	никогда не	5	7
32	и потому	2	7
33	и даже	8	7
34	могут быть	2	7
35	в них	2	6
36	и к	4	6
37	все же	4	6
38	как и	14	6
39	в своем	4	6
40	но не	7	6
41	в большинстве	2	6
42	в сущности	5	6
43	значительной степени	2	6
44	там где	2	6
45	в значительной	2	6
46	все эти	2	6
47	в слове	5	6
48	так сказать	2	6
49	но в	2	6
50	с другой	7	5
51	это не	2	5
52	и для	2	5
53	и все	2	5
54	по себе	4	5
55	том что	12	5
56	или иной	5	5
57	одной стороны	2	5
58	только в	2	5
59	в том	9	5
60	например в	2	5
61	той или	3	5
62	один из	2	5
63	с одной	2	5
64	уже не	5	5
65	героя и	4	5
66	мира и	2	5
67	не менее	4	4
68	отношению к	7	4
69	же время	3	4
70	одна из	2	4
71	по отношению	7	4
72	его не	3	4
73	входит в	2	4
74	отношения к	2	4
75	то же	3	4
76	в той	2	4
77	для всех	2	4
78	а в	10	4
79	и на	4	4
80	дело с	3	4
81	в то	3	4
82	его в	3	4
83	здесь не	3	4
84	во всем	3	4
85	перед нами	4	3
86	что в	9	3
87	не столько	3	3
88	и от	2	3
89	не с	2	3
90	в свою	5	3
91	сама по	2	3
92	что и	5	3
93	и как	4	3
94	с их	3	3
95	как к	2	3
96	в ней	2	3
97	бы и	2	3
98	в контексте	2	3
99	этом отношении	3	3
100	лишь в	5	3
101	а также	2	3
102	с точки	2	3
103	той же	5	3
104	сказать что	2	3
105	между тем	5	3
106	говорить о	3	3
107	в особенности	3	3
108	как это	3	3
109	во всяком	2	3
110	в данном	4	2
111	уже в	3	2
112	не было	3	2
113	хотя и	2	2
114	однако в	5	2
115	из существеннейших	2	2
116	говорит и	3	2
117	не всегда	3	2
118	как уже	2	2
119	в себе	2	2
120	и здесь	2	2
121	что он	4	2
122	с ее	3	2
123	в дальнейшем	2	2
124	свою очередь	4	2
125	со всеми	2	2
126	известной степени	3	2
127	всяком случае	2	2
128	даже в	2	2
129	которого он	2	2
130	на его	2	2
131	то что	2	2
132	дело в	2	2
133	его как	3	2
134	вместе с	2	2
135	те же	2	2
136	все они	2	2
137	в их	6	2
138	в форме	2	2
139	так в	3	2
140	с этим	3	2
141	именно в	3	2
142	это и	2	2
143	в себя	2	2
144	мы не	3	2
145	и т.п	5	2
146	иметь дело	2	2
147	роль в	3	2
148	в результате	5	2
149	он не	6	2
150	нуждается в	2	2
151	далеко не	4	2
152	но как	3	2
153	в противовес	2	2
154	о том	6	2
155	в одном	4	2
156	в новом	2	2
