N	2gram	Losev_Vlad_1	Istorich
1	и в	31	22
2	в этом	14	17
3	и т	2	16
4	т д	2	15
5	что в	14	15
6	не только	24	14
7	в доме	7	12
8	но и	19	12
9	и не	17	12
10	может быть	6	11
11	еще не	2	10
12	таким образом	3	10
13	но в	12	10
14	что он	12	9
15	в нем	4	9
16	что и	5	9
17	вместе с	3	9
18	в том	11	9
19	что они	3	8
20	том что	14	8
21	как мы	9	8
22	другой стороны	3	7
23	с другой	3	7
24	к этому	6	7
25	но не	3	7
26	то что	18	7
27	из них	2	7
28	уже не	3	7
29	и здесь	3	7
30	мы должны	2	7
31	так как	8	7
32	в них	2	6
33	мы уже	7	6
34	то и	2	6
35	а в	9	6
36	то же	6	6
37	в течение	9	6
38	во время	3	6
39	ничего не	3	6
40	не менее	2	5
41	в частности	2	5
42	тем не	2	5
43	так что	10	5
44	один из	4	5
45	все же	3	5
46	что она	2	5
47	он не	10	5
48	здесь мы	3	5
49	того что	2	5
50	к нему	4	5
51	у меня	2	5
52	в этой	4	5
53	как это	7	4
54	у нас	6	4
55	не в	5	4
56	в дальнейшем	8	4
57	только в	9	4
58	на этом	2	4
59	одним из	2	4
60	к ней	4	4
61	что на	2	4
62	отношение к	3	4
63	для нас	4	4
64	а именно	2	4
65	и его	7	4
66	и на	3	4
67	не может	6	4
68	но он	5	4
69	тем что	2	4
70	все эти	3	4
71	и с	14	4
72	я не	4	3
73	что у	4	3
74	и от	5	3
75	и все	4	3
76	к тому	3	3
77	и к	6	3
78	увидим ниже	3	3
79	как и	4	3
80	и как	4	3
81	но это	3	3
82	особого рода	2	3
83	все что	2	3
84	у него	15	3
85	было бы	2	3
86	мы увидим	3	3
87	некоторое время	2	3
88	на его	3	3
89	между прочим	11	3
90	выше мы	2	3
91	в его	12	3
92	никогда не	9	3
93	в целом	3	3
94	не будем	2	3
95	со стороны	2	3
96	в связи	3	3
97	и у	4	3
98	с ними	2	3
99	сказать что	7	3
100	потому что	11	3
101	он и	6	3
102	из этих	2	3
103	о том	11	3
104	здесь не	3	3
105	в чем	2	3
106	и и	7	2
107	после смерти	4	2
108	не было	5	2
109	с тем	2	2
110	знаем что	2	2
111	это делает	2	2
112	и так	3	2
113	в жизни	3	2
114	на все	2	2
115	вовсе не	5	2
116	в тех	2	2
117	указать на	2	2
118	можно сказать	6	2
119	во всяком	2	2
120	мы знаем	2	2
121	ни в	2	2
122	тому же	2	2
123	от него	2	2
124	как в	3	2
125	при этом	2	2
126	в качестве	6	2
127	то время	2	2
128	на себя	3	2
129	совершенно не	2	2
130	не мог	3	2
131	и о	2	2
132	да и	4	2
133	хотя и	4	2
134	его на	2	2
135	и потому	6	2
136	но этот	3	2
137	и он	3	2
138	всяком случае	2	2
139	именно так	2	2
140	в этот	4	2
141	в котором	6	2
142	для нее	2	2
143	даже в	2	2
144	к жизни	2	2
145	и это	2	2
146	жизни и	5	2
147	несколько дней	2	2
148	но она	3	2
149	который был	2	2
150	так и	6	2
151	даже не	2	2
152	только на	3	2
153	в своем	4	2
154	в особенности	4	2
155	не раз	4	2
156	той же	2	2
157	если не	3	2
158	на одной	3	2
159	и вот	3	2
160	там же	13	2
161	образом в	2	2
162	и что	6	2
163	и даже	15	2
164	и для	2	2
165	со своими	3	2
166	и то	10	2
167	то мы	3	2
168	в виде	3	2
169	точки зрения	2	2
170	известно что	2	2
171	в то	8	2
172	видно что	5	2
173	с того	2	2
174	на это	2	2
175	за это	2	2
176	мы сейчас	7	2
177	а также	5	2
178	и действительно	3	2
179	всю жизнь	3	2
