N	3gram	Vygotskiy__1	Psycholo
1	в том что	15	9
2	с таким образом	3	8
3	на то что	3	8
4	не может быть	5	8
5	в самом деле	2	7
6	о том что	6	7
7	в том чтобы	3	7
8	во всяком случае	3	6
9	заключается в том	6	6
10	в то время	5	5
11	с одной стороны	8	5
12	с другой стороны	9	5
13	в зависимости от	2	5
14	то время как	4	5
15	для того чтобы	15	5
16	так же как	5	4
17	только тогда когда	2	4
18	то что у	2	3
19	указывает на то	2	3
20	не в состоянии	2	3
21	одной и той	2	3
22	в сущности говоря	2	3
23	в какой мере	2	3
24	и той же	2	3
25	так же точно	9	3
26	ни в какой	2	3
27	в собственном смысле	5	3
28	до сих пор	4	3
29	в одном из	2	2
30	смысле этого слова	3	2
31	с точки зрения	18	2
32	то же самое	3	2
33	и таким образом	2	2
34	от того что	2	2
35	в этом отношении	4	2
36	благодаря тому что	2	2
37	со всеми остальными	2	2
38	вместе с тем	5	2
