N	3gram	Vygotskiy__3	EvropaiE
1	с одной стороны	5	8
2	в том что	17	6
3	так же как	6	5
4	этой точки зрения	2	5
5	с этой точки	2	5
6	для того чтобы	7	5
7	той или иной	2	4
8	и в этом	2	4
9	само по себе	2	4
10	того или иного	2	4
11	же как и	4	3
12	можно было бы	5	3
13	заключает в себе	2	3
14	в этом отношении	3	3
15	во всяком случае	4	3
16	в этом смысле	2	3
17	в известном смысле	2	3
18	друг с другом	5	3
19	по сравнению с	3	2
20	в свою очередь	2	2
21	так и в	2	2
22	на то что	3	2
23	только в том	2	2
24	с другой стороны	3	2
25	как мы видели	3	2
26	то что в	2	2
27	заключается в том	7	2
28	не может быть	2	2
29	тому или иному	2	2
