N	2gram	Losev_Dial_4	Psycholo
1	и в	15	38
2	то что	16	35
3	в том	11	25
4	в самом	2	25
5	что в	7	20
6	может быть	17	19
7	и что	9	18
8	на то	5	16
9	что она	5	16
10	точки зрения	14	16
11	в ней	5	15
12	если бы	6	14
13	том что	10	14
14	как бы	14	14
15	и т	17	14
16	потому что	10	14
17	в этой	4	13
18	и мы	7	13
19	совершенно ясно	2	13
20	в этом	11	13
21	мы видим	4	12
22	было бы	9	12
23	не только	8	12
24	таким образом	5	12
25	не в	8	12
26	что он	7	11
27	что это	13	10
28	в сущности	5	10
29	то же	9	10
30	и не	30	10
31	и все	11	10
32	с точки	9	9
33	того чтобы	5	9
34	все же	2	8
35	с тем	4	8
36	перед нами	6	8
37	с этим	3	8
38	в одном	4	8
39	вовсе не	6	8
40	как и	7	8
41	так что	6	8
42	и как	4	8
43	видим что	4	8
44	как раз	4	8
45	но только	5	8
46	для того	5	8
47	и то	3	8
48	и это	8	8
49	в ее	2	7
50	а не	18	7
51	мы можем	3	7
52	никак не	2	7
53	два плана	2	7
54	не может	11	7
55	заключается в	2	7
56	мы уже	3	7
57	из них	2	6
58	она не	4	6
59	один из	4	6
60	и если	3	6
61	в котором	2	6
62	не имеет	14	6
63	так как	14	6
64	если мы	5	6
65	как это	2	6
66	и его	7	6
67	и на	5	6
68	о том	5	6
69	ясно что	11	6
70	я не	5	5
71	должна быть	7	5
72	в своем	5	5
73	на этом	3	5
74	совершенно не	3	5
75	в своей	3	5
76	вместе с	2	5
77	но и	4	5
78	другой стороны	2	5
79	и когда	2	5
80	или в	7	5
81	мы не	9	5
82	в его	4	5
83	в которой	2	5
84	что если	3	4
85	никогда не	2	4
86	что эта	2	4
87	что они	4	4
88	в свою	3	4
89	при этом	2	4
90	что с	2	4
91	когда он	3	4
92	и для	5	4
93	конечно не	2	4
94	во всех	2	4
95	но если	5	4
96	не мог	2	4
97	не могли	2	4
98	в нем	5	4
99	что и	6	4
100	ее в	2	4
101	с той	2	4
102	как в	3	4
103	смысл и	3	4
104	т д	15	4
105	в течение	4	4
106	все эти	3	4
107	при помощи	3	4
108	того что	13	4
109	из которых	3	4
110	и даже	6	4
111	что этот	2	4
112	сказать что	6	4
113	только в	7	4
114	и другое	2	4
115	как будто	2	4
116	в себе	8	4
117	в виду	9	4
118	как только	5	3
119	она должна	2	3
120	в них	2	3
121	только для	3	3
122	та же	3	3
123	из этих	2	3
124	что все	4	3
125	со всей	2	3
126	главным образом	2	3
127	к этому	3	3
128	она в	3	3
129	ни в	8	3
130	но это	4	3
131	эти два	2	3
132	когда она	3	3
133	в один	3	3
134	и о	8	3
135	в основе	10	3
136	был бы	2	3
137	все это	9	3
138	то и	2	3
139	и только	2	3
140	бы не	2	3
141	мы хотим	2	3
142	что не	3	3
143	и тем	6	3
144	я говорю	2	3
145	того как	2	3
146	тем что	2	3
147	в то	6	3
148	бы в	4	3
149	едва ли	3	3
150	имеет никакого	2	3
151	что по	2	3
152	но в	3	3
153	в данном	3	2
154	но они	2	2
155	не могут	2	2
156	к своему	2	2
157	можно назвать	3	2
158	и та	3	2
159	отнюдь не	4	2
160	при таком	2	2
161	чувства и	2	2
162	нет никакого	3	2
163	хотя бы	4	2
164	с этой	2	2
165	и во	2	2
166	лежит в	3	2
167	во всяком	2	2
168	надо было	3	2
169	показывает что	2	2
170	что оно	7	2
171	но что	5	2
172	что именно	7	2
173	и ее	8	2
174	мораль и	2	2
175	только что	2	2
176	оно есть	4	2
177	или не	4	2
178	как же	5	2
179	уже не	9	2
180	у нас	3	2
181	это есть	13	2
182	в силу	4	2
183	есть в	4	2
184	что здесь	3	2
185	свою очередь	2	2
186	и может	2	2
187	и часто	2	2
188	том как	2	2
189	если так	2	2
190	и той	3	2
191	совпадает с	2	2
192	можем сказать	2	2
193	двух планов	2	2
194	для этого	2	2
195	но мы	2	2
196	и уже	4	2
197	я говорил	2	2
198	с ее	10	2
199	со стороны	3	2
200	говорит о	3	2
201	видим в	2	2
202	что же	2	2
203	так же	4	2
204	отношения к	3	2
205	в виде	3	2
206	быть не	2	2
207	не просто	7	2
208	одной и	3	2
209	и вот	11	2
210	своим собственным	2	2
211	для всех	3	2
212	говорил о	2	2
213	и наконец	3	2
214	и по	2	2
215	есть только	3	2
216	думать что	2	2
217	той же	5	2
218	в качестве	2	2
219	и чем	2	2
220	или от	22	2
221	и следовательно	3	2
222	и ничего	2	2
223	мы нашли	2	2
224	но как	2	2
225	в истории	3	2
226	что даже	2	2
227	по смыслу	2	2
228	с ним	3	2
229	ничего не	17	2
230	себя как	3	2
231	это будет	3	2
