N	2gram	Bakhtin_fo_1	Problemy
1	и в	50	46
2	то есть	33	40
3	и не	14	27
4	может быть	11	23
5	как бы	2	19
6	не может	6	19
7	в нем	24	17
8	в этом	25	16
9	не только	9	14
10	и т.п	4	14
11	но и	8	12
12	как и	8	12
13	как мы	14	12
14	и на	8	11
15	точки зрения	5	11
16	в одном	3	11
17	а не	3	11
18	не в	5	10
19	в пределах	5	10
20	между ними	3	10
21	прежде всего	15	9
22	в том	9	9
23	в самом	8	9
24	и все	6	9
25	вовсе не	13	9
26	и к	2	9
27	в его	13	9
28	с точки	2	9
29	до сих	3	8
30	конечно не	4	8
31	сих пор	3	8
32	или в	3	8
33	и с	4	7
34	по себе	2	7
35	еще не	5	7
36	в сущности	3	7
37	как раз	13	7
38	в себе	3	7
39	слова и	2	7
40	никогда не	2	6
41	ни в	8	6
42	есть в	2	6
43	хотя и	3	6
44	друг друга	3	6
45	к себе	4	6
46	но в	10	6
47	на фоне	3	6
48	в романе	32	6
49	то же	11	6
50	все это	4	6
51	и его	16	6
52	только в	4	6
53	это не	6	5
54	с самим	5	5
55	же время	9	5
56	при этом	3	5
57	в котором	4	5
58	жизни и	8	5
59	по отношению	3	5
60	мы находим	2	5
61	в самой	2	5
62	рядом с	2	5
63	в то	9	5
64	так как	6	5
65	в жизни	6	5
66	в романах	2	5
67	с его	9	5
68	у него	6	5
69	к другому	2	5
70	на площади	4	5
71	отношению к	5	5
72	во всех	6	5
73	если мы	2	5
74	так сказать	7	5
75	том числе	4	4
76	уже в	2	4
77	что в	5	4
78	в этих	3	4
79	и время	2	4
80	да и	3	4
81	до конца	4	4
82	и нет	2	4
83	кроме того	4	4
84	например в	6	4
85	к ним	2	4
86	в виду	3	4
87	в их	6	4
88	таким образом	11	4
89	еще и	2	4
90	все эти	9	4
91	и других	3	4
92	потому что	4	4
93	же и	2	4
94	во всем	2	4
95	мы не	3	4
96	не знает	3	4
97	как в	6	4
98	раз и	2	4
99	том что	4	4
100	но не	5	4
101	совершенно не	2	4
102	том же	2	4
103	он не	5	4
104	все же	6	4
105	то что	6	4
106	в процессе	4	4
107	так и	12	4
108	себе самому	4	4
109	уже не	2	4
110	на себя	2	4
111	героя и	7	4
112	здесь не	4	4
113	и другие	5	3
114	себя и	3	3
115	в отношении	3	3
116	с другой	2	3
117	человека и	11	3
118	не могут	3	3
119	к своему	2	3
120	мы и	4	3
121	в своем	4	3
122	числе и	2	3
123	но для	2	3
124	себе и	3	3
125	здесь нет	3	3
126	и для	4	3
127	не к	2	3
128	отношение к	2	3
129	и их	8	3
130	и до	5	3
131	так же	6	3
132	биографическое время	3	3
133	с помощью	2	3
134	жизнь в	2	3
135	между этими	4	3
136	и даже	2	3
137	конечно и	4	3
138	также и	2	3
139	но он	2	3
140	самим собою	3	3
141	в конце	9	3
142	как он	2	3
143	их в	3	3
144	если бы	5	3
145	здесь и	2	3
146	не как	2	3
147	и во	7	3
148	в условиях	7	3
149	в различных	2	3
150	с ее	6	3
151	по существу	12	3
152	более того	3	3
153	того же	8	3
154	было бы	2	3
155	мы уже	11	3
156	в своей	2	3
157	что и	3	3
158	только на	3	3
159	в центре	2	3
160	в отличие	2	3
161	еще более	3	3
162	в той	4	3
163	той же	2	3
164	жизнь и	4	3
165	между двумя	6	3
166	тем что	2	3
167	далеко не	2	3
168	и это	4	3
169	дело в	2	3
170	отличие от	2	3
171	например у	3	2
172	жизни не	3	2
173	этом романе	2	2
174	но на	4	2
175	время и	4	2
176	только и	5	2
177	вопрос о	2	2
178	нет но	2	2
179	или иной	2	2
180	к тому	3	2
181	для нас	2	2
182	как если	2	2
183	в строгом	2	2
184	мы будем	2	2
185	в одно	3	2
186	и как	10	2
187	но все	5	2
188	лишь как	2	2
189	же как	2	2
190	времени и	10	2
191	смысле слова	2	2
192	для него	2	2
193	и следовательно	4	2
194	той или	2	2
195	и является	2	2
196	он только	2	2
197	значение в	5	2
198	но она	2	2
199	к жизни	2	2
200	но дело	2	2
201	влияние на	4	2
202	того и	2	2
203	отношения к	3	2
204	в других	9	2
205	не было	7	2
206	те же	2	2
207	они не	3	2
208	лишь в	6	2
209	и по	2	2
210	а в	3	2
211	не входит	2	2
212	этого романа	4	2
213	в которых	2	2
214	широком смысле	2	2
215	друг на	2	2
216	в результате	6	2
217	сказать что	3	2
218	именно как	4	2
219	самим собой	2	2
220	на друга	2	2
221	что мы	2	2
222	здесь только	2	2
223	с ним	2	2
224	поэтому и	3	2
225	а как	3	2
226	имеется и	2	2
227	вне его	2	2
228	здесь конечно	2	2
229	с этим	6	2
230	но конечно	2	2
231	стороны и	2	2
232	раз в	4	2
233	явления в	2	2
234	конце романа	5	2
235	в присутствии	4	2
236	строгом смысле	2	2
237	одна из	2	2
238	поэтому все	2	2
239	здесь в	2	2
240	не входят	2	2
241	уже сказали	2	2
242	не место	2	2
243	об этом	2	2
244	к ней	2	2
245	только к	3	2
246	на почве	2	2
247	нет и	2	2
248	и времени	3	2
249	не могло	5	2
250	вместе с	3	2
251	внутренне не	3	2
252	хотя бы	2	2
253	ничего не	9	2
254	в данном	2	2
255	во всяком	3	2
256	от этого	2	2
257	автора и	2	2
258	могут быть	5	2
259	ту же	2	2
260	видения и	2	2
261	там где	2	2
