N	2gram	Bakhtin_Pr_2	Psycholo
1	в том	6	37
2	и в	43	32
3	и что	5	22
4	том что	2	21
5	то что	7	21
6	таким образом	5	21
7	то есть	4	21
8	что в	4	20
9	так же	2	18
10	может быть	23	18
11	что и	3	17
12	не может	18	17
13	точки зрения	13	17
14	самом деле	5	16
15	что он	13	13
16	при этом	6	13
17	то же	8	13
18	в этом	13	13
19	по себе	11	12
20	если мы	2	12
21	в самом	7	12
22	не только	11	12
23	так как	4	12
24	на то	5	11
25	было бы	5	11
26	как и	14	10
27	и т	13	10
28	когда он	3	10
29	но и	14	10
30	и не	29	10
31	с точки	8	10
32	никогда не	9	9
33	как в	2	9
34	в своих	2	9
35	тем что	3	9
36	что это	2	8
37	не менее	3	8
38	не в	11	8
39	т п	9	8
40	той же	3	8
41	того что	2	8
42	к тому	4	7
43	и как	2	7
44	такой же	3	7
45	а не	7	7
46	в сущности	9	7
47	все эти	5	7
48	можно было	3	7
49	и его	8	7
50	сказать что	2	7
51	только в	4	7
52	тот же	3	6
53	он не	9	6
54	как бы	22	6
55	в художественном	3	6
56	целый ряд	2	6
57	что если	3	6
58	о том	5	6
59	если бы	3	6
60	что у	2	5
61	он говорит	2	5
62	далеко не	4	5
63	до сих	7	5
64	сих пор	7	5
65	все это	5	5
66	как раз	4	5
67	только на	3	5
68	и даже	3	5
69	и на	10	5
70	в то	7	5
71	сам по	5	4
72	в жизни	3	4
73	что на	2	4
74	тем не	2	4
75	и сам	7	4
76	никак не	5	4
77	совершенно не	4	4
78	в нем	12	4
79	все же	3	4
80	из них	2	4
81	и до	4	4
82	образом и	3	4
83	а в	5	4
84	и все	6	4
85	к одному	6	4
86	и для	3	4
87	и с	5	4
88	могут быть	3	4
89	с этим	2	4
90	в целом	2	4
91	ту же	2	4
92	если же	4	4
93	и это	4	4
94	в произведении	4	4
95	в творчестве	2	4
96	ничего не	3	4
97	того как	2	4
98	между тем	3	4
99	по своему	2	3
100	не могут	4	3
101	для этого	2	3
102	но он	4	3
103	хотя бы	2	3
104	с другой	4	3
105	не как	6	3
106	в конце	2	3
107	и другого	2	3
108	указывает на	2	3
109	и к	3	3
110	который не	2	3
111	если оно	2	3
112	по существу	3	3
113	об этом	2	3
114	так что	5	3
115	до конца	4	3
116	например в	2	3
117	в своей	4	3
118	может служить	2	3
119	конце концов	2	3
120	то это	2	3
121	так и	3	3
122	во всех	4	3
123	и их	3	3
124	и так	2	3
125	и ее	3	3
126	бы и	2	3
127	в их	3	3
128	в отношении	3	3
129	что же	7	3
130	еще более	2	3
131	этот вопрос	4	3
132	время как	2	3
133	что не	2	3
134	должны быть	2	3
135	и он	5	3
136	то время	2	3
137	в которых	2	3
138	и то	2	3
139	во всем	3	3
140	ни на	3	3
141	в поэзии	2	3
142	отношении к	2	3
143	та же	2	3
144	но в	10	3
145	мы не	4	3
146	в виду	3	3
147	мы можем	2	3
148	в узком	2	2
149	слова в	12	2
150	с его	4	2
151	мы будем	3	2
152	их с	2	2
153	в них	4	2
154	но так	2	2
155	это не	3	2
156	он с	3	2
157	в одном	12	2
158	на самую	2	2
159	на одну	2	2
160	в каждом	11	2
161	была бы	2	2
162	но эта	2	2
163	во всяком	2	2
164	и здесь	3	2
165	ни в	2	2
166	в романе	3	2
167	же время	5	2
168	и при	2	2
169	даны в	3	2
170	еще не	9	2
171	но не	5	2
172	в глаза	2	2
173	сознании и	2	2
174	того же	3	2
175	и говорить	2	2
176	она не	3	2
177	вовсе не	5	2
178	к нему	5	2
179	том же	4	2
180	и следовательно	3	2
181	в его	10	2
182	в него	7	2
183	в руках	2	2
184	как он	2	2
185	его жизни	2	2
186	в этих	6	2
187	отношение к	2	2
188	для нас	2	2
189	на том	2	2
190	в процессе	2	2
191	значение в	2	2
192	отличается от	2	2
193	на него	3	2
194	себе и	4	2
195	и без	2	2
196	не на	4	2
197	бы не	2	2
198	другой стороны	3	2
199	т д	4	2
200	а с	2	2
201	в самой	4	2
202	здесь мы	2	2
203	на этот	4	2
204	при чем	4	2
205	и всегда	2	2
206	отличие от	4	2
207	в таком	2	2
208	что этот	2	2
209	каждый из	2	2
210	но это	4	2
211	также и	3	2
212	их в	4	2
213	в себе	5	2
214	того и	3	2
215	и только	3	2
216	там где	4	2
217	произведения как	2	2
