N	2gram	Voloshinov_2	Istorich
1	и в	19	26
2	так как	3	18
3	никогда не	7	13
4	что в	2	12
5	таким образом	14	12
6	в том	7	12
7	и на	5	12
8	в этом	15	12
9	связь с	4	11
10	мы видели	4	11
11	может быть	28	11
12	с другой	3	10
13	том что	10	10
14	и не	19	10
15	не только	13	10
16	что он	4	9
17	еще не	3	9
18	но и	10	9
19	в нем	11	8
20	все же	5	8
21	вместе с	2	8
22	все эти	3	8
23	и это	3	8
24	с одной	3	7
25	мы можем	6	7
26	одной стороны	3	7
27	и его	16	7
28	у него	2	7
29	о том	3	7
30	но в	7	7
31	то что	4	6
32	мы уже	6	6
33	не может	18	6
34	в виде	2	6
35	в более	2	6
36	и с	2	6
37	мы не	2	6
38	у нас	3	5
39	как и	9	5
40	в ней	3	5
41	в его	5	5
42	не будет	3	5
43	так и	10	5
44	то же	16	5
45	тем что	2	5
46	в то	8	5
47	только в	8	5
48	его в	7	5
49	там где	2	5
50	это не	4	4
51	прежде всего	7	4
52	с его	8	4
53	здесь мы	3	4
54	до сих	3	4
55	связано с	3	4
56	как бы	19	4
57	и тем	4	4
58	что и	3	4
59	сих пор	3	4
60	что оно	3	4
61	как мы	15	4
62	и он	2	4
63	но как	2	4
64	связана с	2	3
65	и ее	4	3
66	независимо от	2	3
67	если бы	11	3
68	могут быть	3	3
69	и от	3	3
70	должна быть	4	3
71	к этому	5	3
72	вопрос о	2	3
73	в тех	2	3
74	не в	10	3
75	от него	2	3
76	они не	2	3
77	в качестве	3	3
78	и эта	2	3
79	другими словами	2	3
80	в своей	3	3
81	а в	3	3
82	при этом	9	3
83	как на	2	3
84	или в	2	3
85	в данном	5	3
86	и то	3	3
87	сказать что	4	3
88	в себе	4	3
89	не было	3	3
90	далеко не	2	3
91	от этого	2	3
92	перед нами	3	2
93	все время	2	2
94	о чем	2	2
95	и как	6	2
96	в этих	3	2
97	в своем	2	2
98	того же	5	2
99	в одной	2	2
100	с этим	3	2
101	вовсе не	11	2
102	стороны и	2	2
103	на то	4	2
104	к тому	6	2
105	сводится к	2	2
106	об одном	2	2
107	мы знаем	2	2
108	он был	2	2
109	по отношению	8	2
110	что они	2	2
111	одна из	7	2
112	но не	2	2
113	так же	5	2
114	такое понимание	2	2
115	было бы	4	2
116	не так	2	2
117	но для	2	2
118	относится к	3	2
119	всяком случае	2	2
120	не есть	3	2
121	отношению к	8	2
122	не имеет	3	2
123	на этой	5	2
124	жизни и	2	2
125	ни в	6	2
126	и до	3	2
127	в форме	5	2
128	или же	2	2
129	он не	3	2
130	только что	3	2
131	а с	2	2
132	а не	9	2
133	того что	4	2
134	что не	2	2
135	должны быть	2	2
136	с ними	4	2
137	во всяком	3	2
138	уже знаем	2	2
139	он и	2	2
140	зависимости от	2	2
141	в этой	3	2
142	что это	2	2
143	и формы	3	2
144	из него	2	2
145	оно может	3	2
146	ничего не	4	2
147	или как	2	2
