N	2gram	Voloshinov_1	Psycholo
1	то что	8	37
2	и в	38	30
3	в том	2	27
4	потому что	5	23
5	том что	3	21
6	все время	5	20
7	для того	9	20
8	таким образом	7	20
9	того чтобы	7	20
10	как бы	28	19
11	что он	2	17
12	если мы	4	16
13	не только	27	16
14	в самом	4	14
15	в этом	10	14
16	так же	4	13
17	в нас	2	13
18	то есть	4	13
19	вместе с	5	12
20	если бы	4	11
21	может быть	13	11
22	что мы	11	11
23	о том	4	10
24	никогда не	7	9
25	мы увидим	5	9
26	и когда	2	9
27	не может	12	9
28	увидим что	2	9
29	и то	3	9
30	сказать что	3	9
31	так как	7	9
32	с тем	8	8
33	что это	4	8
34	тому что	5	8
35	мы имеем	2	8
36	он должен	3	8
37	к тому	4	8
38	не в	6	8
39	а не	6	8
40	при этом	9	8
41	того что	4	8
42	самом деле	4	8
43	мы видим	3	8
44	и это	7	8
45	в нем	4	7
46	и как	9	7
47	зависимости от	5	7
48	но не	2	7
49	мы можем	7	7
50	все же	7	7
51	то же	14	7
52	точки зрения	10	7
53	как это	5	7
54	в основе	2	7
55	уже в	5	6
56	ясно что	2	6
57	в зависимости	5	6
58	как и	10	6
59	совершенно не	3	6
60	и тем	6	6
61	и для	3	6
62	но и	13	6
63	что оно	3	6
64	и не	14	6
65	жизни и	3	6
66	и его	7	6
67	или в	2	6
68	и здесь	3	6
69	тем что	2	6
70	мы уже	10	6
71	когда мы	6	6
72	в целом	4	5
73	что именно	3	5
74	несмотря на	2	5
75	как мы	9	5
76	и потому	2	5
77	в этой	6	5
78	еще не	3	5
79	было бы	7	5
80	один из	4	5
81	сих пор	2	5
82	а с	5	5
83	в своих	2	5
84	в себе	9	5
85	но в	5	5
86	только в	6	5
87	же самое	5	5
88	ответ на	2	5
89	бы в	5	5
90	как только	4	4
91	в частности	3	4
92	и все	4	4
93	этот вопрос	2	4
94	прежде всего	21	4
95	содержание и	3	4
96	у нас	4	4
97	есть не	2	4
98	и к	4	4
99	в своей	2	4
100	от того	3	4
101	в ней	8	4
102	в его	6	4
103	что всякое	3	4
104	заключает в	4	4
105	только на	3	4
106	а в	5	4
107	мы найдем	2	4
108	из которых	3	4
109	мы говорили	2	4
110	в конце	6	4
111	в виду	3	4
112	не существует	4	3
113	и уже	3	3
114	бы мы	3	3
115	что у	3	3
116	хотя бы	18	3
117	это не	3	3
118	к этому	2	3
119	вовсе не	2	3
120	вопрос о	2	3
121	самого начала	4	3
122	одно и	4	3
123	видим что	2	3
124	для нас	3	3
125	об этом	3	3
126	с самого	4	3
127	в свою	6	3
128	для него	3	3
129	тот же	2	3
130	он не	2	3
131	из двух	2	3
132	в ее	3	3
133	что и	3	3
134	на его	5	3
135	так и	6	3
136	как в	2	3
137	времени и	2	3
138	этом отношении	2	3
139	в той	5	3
140	и наконец	5	3
141	тем же	3	3
142	целый ряд	3	3
143	той же	5	3
144	мы не	9	3
145	можно было	4	3
146	человека в	2	3
147	и на	6	3
148	в каком	2	3
149	мы должны	10	3
150	в этих	2	3
151	в которой	7	3
152	и поэтому	3	3
153	выражение лица	2	2
154	перед нами	3	2
155	в отношении	2	2
156	с его	7	2
157	ни один	2	2
158	в душе	2	2
159	связи с	3	2
160	находит свое	2	2
161	представить себе	3	2
162	между собой	2	2
163	не является	5	2
164	с этим	2	2
165	мы называем	4	2
166	в одном	3	2
167	что эти	2	2
168	своего героя	2	2
169	или иной	4	2
170	с помощью	6	2
171	не что	4	2
172	можно сказать	4	2
173	этом случае	3	2
174	нас не	2	2
175	ли не	2	2
176	но все	4	2
177	и при	2	2
178	нам придется	2	2
179	очевидно что	2	2
180	слов и	7	2
181	и эта	3	2
182	происходит как	2	2
183	и следовательно	5	2
184	той или	3	2
185	в качестве	4	2
186	эти три	2	2
187	в котором	3	2
188	не имеем	3	2
189	гораздо более	2	2
190	должен быть	2	2
191	себе и	2	2
192	но мы	2	2
193	не с	3	2
194	иное как	2	2
195	из них	3	2
196	во всех	6	2
197	и той	5	2
198	отношения к	3	2
199	в форме	6	2
200	в словах	3	2
201	все это	4	2
202	мы никогда	5	2
203	одной и	2	2
204	и вот	3	2
205	с точки	5	2
206	и даже	3	2
207	и он	2	2
208	между ними	3	2
209	должно быть	2	2
210	немедленно же	2	2
211	ничего не	8	2
212	в которых	2	2
213	и с	5	2
214	и так	6	2
215	в нашем	5	2
216	это же	2	2
217	даже и	2	2
218	как например	2	2
219	что иное	2	2
220	в то	9	2
221	не знает	3	2
222	все то	2	2
223	вопроса о	4	2
224	все эти	2	2
225	конце концов	3	2
226	и ни	2	2
227	связь между	2	2
228	на самом	3	2
