N	2gram	Tiupa_Anal_3	FransuaR
1	и в	18	41
2	то есть	10	24
3	и т.п	5	19
4	во всех	2	17
5	таким образом	4	17
6	в нем	2	16
7	и его	13	13
8	но и	13	13
9	в этом	14	12
10	все это	3	11
11	все эти	2	11
12	прежде всего	5	10
13	в самом	5	10
14	не только	22	10
15	то что	2	10
16	и на	4	9
17	и все	2	9
18	о том	6	9
19	никогда не	5	8
20	в сущности	5	8
21	здесь и	3	8
22	в этой	6	8
23	но в	2	8
24	в них	2	7
25	том что	12	7
26	как бы	10	7
27	в особенности	3	7
28	как и	14	7
29	что в	9	7
30	в его	7	7
31	что он	4	6
32	в году	3	6
33	например в	2	6
34	один из	2	6
35	вместе с	2	6
36	сказать что	2	6
37	в то	3	6
38	то же	3	5
39	с его	8	5
40	в одном	4	5
41	в ее	3	5
42	же время	3	5
43	и он	2	5
44	а также	2	5
45	так и	14	5
46	в своем	4	5
47	в той	2	5
48	той же	5	5
49	тем что	2	5
50	в себе	2	5
51	во всем	3	5
52	там где	2	5
53	уже в	3	4
54	с другой	7	4
55	но они	2	4
56	и от	2	4
57	роль в	3	4
58	именно в	3	4
59	и как	4	4
60	не в	6	4
61	в большинстве	2	4
62	одной стороны	2	4
63	в ней	2	4
64	даже в	2	4
65	все же	4	4
66	не может	2	4
67	с одной	2	4
68	как в	3	4
69	самом деле	2	4
70	и даже	8	4
71	а в	10	4
72	в результате	5	4
73	того же	5	4
74	перед нами	4	3
75	во втором	4	3
76	с этим	3	3
77	было бы	3	3
78	и сам	4	3
79	в начале	6	3
80	в искусстве	2	3
81	не мог	2	3
82	в первой	8	3
83	и для	2	3
84	этом отношении	3	3
85	при этом	11	3
86	на языке	3	3
87	и не	12	3
88	те же	2	3
89	что не	3	3
90	в данном	4	3
91	только в	2	3
92	в первом	2	3
93	в частности	12	2
94	все они	2	2
95	одного и	3	2
96	в конце	5	2
97	в том	9	2
98	это и	2	2
99	в дальнейшем	2	2
100	что они	3	2
101	но не	7	2
102	в значительной	2	2
103	со всеми	2	2
104	может быть	9	2
105	хотя и	2	2
106	он не	6	2
107	и потому	2	2
108	себя в	4	2
109	данном случае	3	2
110	в форме	2	2
111	другой стороны	5	2
112	и прежде	2	2
113	как раз	7	2
114	как это	3	2
115	но с	2	2
116	лишь в	5	2
117	а не	9	2
118	с точки	2	2
119	внимание на	4	2
120	мы не	3	2
121	между тем	5	2
122	одну из	2	2
123	точки зрения	3	2
124	на его	2	2
125	из этих	3	2
126	говорить о	3	2
127	что мы	2	2
128	так сказать	2	2
129	мира и	2	2
130	в романе	2	2
131	в новом	2	2
132	а для	2	2
