N	3gram	Vygotskiy__1	KulturaY
1	и т п	15	18
2	в том что	9	15
3	для того чтобы	5	15
4	и т д	8	14
5	с точки зрения	2	9
6	в том чтобы	7	8
7	в самом деле	7	7
8	с другой стороны	5	6
9	в этом отношении	2	5
10	о том что	7	5
11	во всяком случае	6	5
12	в зависимости от	5	5
13	в русском языке	2	4
14	до сих пор	3	4
15	не в том	5	4
16	тем не менее	2	4
17	только в том	3	3
18	состоит в том	2	3
19	более или менее	2	3
20	не может быть	8	3
21	вместе с тем	2	3
22	в этом смысле	2	3
23	силу того что	2	2
24	мы увидим что	2	2
25	и в самом	2	2
26	этой точки зрения	5	2
27	так и в	2	2
28	на то что	8	2
29	в силу того	2	2
30	на самом деле	2	2
31	заключается в том	6	2
32	в том и	2	2
33	а в том	2	2
