N	2gram	Propp_Isto_3	Analitik
1	в этом	17	18
2	в частности	5	16
3	и в	22	16
4	не только	14	16
5	так и	2	15
6	как и	3	14
7	в том	9	12
8	но и	12	12
9	и не	12	12
10	том что	8	12
11	в качестве	2	11
12	могут быть	5	10
13	при этом	2	10
14	а не	6	10
15	в пределах	4	9
16	и даже	2	9
17	в этой	5	9
18	ничего не	6	9
19	в данном	4	8
20	состоит в	3	8
21	в целом	3	8
22	представляет собой	3	8
23	к тому	3	7
24	то что	7	7
25	о том	3	7
26	а также	2	7
27	с другой	7	6
28	и на	4	6
29	может быть	11	6
30	как это	4	6
31	но в	10	6
32	в сторону	2	5
33	и к	3	5
34	данном случае	3	5
35	с одной	2	5
36	на себя	2	5
37	не менее	5	4
38	только не	2	4
39	в своем	2	4
40	можно сказать	2	4
41	у него	3	4
42	этом случае	5	4
43	уже не	7	4
44	тому же	2	4
45	не в	4	4
46	но не	7	4
47	одной стороны	2	4
48	как правило	2	4
49	не с	2	4
50	отношению к	2	4
51	как в	2	4
52	по отношению	2	4
53	не может	4	4
54	на этом	4	4
55	и его	4	4
56	то же	6	4
57	хотя и	2	4
58	точки зрения	2	4
59	только в	4	4
60	никогда не	3	3
61	одного из	2	3
62	прежде всего	3	3
63	что на	4	3
64	тем не	5	3
65	не мог	2	3
66	так что	5	3
67	было бы	3	3
68	мы имеем	19	3
69	на его	3	3
70	или в	11	3
71	что и	9	3
72	из них	7	3
73	со стороны	3	3
74	только на	2	3
75	если бы	6	3
76	на смену	4	3
77	а в	6	3
78	как мы	8	3
79	с ними	3	3
80	и то	2	3
81	случае в	2	3
82	тем что	4	3
83	попадает в	11	3
84	как будто	2	3
85	и все	3	3
86	вступает в	3	2
87	того что	5	2
88	ты не	2	2
89	в одном	2	2
90	к этому	7	2
91	вовсе не	2	2
92	не знаю	8	2
93	а затем	3	2
94	а то	2	2
95	все что	3	2
96	превращается в	3	2
97	что в	15	2
98	она не	4	2
99	еще не	10	2
100	он по	2	2
101	в котором	2	2
102	для нее	2	2
103	даже в	2	2
104	один из	5	2
105	вместе с	9	2
106	что она	5	2
107	другой стороны	7	2
108	таким образом	10	2
109	той же	2	2
110	т е	16	2
111	еще более	2	2
112	этих случаях	7	2
113	и он	2	2
114	не имеет	2	2
115	и для	2	2
116	так же	3	2
117	роль в	2	2
118	между тем	2	2
119	он не	5	2
120	он и	3	2
121	о себе	3	2
122	в то	2	2
123	в его	3	2
124	его в	3	2
125	представляют собой	4	2
126	в этих	11	2
127	сказать что	3	2
128	особого рода	3	2
129	же не	2	2
