N	2gram	Bakhtin_Fr_5	Komedia
1	и в	45	22
2	и не	15	21
3	том что	7	13
4	в том	10	12
5	таким образом	8	12
6	так как	6	11
7	ни в	3	10
8	в доме	4	10
9	потому что	7	10
10	до сих	3	9
11	в самом	4	9
12	вместе с	3	9
13	сих пор	3	9
14	в своем	11	8
15	что он	6	8
16	к ней	2	8
17	в его	13	8
18	что и	7	8
19	в этом	14	8
20	о том	4	8
21	его в	5	8
22	о чем	3	7
23	об этом	4	7
24	при этом	2	7
25	то же	11	7
26	а в	4	7
27	в конце	7	7
28	во время	12	6
29	к этому	2	6
30	тому же	4	6
31	того же	3	6
32	для того	6	6
33	к тому	2	6
34	может быть	2	6
35	как раз	5	6
36	самом деле	5	6
37	и что	2	6
38	того чтобы	6	6
39	и его	13	6
40	в то	11	6
41	не менее	3	5
42	связи с	6	5
43	что в	12	5
44	же время	9	5
45	прежде всего	10	5
46	как это	4	5
47	хотя и	5	5
48	не только	14	5
49	в своей	3	5
50	не хочет	2	5
51	все это	7	5
52	он не	6	5
53	к нему	2	5
54	в которых	3	5
55	с ним	5	5
56	но в	14	5
57	он знает	2	4
58	с тем	2	4
59	у него	4	4
60	вовсе не	8	4
61	нет и	2	4
62	и здесь	4	4
63	он был	7	4
64	все же	2	4
65	не в	7	4
66	несмотря на	2	4
67	в ней	8	4
68	здесь нет	3	4
69	то что	2	4
70	когда он	2	4
71	но и	10	4
72	на него	2	4
73	что она	3	4
74	в отношении	2	4
75	до нас	3	4
76	с помощью	3	4
77	а не	4	4
78	и для	3	4
79	так же	8	4
80	тут же	2	4
81	точки зрения	4	4
82	в связи	5	4
83	бы в	4	4
84	так и	6	4
85	хотя бы	2	4
86	и с	10	4
87	с его	7	3
88	в них	6	3
89	с этим	4	3
90	в нем	10	3
91	нисколько не	3	3
92	и к	5	3
93	как и	10	3
94	в начале	2	3
95	в этой	6	3
96	по своему	4	3
97	было бы	2	3
98	конечно не	2	3
99	на этот	3	3
100	как бы	12	3
101	к началу	3	3
102	один из	2	3
103	и мысли	2	3
104	в целом	2	3
105	не может	5	3
106	в течение	3	3
107	с точки	2	3
108	и даже	4	3
109	не имеет	3	3
110	одной из	5	3
111	мы можем	2	3
112	говорить о	2	3
113	же самое	2	3
114	как он	3	3
115	ничего не	4	3
116	том как	2	3
117	в основе	4	2
118	только для	2	2
119	чувствует себя	2	2
120	себя и	2	2
121	в качестве	2	2
122	и без	2	2
123	как в	3	2
124	это не	3	2
125	и все	7	2
126	в одном	3	2
127	это в	2	2
128	не могут	2	2
129	если мы	2	2
130	в г	2	2
131	отличие от	2	2
132	по существу	3	2
133	из его	2	2
134	то время	3	2
135	в пределах	2	2
136	не мог	4	2
137	и если	2	2
138	в сущности	4	2
139	и о	4	2
140	одним из	5	2
141	от того	3	2
142	известной степени	4	2
143	а также	4	2
144	и он	3	2
145	должен быть	2	2
146	раз в	2	2
147	этих слов	2	2
148	во всех	13	2
149	этой связи	3	2
150	в их	4	2
151	как мы	8	2
152	вплоть до	2	2
153	его не	4	2
154	в известной	2	2
155	по тому	2	2
156	не было	3	2
157	этом отношении	5	2
158	мы не	4	2
159	в эпоху	7	2
160	роль в	2	2
161	можно было	4	2
162	и на	5	2
163	здесь и	5	2
164	между тем	2	2
165	и во	4	2
166	нуждается в	3	2
167	он и	3	2
168	нет ни	2	2
169	в другом	3	2
170	и это	4	2
171	что эта	2	2
172	здесь не	6	2
173	он сумел	2	2
174	больше чем	2	2
