N	2gram	Bakhtin_Fr_5	VerxiiNi
1	и в	45	26
2	таким образом	8	22
3	с тем	2	18
4	вместе с	3	15
5	в этом	14	15
6	точки зрения	4	13
7	как бы	12	12
8	в том	10	11
9	может быть	2	10
10	не только	14	10
11	и с	10	10
12	из этих	3	10
13	связи с	6	9
14	что в	12	9
15	но и	10	9
16	так как	6	9
17	но не	4	8
18	в общем	4	8
19	и не	15	8
20	и у	5	8
21	как на	4	8
22	связанные с	3	7
23	том что	7	7
24	к нему	2	7
25	то что	2	7
26	в эпоху	7	7
27	потому что	7	7
28	но в	14	7
29	в конце	7	6
30	к тому	2	6
31	того же	3	6
32	несмотря на	2	6
33	что и	7	6
34	все же	2	6
35	так и	6	6
36	все это	7	6
37	в отношении	2	6
38	все эти	5	6
39	с точки	2	6
40	и т.д	2	6
41	о том	4	6
42	том числе	4	5
43	и к	5	5
44	тому же	4	5
45	до сих	3	5
46	одной из	5	5
47	друг с	2	5
48	в его	13	5
49	с другом	2	5
50	сих пор	3	5
51	так же	8	5
52	лишь в	2	5
53	а не	4	5
54	того чтобы	6	5
55	для того	6	5
56	не имеет	3	5
57	и для	3	5
58	и от	4	4
59	что все	2	4
60	что он	6	4
61	в нем	10	4
62	числе и	2	4
63	в самом	4	4
64	не может	5	4
65	и только	2	4
66	а в	4	4
67	то же	11	4
68	в течение	3	4
69	и что	2	4
70	на этот	3	4
71	в которых	3	4
72	во время	12	4
73	он не	6	4
74	в то	11	4
75	только в	4	4
76	то есть	25	4
77	в этой	6	4
78	не менее	3	3
79	же как	4	3
80	и другие	3	3
81	что это	2	3
82	хотя бы	2	3
83	к этому	2	3
84	можно сказать	2	3
85	для него	3	3
86	и как	5	3
87	в своем	11	3
88	в качестве	2	3
89	и если	2	3
90	и о	4	3
91	если в	2	3
92	в народном	2	3
93	когда он	2	3
94	в связи	5	3
95	при этом	2	3
96	в значительной	2	3
97	того что	3	3
98	и даже	4	3
99	в одном	3	3
100	начиная с	2	2
101	не могут	2	2
102	с его	7	2
103	на небе	3	2
104	он в	2	2
105	именно в	3	2
106	связанных с	3	2
107	одно из	2	2
108	перестает быть	2	2
109	пор еще	2	2
110	в них	6	2
111	по тому	2	2
112	превращается в	2	2
113	только для	2	2
114	на все	2	2
115	прежде всего	10	2
116	из своих	2	2
117	а также	4	2
118	и здесь	4	2
119	по существу	3	2
120	мы видели	7	2
121	в начале	2	2
122	по своему	4	2
123	же время	9	2
124	так например	2	2
125	со всеми	5	2
126	и больше	2	2
127	этот путь	2	2
128	конечно не	2	2
129	вплоть до	2	2
130	для всех	3	2
131	не могло	3	2
132	один из	2	2
133	благодаря этому	2	2
134	жизни и	8	2
135	во всех	13	2
136	связь с	3	2
137	не было	3	2
138	этом отношении	5	2
139	одновременно и	2	2
140	в самой	8	2
141	в одно	2	2
142	ко всему	2	2
143	в другое	2	2
144	одним из	5	2
145	его не	4	2
146	и на	5	2
147	сказать что	4	2
148	больше чем	2	2
149	не в	7	2
150	мы можем	2	2
151	и наконец	2	2
152	и связанные	2	2
153	же самое	2	2
154	и все	7	2
155	и это	4	2
156	относится к	2	2
157	в эту	2	2
158	между тем	2	2
