N	3gram	Vygotskiy__5	KulturaY
1	и т п	3	18
2	в том что	14	15
3	для того чтобы	19	15
4	и т д	3	14
5	с точки зрения	2	9
6	в том чтобы	2	8
7	в самом деле	5	7
8	с другой стороны	5	6
9	в этом отношении	3	5
10	о том что	6	5
11	в зависимости от	6	5
12	до сих пор	5	4
13	можно было бы	3	3
14	состоит в том	2	3
15	не может быть	2	3
16	вместе с тем	3	3
17	а с другой	4	3
18	и того же	2	2
19	одного и того	2	2
20	обратить внимание на	2	2
21	мы увидим что	6	2
22	к тому что	6	2
23	и в самом	2	2
24	сводится к тому	2	2
25	на то что	16	2
26	на самом деле	2	2
27	заключается в том	6	2
28	в том и	2	2
29	именно в том	2	2
30	в этом случае	2	2
