N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	45	45
2	то есть	50	25
3	и т.п	6	16
4	и не	42	15
5	не только	16	14
6	в этом	20	14
7	но в	6	14
8	в его	22	13
9	во всех	4	13
10	и его	8	13
11	как бы	15	12
12	что в	6	12
13	в своем	5	11
14	в романе	3	11
15	то же	5	11
16	в то	5	11
17	прежде всего	11	10
18	в том	8	10
19	в нем	20	10
20	но и	15	10
21	как и	14	10
22	и с	7	10
23	же время	3	9
24	вовсе не	7	8
25	как мы	8	8
26	в ней	7	8
27	и др	4	8
28	жизни и	15	8
29	таким образом	11	8
30	в самой	3	8
31	так же	5	8
32	с его	8	7
33	в конце	4	7
34	том что	7	7
35	не в	8	7
36	что и	5	7
37	мы видели	3	7
38	все это	5	7
39	потому что	8	7
40	на мир	2	7
41	что он	7	6
42	он не	9	6
43	здесь не	2	6
44	так и	3	6
45	мысли и	3	6
46	так как	5	6
47	в них	4	6
48	есть и	3	5
49	здесь и	2	5
50	с ним	8	5
51	и к	2	5
52	одной из	2	5
53	человека с	2	5
54	мы видим	2	5
55	но это	2	5
56	например в	2	5
57	одним из	3	5
58	хотя и	2	5
59	с ее	3	5
60	и их	6	5
61	как раз	6	5
62	не может	24	5
63	этом отношении	2	5
64	все эти	4	5
65	самом деле	4	5
66	и у	2	5
67	и как	2	5
68	и на	7	5
69	его в	3	5
70	перед нами	4	4
71	же как	4	4
72	об этом	3	4
73	все они	4	4
74	характерно что	2	4
75	том числе	2	4
76	и от	3	4
77	у него	6	4
78	и здесь	2	4
79	но не	6	4
80	здесь в	2	4
81	ничего не	3	4
82	в самом	13	4
83	в сущности	7	4
84	и о	2	4
85	мы уже	3	4
86	в их	4	4
87	а не	10	4
88	и даже	3	4
89	как на	2	4
90	а в	3	4
91	можно было	2	4
92	сказать что	5	4
93	в основе	2	4
94	чем же	2	4
95	точки зрения	19	4
96	только в	9	4
97	о том	3	4
98	зрения на	5	4
99	бы в	5	4
100	как это	2	4
101	это было	2	4
102	не менее	2	3
103	поэтому и	3	3
104	и другие	4	3
105	от его	2	3
106	как в	4	3
107	это не	3	3
108	в одной	5	3
109	в одном	6	3
110	ни в	2	3
111	но на	2	3
112	есть в	8	3
113	для него	9	3
114	в своей	6	3
115	дело идет	6	3
116	от того	2	3
117	до сих	2	3
118	здесь нет	2	3
119	сих пор	2	3
120	что она	4	3
121	связь с	2	3
122	и прежде	2	3
123	и одновременно	2	3
124	не было	2	3
125	именно в	3	3
126	всего этого	3	3
127	и вот	2	3
128	того что	3	3
129	и он	3	3
130	не имеет	3	3
131	и для	2	3
132	он и	4	3
133	как он	4	3
134	там где	6	3
135	только для	2	2
136	совершенно так	2	2
137	в сторону	2	2
138	себя и	2	2
139	жизни в	2	2
140	точку зрения	5	2
141	превращается в	4	2
142	хотя бы	5	2
143	относится к	2	2
144	перестает быть	3	2
145	почти вовсе	3	2
146	переходит в	2	2
147	что все	3	2
148	к этому	4	2
149	из своих	2	2
150	в условиях	2	2
151	числе и	2	2
152	можно сказать	2	2
153	и смерти	7	2
154	конечно в	2	2
155	своей жизни	3	2
156	в начале	2	2
157	то что	5	2
158	как ее	2	2
159	во все	2	2
160	в пределах	4	2
161	они и	2	2
162	него не	3	2
163	в большинстве	2	2
164	в другое	2	2
165	для них	3	2
166	было бы	4	2
167	друг с	2	2
168	конечно не	6	2
169	может быть	18	2
170	вступают в	2	2
171	ведь он	2	2
172	в уста	3	2
173	с другом	2	2
174	даже в	6	2
175	нет и	3	2
176	один из	2	2
177	в каждом	4	2
178	все же	4	2
179	уже говорили	2	2
180	в целом	5	2
181	на него	2	2
182	и до	4	2
183	а именно	3	2
184	что эта	2	2
185	им в	4	2
186	в особенности	2	2
187	при этом	2	2
188	в истории	2	2
189	лишь в	2	2
190	и слово	6	2
191	и что	2	2
192	с точки	9	2
193	к нему	11	2
194	мы слышим	2	2
195	рядом с	3	2
196	сочетается с	4	2
197	жизнь и	3	2
198	конечно и	2	2
199	мы можем	4	2
200	она и	3	2
201	и т.д	3	2
202	большинстве случаев	2	2
203	в чем	2	2
204	которая не	2	2
205	это очень	2	2
206	нет ни	3	2
207	подчеркнуть что	3	2
