N	2gram	Bakhtin_Fr_4	Istorich
1	и в	29	25
2	что он	4	22
3	может быть	2	17
4	не только	10	13
5	но и	9	13
6	в его	8	12
7	и не	16	11
8	уже не	2	11
9	так как	7	11
10	все же	3	10
11	в этом	11	10
12	тем что	4	10
13	с другой	4	9
14	его в	9	9
15	и его	8	9
16	таким образом	20	9
17	связи с	2	8
18	том что	3	8
19	мы видим	3	8
20	еще не	4	8
21	другой стороны	3	8
22	все эти	9	8
23	и на	11	8
24	в частности	3	7
25	в качестве	3	7
26	во время	10	7
27	мы видели	7	7
28	а затем	3	7
29	как и	12	7
30	но это	4	7
31	то что	4	7
32	одной стороны	2	7
33	в нем	5	7
34	с одной	2	7
35	превращается в	3	7
36	представлений о	2	7
37	и здесь	3	7
38	только в	2	7
39	о том	2	7
40	в этих	2	6
41	это не	5	6
42	прежде всего	8	6
43	себя в	2	6
44	как в	2	6
45	не может	2	6
46	или в	2	6
47	в том	7	6
48	там где	3	6
49	что это	5	5
50	в образе	4	5
51	как мы	10	5
52	но не	2	5
53	мы увидим	2	5
54	в ней	3	5
55	так же	7	5
56	что у	3	4
57	в ее	3	4
58	в дальнейшем	3	4
59	мы уже	10	4
60	на этой	2	4
61	все это	4	4
62	то же	10	4
63	мы здесь	2	4
64	он не	3	4
65	и это	2	4
66	в которой	4	4
67	с ним	2	4
68	в другой	2	3
69	никогда не	2	3
70	и как	3	3
71	и все	13	3
72	в этой	13	3
73	в то	10	3
74	в себя	2	3
75	того чтобы	3	3
76	но эти	2	3
77	но оно	2	3
78	если в	2	3
79	и др	4	3
80	но мы	2	3
81	на этом	2	3
82	в особенности	2	3
83	для того	3	3
84	к нему	3	3
85	друг друга	2	3
86	его к	2	3
87	их в	2	3
88	и с	9	3
89	это же	2	3
90	они не	2	3
91	что здесь	3	3
92	перед нами	4	2
93	уже в	2	2
94	уже и	2	2
95	у него	5	2
96	связанные с	4	2
97	его и	2	2
98	на них	2	2
99	формы и	2	2
100	со своими	2	2
101	к этому	2	2
102	вовсе не	9	2
103	а как	2	2
104	в различных	2	2
105	и при	2	2
106	такой же	3	2
107	того же	5	2
108	после этого	2	2
109	животных и	3	2
110	и сам	3	2
111	жизни и	4	2
112	и мы	2	2
113	как бы	8	2
114	один из	4	2
115	в своей	5	2
116	со стороны	2	2
117	и для	2	2
118	и других	3	2
119	и они	3	2
120	того что	3	2
121	и по	5	2
122	в других	2	2
123	роль в	3	2
124	то в	3	2
125	связан с	4	2
126	сказать что	5	2
127	образом в	3	2
128	но он	6	2
129	точки зрения	4	2
130	из них	6	2
131	особенно в	3	2
132	и этим	2	2
133	о чем	2	2
134	мы можем	3	2
