N	2gram	Trubetskoy_1	Myshleni
1	в том	11	33
2	том что	7	27
3	точки зрения	13	26
4	то что	7	20
5	в этом	15	19
6	с точки	6	18
7	того что	3	17
8	и в	26	15
9	не только	10	15
10	что в	9	14
11	таким образом	22	14
12	что он	4	12
13	того чтобы	5	12
14	и т.д	6	12
15	в самом	4	11
16	в процессе	2	11
17	но и	9	10
18	для того	5	10
19	мы можем	2	10
20	в своем	3	9
21	может быть	10	9
22	не может	4	9
23	что мы	2	9
24	о том	6	9
25	связи с	9	9
26	так и	6	8
27	никогда не	5	8
28	не в	2	8
29	и что	4	8
30	если бы	3	8
31	к тому	6	7
32	одной стороны	7	7
33	с одной	7	7
34	и не	8	7
35	потому что	7	7
36	как бы	12	7
37	тот же	2	7
38	он не	4	7
39	во всяком	6	7
40	что это	3	6
41	в отношении	6	6
42	в этой	4	6
43	в виду	2	6
44	на то	2	6
45	мы видели	2	6
46	в связи	3	6
47	с другой	8	6
48	сказать что	2	6
49	мы должны	6	6
50	но в	7	6
51	и к	5	6
52	по своей	2	6
53	вместе с	15	6
54	на этот	4	6
55	всяком случае	6	6
56	к которому	2	6
57	уже в	2	5
58	представление о	6	5
59	и даже	3	5
60	сравнению с	2	5
61	тогда когда	2	5
62	по существу	2	5
63	все что	2	5
64	отношению к	3	5
65	по сравнению	2	5
66	приводит к	2	5
67	то же	4	5
68	связана с	2	4
69	прежде всего	2	4
70	из этих	10	4
71	что все	4	4
72	в пользу	2	4
73	несмотря на	6	4
74	все это	6	4
75	в них	2	4
76	поэтому что	2	4
77	что оно	4	4
78	не имеет	5	4
79	так же	5	4
80	а в	4	4
81	и с	10	4
82	в начале	2	4
83	так как	9	4
84	признать что	2	4
85	с его	2	4
86	к которым	2	4
87	для всех	2	4
88	к этому	3	4
89	все же	6	4
90	в качестве	3	4
91	а с	7	4
92	хотя бы	3	4
93	только в	4	4
94	в которой	3	4
95	в эту	2	4
96	том числе	5	3
97	только для	2	3
98	для этого	2	3
99	во время	4	3
100	что именно	2	3
101	числе и	4	3
102	для него	3	3
103	при этом	3	3
104	в общем	8	3
105	из них	7	3
106	и только	4	3
107	этом отношении	2	3
108	все эти	6	3
109	те же	2	3
110	в самой	2	3
111	лишь в	5	3
112	и по	4	3
113	гораздо менее	2	3
114	с другими	4	3
115	в которых	4	3
116	в результате	3	3
117	мы имеем	2	3
118	ничем не	4	3
119	и все	2	3
120	и особенно	2	3
121	состоит в	2	3
122	но не	8	3
123	того же	6	3
124	одной из	5	3
125	когда он	3	3
126	только что	2	3
127	а не	5	3
128	из которых	4	3
129	он в	2	3
130	и это	2	3
131	за собой	3	2
132	не могут	2	2
133	же как	3	2
134	в этих	4	2
135	с этой	3	2
136	на все	2	2
137	каждая из	3	2
138	или иной	2	2
139	можно сказать	3	2
140	и как	3	2
141	но все	7	2
142	с целью	2	2
143	случае не	3	2
144	друг с	5	2
145	той или	2	2
146	в котором	4	2
147	целый ряд	4	2
148	в других	3	2
149	но если	2	2
150	же самое	2	2
151	а также	2	2
152	больше чем	2	2
153	в одном	3	2
154	не могло	2	2
155	связь с	2	2
156	к его	2	2
157	именно в	2	2
158	из всех	3	2
159	представляет собой	3	2
160	и другой	2	2
161	и из	2	2
162	общего с	2	2
163	в его	5	2
164	что и	6	2
165	во всех	2	2
166	с ней	3	2
167	или менее	5	2
168	и тогда	4	2
169	и для	5	2
170	в течение	4	2
171	но с	3	2
172	в силу	5	2
173	тенденции к	2	2
174	у них	3	2
175	в себе	6	2
176	с другом	5	2
177	не потому	2	2
178	более или	5	2
