N	2gram	Bakhtin_Pr_1	VLabPisa
1	таким образом	12	27
2	в этом	22	26
3	и в	29	25
4	и т	4	24
5	не только	15	22
6	может быть	24	21
7	хотя бы	2	20
8	и не	31	19
9	художественного творчества	3	18
10	т е	21	17
11	не может	12	17
12	в его	24	15
13	в процессе	4	14
14	прежде всего	7	13
15	в том	8	13
16	этом отношении	3	13
17	все это	6	12
18	с другой	3	11
19	не могут	6	10
20	в художественном	3	10
21	что в	8	9
22	для него	18	9
23	и др	5	9
24	но и	14	9
25	то же	14	9
26	т п	3	9
27	все эти	9	8
28	в своем	8	8
29	другой стороны	3	8
30	могут быть	6	8
31	ни один	3	8
32	произведения в	2	7
33	же в	2	7
34	как и	12	7
35	том что	7	7
36	было бы	5	7
37	отношению к	8	7
38	по отношению	8	7
39	не было	4	7
40	произведения и	2	7
41	а не	22	7
42	у него	5	6
43	это не	9	6
44	в себе	7	6
45	это и	5	6
46	то что	15	6
47	в нем	19	6
48	в зависимости	5	6
49	так и	7	6
50	бы и	4	6
51	и его	14	6
52	их в	4	6
53	между тем	5	6
54	в то	10	6
55	в результате	4	5
56	тому что	3	5
57	же время	9	5
58	все же	9	5
59	зависимости от	5	5
60	в пределах	13	5
61	связи с	2	5
62	и есть	2	5
63	одним из	6	5
64	как бы	19	5
65	один из	2	5
66	в их	3	5
67	приводит к	3	5
68	сказать что	3	5
69	только в	10	5
70	не в	7	5
71	в плане	5	5
72	для его	3	4
73	в единстве	6	4
74	никогда не	3	4
75	перед нами	5	4
76	в одном	10	4
77	в целом	6	4
78	что он	8	4
79	с его	9	4
80	художественный образ	2	4
81	в романе	9	4
82	одна из	3	4
83	в своей	8	4
84	в самом	10	4
85	даже в	4	4
86	как раз	6	4
87	в них	3	4
88	замысла и	2	4
89	в этой	4	4
90	в противоположность	2	3
91	и к	2	3
92	всех этих	2	3
93	и ее	2	3
94	и как	7	3
95	и от	2	3
96	в конце	6	3
97	по существу	3	3
98	из его	2	3
99	в творчестве	5	3
100	но как	3	3
101	с этим	2	3
102	со своим	2	3
103	например в	3	3
104	у тургенева	2	3
105	далеко не	3	3
106	в котором	2	3
107	его в	6	3
108	что и	4	3
109	жизни и	2	3
110	него в	2	3
111	именно в	5	3
112	этот вопрос	2	3
113	так же	6	3
114	в которых	2	3
115	никак не	2	3
116	как на	3	3
117	точки зрения	19	3
118	данного произведения	2	3
119	она не	7	3
120	является не	2	3
121	бы в	3	3
122	на вопрос	2	2
123	разобраться в	2	2
124	вне его	2	2
125	он сам	3	2
126	в каждом	8	2
127	мира и	7	2
128	отличается от	3	2
129	его художественного	3	2
130	в жизни	2	2
131	своих героев	2	2
132	вовсе не	7	2
133	а как	7	2
134	по себе	8	2
135	от них	2	2
136	до сих	2	2
137	и потому	6	2
138	но не	9	2
139	художественную форму	2	2
140	не об	2	2
141	еще не	5	2
142	он и	5	2
143	о своем	3	2
144	если бы	9	2
145	в ней	2	2
146	что она	6	2
147	конце концов	5	2
148	и даже	2	2
149	всяком случае	3	2
150	ни одного	2	2
151	идеи в	9	2
152	он может	3	2
153	только то	3	2
154	сих пор	2	2
155	от того	4	2
156	во всей	2	2
157	ее как	3	2
158	от характера	3	2
159	а в	7	2
160	что оно	2	2
161	но с	3	2
162	достоевского и	7	2
163	человека в	4	2
164	из которых	2	2
165	между ними	2	2
166	и для	4	2
167	к этим	2	2
168	можно было	2	2
169	с другими	7	2
170	тому как	3	2
171	в своих	3	2
172	или наконец	4	2
173	во всяком	5	2
174	не о	2	2
175	он в	3	2
176	он не	5	2
177	подобно тому	3	2
178	они не	4	2
179	как например	2	2
180	самый факт	2	2
181	в которой	2	2
182	нет ни	2	2
183	в сознании	2	2
184	но в	7	2
