N	3gram	Vinokur_Vv_1	Problema
1	тем не менее	8	18
2	и т д	37	10
3	то же самое	2	9
4	в данном случае	4	8
5	и тем не	3	8
6	для того чтобы	21	8
7	в этом смысле	10	6
8	о том что	12	5
9	в том что	12	5
10	в то же	5	4
11	точно так же	2	4
12	в конце концов	2	4
13	сама по себе	3	4
14	в связи с	2	4
15	по этому поводу	2	3
16	дело в том	2	3
17	что же касается	2	3
18	с точки зрения	2	3
19	до сих пор	5	3
20	можно сказать что	3	3
21	с другой стороны	5	3
22	может быть и	2	3
23	что в нем	2	3
24	во всяком случае	3	3
25	и того же	2	2
26	именно в этом	3	2
27	можно было бы	3	2
28	по крайней мере	4	2
29	а также и	2	2
30	в самом деле	5	2
31	и в этом	3	2
32	что иное как	4	2
33	что может быть	3	2
34	не говоря уже	2	2
35	на том что	2	2
36	одного и того	2	2
37	в этом случае	6	2
38	в этих случаях	2	2
39	есть не что	2	2
40	и в самом	3	2
41	не что иное	4	2
42	с тем что	3	2
43	не может быть	8	2
44	и то что	2	2
45	тех или иных	3	2
46	так или иначе	4	2
