N	2gram	Propp_Isto_3	NovoeSre
1	а не	6	17
2	не может	4	16
3	и в	22	16
4	и не	12	11
5	и есть	2	10
6	что в	15	9
7	жизни и	2	8
8	он не	5	8
9	в том	9	8
10	как и	3	7
11	в этом	17	7
12	может быть	11	7
13	никогда не	3	6
14	не в	4	6
15	но это	3	6
16	ни в	2	6
17	в нем	9	5
18	в жизни	2	5
19	и к	3	5
20	в ней	2	5
21	не только	14	5
22	не менее	5	4
23	то что	7	4
24	в них	6	4
25	это не	6	4
26	и все	3	4
27	не было	2	4
28	не имеет	2	4
29	и для	2	4
30	потому что	3	4
31	прежде всего	3	4
32	о том	3	4
33	и потому	2	4
34	к жизни	2	3
35	но и	12	3
36	с другой	7	3
37	вопрос о	2	3
38	перейти к	2	3
39	и пр	11	3
40	к тому	3	3
41	с тем	2	3
42	как в	2	3
43	она не	4	3
44	еще не	10	3
45	сказать что	3	3
46	я не	3	2
47	все время	2	2
48	у него	3	2
49	вместе с	9	2
50	но она	2	2
51	так и	2	2
52	что она	5	2
53	другой стороны	7	2
54	и от	3	2
55	и было	2	2
56	а в	6	2
57	к более	2	2
58	с одной	2	2
59	все эти	4	2
60	уже не	7	2
61	такой же	2	2
62	роль в	2	2
63	одной стороны	2	2
64	и даже	2	2
65	но не	7	2
66	вот почему	2	2
67	так же	3	2
68	время как	2	2
69	том что	8	2
70	связана с	3	2
71	в русском	2	2
72	же как	2	2
73	одна из	2	2
74	и с	4	2
75	и что	2	2
76	могут быть	5	2
77	с этим	8	2
78	равно как	3	2
79	и на	4	2
80	ли это	2	2
81	в то	2	2
82	не могла	2	2
83	как будто	2	2
84	и это	2	2
85	не имеют	2	2
86	как это	4	2
87	хотя и	2	2
88	должно было	2	2
89	но в	10	2
