N	2gram	Voloshinov_1	Formalny
1	и в	19	38
2	в этом	16	27
3	может быть	26	23
4	и пр	12	21
5	и его	19	21
6	таким образом	17	20
7	и не	26	20
8	в самом	10	16
9	прежде всего	13	15
10	не в	5	15
11	не может	24	14
12	в нем	10	13
13	но и	8	13
14	связи с	11	13
15	языка и	13	12
16	в пределах	6	12
17	языка как	17	11
18	в том	6	11
19	вовсе не	5	11
20	в его	6	10
21	в связи	7	10
22	с помощью	6	10
23	с другими	3	10
24	и с	2	9
25	как и	12	9
26	при этом	8	9
27	в процессе	14	9
28	не только	8	9
29	на почве	6	9
30	языка в	14	9
31	отнюдь не	6	8
32	язык как	7	8
33	что и	2	8
34	все же	8	8
35	так и	11	8
36	самом деле	10	8
37	тем что	2	8
38	точки зрения	34	8
39	что в	4	7
40	не могут	3	7
41	по себе	4	7
42	для него	9	7
43	во втором	2	7
44	слова и	3	7
45	в своей	3	7
46	в корне	3	7
47	язык и	2	7
48	этом отношении	3	7
49	как мы	13	7
50	лишь в	9	7
51	с точки	20	7
52	в первом	3	7
53	не было	3	6
54	в результате	9	6
55	то что	8	6
56	в истории	3	6
57	и ее	3	6
58	в ней	4	6
59	речевого общения	3	6
60	было бы	4	6
61	то же	7	6
62	все эти	7	6
63	а не	7	6
64	как раз	2	6
65	в языке	4	6
66	могут быть	2	6
67	он не	3	6
68	только в	9	6
69	а в	4	6
70	хотя бы	5	6
71	ни о	2	5
72	должна быть	2	5
73	если бы	2	5
74	что он	2	5
75	именно в	5	5
76	это и	3	5
77	же время	3	5
78	в слове	10	5
79	по преимуществу	5	5
80	во всех	7	5
81	если мы	11	5
82	что же	4	5
83	и речи	2	5
84	с этим	4	5
85	и только	2	5
86	и для	11	5
87	сводится к	3	5
88	более того	3	5
89	говорит он	2	5
90	в основе	2	5
91	в то	3	5
92	бы в	2	5
93	во всяком	5	5
94	всяком случае	2	5
95	языка а	3	5
96	независимо от	2	4
97	не столько	4	4
98	не как	2	4
99	к этому	5	4
100	к тому	2	4
101	в дальнейшем	3	4
102	в большинстве	3	4
103	все остальное	2	4
104	совершенно не	3	4
105	в сущности	3	4
106	социального общения	12	4
107	дело идет	4	4
108	как бы	15	4
109	и к	3	4
110	в высшей	3	4
111	из них	3	4
112	лишь для	3	4
113	как в	4	4
114	другой стороны	6	4
115	входит в	5	4
116	пр и	2	4
117	что не	2	4
118	и даже	2	4
119	о языке	8	4
120	высшей степени	3	4
121	одним словом	2	4
122	там где	2	4
123	от нее	2	4
124	ничего не	6	4
125	так как	2	4
126	но в	7	4
127	одного из	3	3
128	же как	2	3
129	для них	2	3
130	место в	3	3
131	и др	2	3
132	в какой	3	3
133	с другой	5	3
134	из этих	2	3
135	а как	3	3
136	мы знаем	5	3
137	и здесь	6	3
138	не приходится	2	3
139	основных понятий	2	3
140	и как	3	3
141	но все	3	3
142	зависимости от	2	3
143	как ее	5	3
144	без всякой	2	3
145	но именно	3	3
146	слово является	2	3
147	однако не	2	3
148	не является	4	3
149	следует что	3	3
150	не есть	3	3
151	жизни и	2	3
152	и их	2	3
153	быть и	3	3
154	общения в	3	3
155	только на	4	3
156	все это	3	3
157	и прежде	2	3
158	на самом	3	3
159	большинстве случаев	3	3
160	именно на	2	3
161	того что	3	3
162	того чтобы	5	3
163	для того	4	3
164	между этими	2	3
165	менее всего	2	3
166	мы не	6	3
167	или в	2	3
168	и на	4	3
169	речи и	3	3
170	чем же	4	3
171	как к	2	3
172	и все	5	3
173	его в	3	3
174	так сказать	6	3
175	в области	3	3
176	от этого	2	3
177	со всею	2	2
178	между двумя	3	2
179	самого начала	4	2
180	и более	2	2
181	подойти к	2	2
182	никогда не	2	2
183	имеет значение	2	2
184	в качестве	2	2
185	тому что	2	2
186	отвлечение от	2	2
187	установкой на	2	2
188	в одной	2	2
189	язык в	4	2
190	слово как	4	2
191	в конце	5	2
192	не просто	2	2
193	между ними	4	2
194	первый план	2	2
195	с системой	2	2
196	именно здесь	2	2
197	языка все	2	2
198	в ее	7	2
199	до конца	5	2
200	языковой системы	3	2
201	с самого	4	2
202	том что	3	2
203	то в	2	2
204	для всего	3	2
205	является не	6	2
206	от него	2	2
207	системы языка	3	2
208	кроме того	6	2
209	она не	2	2
210	общения и	5	2
211	в целях	3	2
212	на первый	2	2
213	к другому	3	2
214	и иные	2	2
215	в единстве	2	2
216	на язык	3	2
217	без исключения	8	2
218	совпадает с	2	2
219	же и	2	2
220	все без	3	2
221	конце концов	3	2
222	слова как	7	2
223	в котором	3	2
224	лучше всего	2	2
225	этом смысле	2	2
226	не будет	4	2
227	в понимании	2	2
228	ни в	2	2
229	в систему	3	2
230	как она	2	2
231	по аналогии	2	2
232	то ни	8	2
233	точке зрения	2	2
234	и других	2	2
235	и всякое	2	2
236	не имеет	3	2
237	должно быть	2	2
238	и иных	2	2
239	все остальные	2	2
240	это положение	2	2
241	отличие от	5	2
242	есть лишь	2	2
243	в таком	2	2
244	этот вопрос	5	2
245	формы и	3	2
246	от одного	3	2
247	языка не	2	2
248	сказать что	4	2
249	между тем	3	2
250	является в	3	2
251	и от	3	2
252	в отличие	5	2
253	к его	2	2
254	языку как	5	2
255	в рамки	4	2
256	науки о	4	2
257	речевых выступлений	2	2
258	и это	3	2
259	же является	4	2
260	из этого	2	2
261	этими двумя	2	2
262	в чем	2	2
263	в которой	3	2
264	слово в	3	2
265	в виду	2	2
266	из него	2	2
