N	2gram	Vygotskiy__3	Hudozhes
1	в мире	2	23
2	в качестве	12	19
3	состоит в	3	16
4	и не	10	16
5	в том	23	15
6	и в	25	15
7	не только	6	15
8	в частности	4	13
9	может быть	13	13
10	при этом	5	12
11	а в	4	12
12	и его	2	12
13	но не	6	11
14	в этом	14	11
15	в себе	2	11
16	представляет собой	6	10
17	как бы	10	10
18	отношению к	2	10
19	но и	4	10
20	так и	5	10
21	по отношению	3	10
22	то же	2	10
23	такого рода	2	9
24	в его	15	9
25	точки зрения	6	9
26	с другой	6	7
27	или иной	3	7
28	в отличие	6	7
29	внутренней речи	19	7
30	в то	4	7
31	отличие от	6	7
32	в основе	16	6
33	с его	2	6
34	что в	17	6
35	том что	20	6
36	не в	6	6
37	приводит к	4	6
38	не может	6	6
39	по своей	7	6
40	могут быть	5	5
41	а также	2	5
42	ни в	9	5
43	только в	10	5
44	тем самым	2	5
45	в самом	3	5
46	того что	10	5
47	той или	2	5
48	в нем	2	5
49	с ее	5	5
50	то что	15	5
51	и одновременно	2	5
52	между ними	3	5
53	или менее	3	5
54	другой стороны	3	5
55	уже не	2	5
56	место в	2	4
57	в этих	2	4
58	не столько	4	4
59	прежде всего	4	4
60	к тому	4	4
61	и как	5	4
62	для него	5	4
63	еще не	4	4
64	хотя и	2	4
65	он не	4	4
66	в своей	2	4
67	входит в	5	4
68	по пути	4	4
69	и то	2	4
70	сказать что	4	4
71	между тем	3	4
72	речи и	8	4
73	мы имеем	4	4
74	и т.д	5	4
75	как это	7	4
76	к которому	3	4
77	не менее	6	3
78	если бы	5	3
79	однако в	2	3
80	в отношении	6	3
81	одного и	4	3
82	этом смысле	2	3
83	говорит и	2	3
84	как уже	6	3
85	или иного	2	3
86	что он	6	3
87	и к	5	3
88	тем не	5	3
89	и того	4	3
90	по своему	11	3
91	того же	6	3
92	в свою	3	3
93	мог бы	4	3
94	к области	2	3
95	имеет место	3	3
96	иначе говоря	2	3
97	того или	2	3
98	в роли	2	3
99	не будет	2	3
100	как говорит	5	3
101	в целом	13	3
102	таким образом	17	3
103	как и	15	3
104	и что	10	3
105	и для	2	3
106	в таком	2	3
107	их в	3	3
108	потому что	6	3
109	его в	3	3
110	в области	7	3
111	на деле	3	3
112	слова в	2	2
113	на этом	3	2
114	но на	3	2
115	тому что	2	2
116	в своем	4	2
117	в них	2	2
118	и особенно	2	2
119	не как	3	2
120	в одном	2	2
121	человека и	5	2
122	по себе	7	2
123	об этом	2	2
124	одна из	2	2
125	что каждый	2	2
126	свою очередь	2	2
127	слова не	2	2
128	имеем дело	2	2
129	с их	2	2
130	одной стороны	5	2
131	и сам	3	2
132	совпадает с	6	2
133	и потому	2	2
134	к жизни	2	2
135	не является	8	2
136	оно не	2	2
137	как в	9	2
138	вытекает из	2	2
139	другого в	2	2
140	а с	3	2
141	с одной	5	2
142	именно в	5	2
143	все эти	7	2
144	задолго до	2	2
145	в себя	3	2
146	того чтобы	8	2
147	для того	7	2
148	из которых	5	2
149	и по	5	2
150	или в	2	2
151	к другому	2	2
152	так же	17	2
153	с ним	4	2
154	от всех	2	2
155	или иначе	2	2
156	с другими	2	2
157	и на	6	2
158	в силу	6	2
159	между двумя	2	2
160	но как	3	2
161	в этой	5	2
162	для возникновения	3	2
163	о том	5	2
164	и это	4	2
165	в чем	2	2
