N	2gram	Vinokur_St_3	Analitik
1	не только	12	22
2	и в	25	18
3	как и	4	14
4	так и	5	14
5	в этом	24	14
6	но и	9	13
7	и его	3	13
8	том что	15	12
9	в качестве	4	12
10	и не	10	12
11	а в	6	10
12	как бы	6	10
13	то есть	2	10
14	может быть	19	9
15	со стороны	3	9
16	что в	19	9
17	а не	5	9
18	в том	20	9
19	с его	3	8
20	своего рода	3	8
21	с другой	5	7
22	но не	2	7
23	в его	12	7
24	в русской	6	7
25	как раз	3	7
26	к тому	2	6
27	не в	6	6
28	в начале	4	6
29	для него	3	6
30	еще не	2	6
31	в этой	14	6
32	он не	5	6
33	в их	3	6
34	о том	8	6
35	никогда не	2	5
36	не является	3	5
37	в конце	6	5
38	прежде всего	10	5
39	в свою	2	5
40	или иной	2	5
41	того же	2	5
42	такого рода	5	5
43	в самом	2	5
44	другой стороны	5	5
45	в сущности	2	5
46	а а	6	5
47	лишь в	4	5
48	уже не	3	5
49	той же	2	5
50	в результате	2	5
51	между тем	6	5
52	мы имеем	5	5
53	не менее	2	4
54	по крайней	4	4
55	состоит в	4	4
56	что он	19	4
57	можно сказать	4	4
58	и к	4	4
59	во втором	2	4
60	крайней мере	4	4
61	все же	4	4
62	внимание на	2	4
63	таким образом	10	4
64	и на	6	4
65	что по	3	4
66	уже в	3	3
67	в рамках	2	3
68	в каждом	4	3
69	не столько	2	3
70	из этих	6	3
71	у пушкина	22	3
72	говорит и	2	3
73	к этому	3	3
74	самого пушкина	8	3
75	его как	3	3
76	что они	2	3
77	было бы	7	3
78	же время	3	3
79	если в	2	3
80	с ее	2	3
81	в целом	4	3
82	дело не	2	3
83	как в	6	3
84	все это	8	3
85	то же	5	3
86	не было	4	3
87	этом отношении	4	3
88	в году	5	3
89	что не	2	3
90	его не	2	3
91	мы не	2	3
92	ничего не	4	3
93	с этим	7	3
94	точки зрения	7	3
95	что касается	7	3
96	он и	2	3
97	но как	2	3
98	говорить о	3	3
99	в то	7	3
100	ответ на	5	3
101	в особенности	4	3
102	я и	3	3
103	могут быть	2	2
104	все эти	3	2
105	все они	3	2
106	в них	5	2
107	это не	7	2
108	но они	2	2
109	не как	2	2
110	в жизни	4	2
111	пушкина и	6	2
112	и ее	2	2
113	произведения и	2	2
114	несмотря на	3	2
115	о которых	3	2
116	тем не	2	2
117	то в	4	2
118	одна из	2	2
119	с тем	4	2
120	с не	2	2
121	пушкина что	4	2
122	одной стороны	3	2
123	в общем	4	2
124	например в	4	2
125	на его	4	2
126	в ней	4	2
127	об этом	5	2
128	а также	4	2
129	всяком случае	4	2
130	гораздо более	2	2
131	один из	2	2
132	то что	12	2
133	или из	3	2
134	во всех	2	2
135	вместе с	2	2
136	для пушкина	13	2
137	связь с	4	2
138	в форме	2	2
139	не может	7	2
140	с одной	2	2
141	о которой	2	2
142	самом деле	2	2
143	не мог	2	2
144	с точки	4	2
145	и по	2	2
146	и для	4	2
147	русской поэзии	2	2
148	сказать что	4	2
149	во всяком	4	2
150	тем что	19	2
151	что пушкин	11	2
152	и здесь	3	2
153	что мы	3	2
154	только в	6	2
155	этого слова	2	2
156	так сказать	2	2
157	но в	5	2
158	в новом	2	2
159	произведения как	2	2
