N	2gram	Vygotskiy__4	Problemy
1	и в	33	46
2	то есть	13	40
3	и не	13	27
4	может быть	22	23
5	как бы	25	19
6	не может	10	19
7	в нем	7	17
8	в этом	28	16
9	не только	7	14
10	перед нами	6	12
11	но и	3	12
12	как и	5	12
13	как мы	4	12
14	и на	5	11
15	точки зрения	6	11
16	в одном	3	11
17	а не	6	11
18	не в	2	10
19	в пределах	3	10
20	прежде всего	2	9
21	в том	21	9
22	в самом	12	9
23	и все	12	9
24	вовсе не	5	9
25	и к	2	9
26	в его	10	9
27	с точки	4	9
28	до сих	3	8
29	конечно не	3	8
30	сих пор	3	8
31	и с	2	7
32	по себе	9	7
33	в сущности	6	7
34	как раз	9	7
35	в себе	6	7
36	слова и	4	7
37	никогда не	5	6
38	ни в	3	6
39	о нем	4	6
40	слово в	2	6
41	но в	2	6
42	что он	20	6
43	мы увидим	2	6
44	то же	9	6
45	все это	13	6
46	и он	3	6
47	и его	5	6
48	только в	4	6
49	это не	6	5
50	же время	2	5
51	при этом	2	5
52	друг с	4	5
53	в котором	2	5
54	нам кажется	2	5
55	жизни и	4	5
56	в самой	6	5
57	в то	3	5
58	так как	12	5
59	в жизни	4	5
60	с его	2	5
61	у него	6	5
62	о том	20	5
63	во всех	2	5
64	если мы	12	5
65	с другом	4	5
66	уже в	2	4
67	что в	21	4
68	можно сказать	2	4
69	да и	3	4
70	до конца	7	4
71	например в	3	4
72	в виду	2	4
73	в словах	2	4
74	в их	2	4
75	таким образом	13	4
76	все эти	6	4
77	и других	4	4
78	и наконец	2	4
79	должно быть	3	4
80	потому что	24	4
81	и здесь	3	4
82	во всем	2	4
83	мы не	5	4
84	мы можем	5	4
85	как в	3	4
86	том что	22	4
87	но не	3	4
88	совершенно не	4	4
89	он не	11	4
90	все же	5	4
91	то что	44	4
92	так и	3	4
93	самом деле	12	4
94	героя и	2	4
95	с другой	2	3
96	из этих	2	3
97	на то	10	3
98	в мире	3	3
99	такой же	2	3
100	в своем	7	3
101	на этом	3	3
102	но если	3	3
103	себе и	2	3
104	то это	3	3
105	и для	3	3
106	и до	3	3
107	другой стороны	2	3
108	так же	13	3
109	и только	7	3
110	также и	2	3
111	но он	6	3
112	в конце	8	3
113	как он	5	3
114	их в	3	3
115	мы имеем	2	3
116	на самой	2	3
117	если бы	10	3
118	с ее	3	3
119	по существу	2	3
120	даны в	4	3
121	так чтобы	2	3
122	и что	25	3
123	она не	3	3
124	было бы	12	3
125	кажется что	2	3
126	мы уже	5	3
127	в своей	4	3
128	и о	4	3
129	никак не	6	3
130	что и	3	3
131	себя в	4	3
132	на него	4	3
133	в той	3	3
134	той же	4	3
135	почти всегда	2	3
136	жизнь и	4	3
137	слова как	3	3
138	сам по	2	3
139	между двумя	2	3
140	тем что	3	3
141	в этой	9	3
142	далеко не	3	3
143	и это	5	3
144	сама по	3	2
145	для этого	8	2
146	в одной	2	2
147	на все	2	2
148	вопрос о	2	2
149	для понимания	2	2
150	к тому	12	2
151	оно является	2	2
152	все время	24	2
153	для нас	7	2
154	без всякого	2	2
155	мы будем	5	2
156	так что	7	2
157	и как	5	2
158	но все	2	2
159	есть конечно	2	2
160	пути и	3	2
161	же как	3	2
162	времени и	2	2
163	и является	2	2
164	вот как	3	2
165	целый ряд	5	2
166	не было	3	2
167	те же	2	2
168	но вся	2	2
169	а в	4	2
170	увидим что	3	2
171	в которых	3	2
172	и совершенно	5	2
173	в результате	2	2
174	сказать что	13	2
175	и так	4	2
176	материал и	2	2
177	именно как	2	2
178	в руках	2	2
179	что мы	6	2
180	в художественном	2	2
181	с ним	5	2
182	могло бы	3	2
183	а как	2	2
184	но автор	2	2
185	с этим	5	2
186	о которых	2	2
187	раз в	7	2
188	у нас	4	2
189	одна из	4	2
190	указывает на	3	2
191	здесь в	3	2
192	почему же	2	2
193	которую он	2	2
194	об этом	4	2
195	этого слова	3	2
196	сами по	3	2
197	когда он	7	2
198	вместе с	8	2
199	бы и	2	2
200	тему о	2	2
201	к самому	2	2
202	бы не	2	2
203	на этот	3	2
204	хотя бы	2	2
205	никому не	2	2
206	слов в	2	2
207	можно было	4	2
208	ничего не	2	2
209	этот вопрос	4	2
210	в рассказе	8	2
211	во всяком	3	2
212	от этого	3	2
213	автор не	2	2
