N	2gram	Bakhtin_Pr_3	Formalny
1	т е	12	34
2	и в	34	24
3	в его	22	23
4	прежде всего	15	22
5	и не	29	20
6	так и	6	18
7	не может	19	16
8	точки зрения	8	16
9	в этом	16	15
10	в нем	19	14
11	может быть	19	14
12	с точки	4	13
13	таким образом	5	13
14	и т	8	12
15	в своем	2	11
16	не менее	3	11
17	как и	18	11
18	должно быть	3	11
19	в своей	3	11
20	вовсе не	11	10
21	и ее	2	10
22	то же	14	10
23	в ней	3	10
24	а не	9	10
25	и его	16	10
26	и потому	2	9
27	все это	16	9
28	в то	12	9
29	его целом	2	8
30	в ее	3	8
31	же время	12	8
32	то что	11	8
33	как в	4	8
34	т д	2	8
35	лишь в	5	8
36	и на	6	8
37	не в	9	8
38	и с	15	8
39	и от	5	7
40	до конца	3	7
41	не только	10	7
42	с ее	3	7
43	жизни и	3	7
44	но и	12	7
45	на самом	11	7
46	отнюдь не	2	6
47	и все	19	6
48	было бы	2	6
49	в том	3	6
50	самом деле	13	6
51	в пределах	6	6
52	еще не	4	6
53	как бы	27	6
54	в целом	5	6
55	входит в	2	6
56	а в	5	6
57	все эти	4	6
58	хотя бы	5	5
59	по себе	3	5
60	при этом	4	5
61	только на	4	5
62	со всею	2	5
63	во всех	2	5
64	в самом	8	5
65	как мы	7	5
66	того что	5	5
67	с другой	4	5
68	но в	16	5
69	мы увидим	2	4
70	с его	6	4
71	никогда не	8	4
72	не как	3	4
73	с другими	4	4
74	и к	12	4
75	в мире	4	4
76	для этого	3	4
77	если бы	4	4
78	конечно не	2	4
79	всяком случае	5	4
80	отношению к	6	4
81	быть и	2	4
82	так же	8	4
83	по отношению	5	4
84	т п	6	4
85	что в	7	4
86	друг друга	2	4
87	как на	2	4
88	в которой	2	4
89	с этой	2	4
90	во всяком	5	4
91	но не	4	3
92	в отношении	9	3
93	всех этих	2	3
94	в них	2	3
95	то ни	4	3
96	он должен	2	3
97	в жизни	2	3
98	бы то	4	3
99	что он	23	3
100	смысле этого	2	3
101	к тому	5	3
102	для него	13	3
103	это и	2	3
104	и как	3	3
105	но это	4	3
106	громадное значение	2	3
107	в большинстве	2	3
108	в каждом	3	3
109	со всеми	2	3
110	в общем	4	3
111	дело идет	5	3
112	но для	3	3
113	не о	4	3
114	он не	15	3
115	оно должно	2	3
116	один из	2	3
117	все же	7	3
118	отношение к	6	3
119	когда он	2	3
120	отличается от	2	3
121	особенно в	2	3
122	не было	2	3
123	не для	2	3
124	сводится к	3	3
125	и наконец	5	3
126	и даже	7	3
127	его в	4	3
128	наконец в	3	3
129	со всем	2	3
130	жизнь и	2	3
131	более того	2	3
132	как она	2	3
133	в себе	6	3
134	как к	4	3
135	этого слова	7	3
136	так сказать	2	3
137	бы в	3	3
138	говорит он	3	3
139	под влиянием	3	2
140	того или	2	2
141	а как	2	2
142	сама по	2	2
143	нисколько не	2	2
144	вступает в	2	2
145	в душе	2	2
146	с тем	5	2
147	в другой	2	2
148	его и	3	2
149	и со	2	2
150	а вовсе	2	2
151	его с	4	2
152	это не	5	2
153	с этим	2	2
154	в одном	5	2
155	и стилей	2	2
156	вопрос о	2	2
157	на всю	2	2
158	о мире	8	2
159	все время	5	2
160	ни было	4	2
161	ни в	4	2
162	уже не	2	2
163	мы видели	3	2
164	войти в	2	2
165	но все	5	2
166	и лишь	2	2
167	только в	6	2
168	и если	2	2
169	вполне понятно	2	2
170	к другим	2	2
171	к ней	2	2
172	как раз	4	2
173	в него	3	2
174	за пределы	2	2
175	еще в	3	2
176	нет и	3	2
177	не с	2	2
178	что и	5	2
179	на него	7	2
180	вместе с	4	2
181	он в	4	2
182	всем этим	2	2
183	всего этого	2	2
184	и вот	5	2
185	и что	5	2
186	может войти	2	2
187	раз и	3	2
188	ни одного	5	2
189	как такового	3	2
190	мире а	2	2
191	для других	3	2
192	между тем	3	2
193	даже и	4	2
194	на его	4	2
195	к которому	2	2
196	отношении к	7	2
197	ничего не	4	2
198	и это	4	2
199	во всем	3	2
200	на нее	2	2
201	большинстве случаев	3	2
202	с ним	8	2
203	и должно	2	2
204	что такое	2	2
