N	2gram	Voloshinov_1	Istorich
1	и в	13	24
2	не только	6	21
3	может быть	8	14
4	не может	8	14
5	что в	3	13
6	как в	2	12
7	в этом	2	12
8	но и	3	11
9	том что	2	10
10	а в	2	10
11	мы видим	2	10
12	с другой	2	9
13	не в	3	9
14	все же	5	9
15	все это	4	8
16	другой стороны	2	8
17	то же	4	8
18	а не	2	8
19	так как	3	8
20	в том	2	7
21	то что	6	7
22	таким образом	6	7
23	тем что	2	6
24	с этой	2	6
25	как и	3	6
26	так же	2	6
27	в нем	2	6
28	и все	3	6
29	только в	6	6
30	не менее	2	5
31	в тех	2	5
32	одной стороны	2	5
33	так и	3	5
34	с одной	2	5
35	здесь мы	3	5
36	в чем	2	5
37	героя и	2	5
38	там где	2	5
39	но в	4	5
40	никогда не	3	4
41	вовсе не	2	4
42	при этом	2	4
43	мы уже	2	4
44	своего рода	2	4
45	как бы	6	4
46	в их	3	4
47	и не	8	4
48	не имеет	2	4
49	мы не	4	4
50	точки зрения	7	4
51	в данном	2	4
52	мы должны	6	4
53	мы можем	4	4
54	уже в	2	3
55	не столько	3	3
56	в них	2	3
57	превращается в	3	3
58	что они	2	3
59	кажется что	2	3
60	ее в	2	3
61	данном случае	2	3
62	и наконец	5	3
63	и его	12	3
64	думать что	2	2
65	прежде всего	9	2
66	и ее	2	2
67	в целях	2	2
68	в ее	3	2
69	в руках	2	2
70	связанные с	2	2
71	тот же	2	2
72	было бы	4	2
73	в действительности	2	2
74	в самом	2	2
75	и эта	5	2
76	но для	3	2
77	и др	2	2
78	и тем	2	2
79	от всех	2	2
80	в связи	2	2
81	в которой	3	2
82	с этим	3	2
83	во всем	2	2
84	его на	2	2
85	все эти	2	2
86	в ряд	2	2
