N	2gram	Bakhtin_Pr_1	Istorich
1	и в	23	24
2	что он	10	21
3	не только	13	21
4	может быть	21	14
5	не может	11	14
6	в этих	2	13
7	что в	8	13
8	что герой	2	12
9	как в	6	12
10	в этом	25	12
11	и здесь	3	12
12	но и	11	11
13	это не	10	10
14	у него	6	10
15	том что	9	10
16	а в	7	10
17	мы видим	3	10
18	и другие	2	9
19	с другой	2	9
20	не в	6	9
21	все же	5	9
22	о том	2	9
23	потому что	12	9
24	еще не	5	8
25	что и	5	8
26	все это	7	8
27	другой стороны	2	8
28	то же	10	8
29	а не	20	8
30	так как	7	8
31	один из	2	7
32	в том	11	7
33	одна из	2	7
34	во всех	5	7
35	то что	18	7
36	вместе с	2	7
37	к нему	3	7
38	таким образом	11	7
39	тем что	3	6
40	всех этих	3	6
41	для нас	3	6
42	как и	8	6
43	так же	6	6
44	но не	8	6
45	в нем	20	6
46	он не	4	6
47	и все	3	6
48	того что	2	6
49	только в	8	6
50	как он	2	6
51	так и	10	5
52	что она	2	5
53	здесь мы	2	5
54	с ним	6	5
55	ничего не	6	5
56	героя и	5	5
57	там где	6	5
58	но в	4	5
59	на вопрос	2	4
60	никогда не	5	4
61	вовсе не	8	4
62	он может	3	4
63	по существу	4	4
64	но все	4	4
65	при этом	3	4
66	мы уже	2	4
67	со своим	3	4
68	как бы	28	4
69	ли он	2	4
70	в их	3	4
71	то и	2	4
72	и не	34	4
73	мы не	2	4
74	точки зрения	21	4
75	в данном	2	4
76	мы должны	2	4
77	уже в	5	3
78	с его	6	3
79	не столько	3	3
80	в другой	3	3
81	из одного	4	3
82	в них	3	3
83	а его	3	3
84	но они	4	3
85	вопрос о	4	3
86	кроме того	3	3
87	кажется что	3	3
88	например в	3	3
89	эта форма	2	3
90	себе и	3	3
91	его в	4	3
92	сих пор	2	3
93	данном случае	2	3
94	по своим	2	3
95	в свете	3	3
96	как мы	5	3
97	и наконец	5	3
98	и даже	3	3
99	и по	2	3
100	и его	13	3
101	но это	5	3
102	к себе	2	3
103	из этих	2	3
104	в конце	5	3
105	и этим	2	3
106	перед нами	4	2
107	сам он	3	2
108	по этому	2	2
109	тому что	2	2
110	или даже	2	2
111	же что	2	2
112	к этому	2	2
113	прежде всего	7	2
114	не могут	6	2
115	в литературе	3	2
116	в то	10	2
117	все в	6	2
118	ни в	3	2
119	для героя	2	2
120	ее он	2	2
121	из всего	2	2
122	отсюда же	2	2
123	героя его	2	2
124	то время	2	2
125	в форме	6	2
126	она не	5	2
127	тот же	2	2
128	было бы	6	2
129	на его	2	2
130	в самом	8	2
131	он говорит	2	2
132	и о	3	2
133	но для	2	2
134	в основном	2	2
135	что из	2	2
136	в котором	2	2
137	на себя	3	2
138	и тем	2	2
139	ее как	2	2
140	на него	2	2
141	со стороны	2	2
142	но конечно	2	2
143	отличается от	2	2
144	точно так	2	2
145	уже не	8	2
146	но эта	4	2
147	в чужую	2	2
148	и у	4	2
149	на этот	2	2
150	в которой	4	2
151	друг друга	3	2
152	героя а	4	2
153	не его	3	2
154	сказать что	5	2
155	в основе	5	2
156	из них	2	2
157	в одной	4	2
158	он в	2	2
159	но он	2	2
160	и на	10	2
161	они не	3	2
162	этот вопрос	2	2
163	в один	2	2
164	его на	2	2
165	все эти	8	2
166	и это	5	2
167	до сих	2	2
