N	2gram	Propp_Morf_1	Istorich
1	в сказке	15	44
2	и в	13	28
3	может быть	52	25
4	и т	41	25
5	т д	39	22
6	не может	14	15
7	а не	11	15
8	для нас	2	13
9	мы должны	3	13
10	мы имеем	9	13
11	что в	8	12
12	то же	7	12
13	не только	4	12
14	мы видим	13	11
15	только в	2	11
16	что сказка	3	10
17	что он	4	10
18	все же	7	10
19	волшебной сказки	2	10
20	мы увидим	8	10
21	прежде всего	9	10
22	но и	4	10
23	т е	21	10
24	мы не	8	10
25	и что	2	10
26	видим что	10	9
27	в том	6	9
28	о том	2	9
29	то что	8	9
30	и не	12	9
31	не в	3	9
32	так и	6	9
33	не всегда	9	8
34	в лес	7	8
35	если бы	2	8
36	таким образом	21	8
37	царских детей	2	8
38	в этом	14	8
39	но в	2	8
40	в этих	13	7
41	это не	6	7
42	том что	4	7
43	здесь мы	3	7
44	еще не	3	7
45	было бы	3	7
46	и др	10	7
47	а в	7	7
48	этот вопрос	2	7
49	так же	3	7
50	и здесь	5	7
51	что мы	2	7
52	с другой	8	6
53	не менее	5	6
54	к тому	4	6
55	тем не	5	6
56	сказки и	3	6
57	так например	3	6
58	вслед за	5	6
59	сказки с	5	6
60	что и	7	6
61	из дома	9	6
62	иное царство	5	6
63	в этой	2	6
64	его в	2	6
65	представляют собой	11	6
66	так как	16	6
67	мы будем	3	5
68	из дому	2	5
69	вопрос о	7	5
70	по существу	12	5
71	что они	2	5
72	более или	2	5
73	но не	4	5
74	изучения сказки	5	5
75	например в	2	5
76	в качестве	5	5
77	не будем	4	5
78	что она	2	5
79	дело не	2	5
80	или менее	2	5
81	другой стороны	4	5
82	можно было	2	5
83	или в	4	5
84	сказать что	2	5
85	героя в	4	5
86	с тем	2	4
87	связи с	10	4
88	и другие	6	4
89	там где	5	4
90	между собой	4	4
91	в иное	5	4
92	раньше чем	3	4
93	в пределах	3	4
94	на то	2	4
95	со сказкой	2	4
96	об этом	4	4
97	но все	3	4
98	но это	6	4
99	представляет собой	17	4
100	в большинстве	3	4
101	и пр	37	4
102	означает что	2	4
103	но оно	2	4
104	чем это	2	4
105	один из	5	4
106	сказки не	3	4
107	на него	3	4
108	в связи	9	4
109	с этим	11	4
110	как и	3	4
111	это так	2	4
112	того что	3	4
113	хотя бы	4	4
114	и для	2	4
115	потому что	3	4
116	то мы	4	4
117	могут быть	16	4
118	должны будем	2	4
119	как будто	2	4
120	все эти	2	4
121	здесь не	2	4
122	большинстве случаев	3	4
123	не все	6	4
124	ход действия	5	3
125	элементы сказки	2	3
126	в какой	3	3
127	во время	6	3
128	в образе	4	3
129	перед нами	10	3
130	не с	2	3
131	очень часто	6	3
132	на котором	3	3
133	утверждать что	3	3
134	в начале	3	3
135	на этом	3	3
136	то время	3	3
137	сказки так	2	3
138	сказки в	2	3
139	наряду с	5	3
140	и их	2	3
141	или на	3	3
142	эти формы	2	3
143	и по	2	3
144	то это	3	3
145	отношению к	4	3
146	из них	3	3
147	того как	2	3
148	в форме	6	3
149	волшебных сказок	7	3
150	что же	2	3
151	уже не	2	3
152	если мы	5	3
153	как мы	6	3
154	в сад	2	3
155	из которых	3	3
156	к чему	3	3
157	как это	3	3
158	время как	3	3
159	по отношению	4	3
160	также и	4	3
161	тем что	4	3
162	в руки	3	3
163	в другом	2	3
164	в то	3	3
165	волшебное средство	10	3
166	с того	3	3
167	начинается с	3	3
168	д все	2	3
169	не существует	3	2
170	здесь можно	3	2
171	на вопрос	2	2
172	а с	2	2
173	не могут	4	2
174	отправку героя	2	2
175	вопрос в	2	2
176	в частности	2	2
177	к этому	3	2
178	его и	2	2
179	он должен	2	2
180	пока же	4	2
181	дает сказка	2	2
182	вовсе не	4	2
183	ясно что	5	2
184	как уже	2	2
185	таких случаях	2	2
186	но мы	3	2
187	в тех	6	2
188	увидим ниже	5	2
189	ни было	2	2
190	а затем	4	2
191	царя и	2	2
192	то ни	3	2
193	и как	5	2
194	это явление	4	2
195	должен знать	2	2
196	этот момент	3	2
197	вывод что	2	2
198	поставить вопрос	2	2
199	одна из	4	2
200	здесь же	3	2
201	волшебные сказки	3	2
202	никто не	3	2
203	нет необходимости	6	2
204	составные части	7	2
205	на первый	3	2
206	что такое	3	2
207	большей частью	4	2
208	не по	2	2
209	так если	2	2
210	но если	7	2
211	как бы	3	2
212	отсюда вывод	2	2
213	в таких	2	2
214	очень многих	2	2
215	д если	2	2
216	героя попадает	4	2
217	героя из	2	2
218	трудные задачи	3	2
219	и тем	2	2
220	момент когда	2	2
221	это было	3	2
222	бы то	3	2
223	в целом	3	2
224	во всех	4	2
225	в некоторых	3	2
226	со стороны	3	2
227	как в	3	2
228	даже не	3	2
229	это положение	2	2
230	не на	2	2
231	как таковая	2	2
232	он не	3	2
233	образом мы	5	2
234	в виде	2	2
235	первый взгляд	3	2
236	приводит к	2	2
237	этих случаях	11	2
238	руки героя	3	2
239	право на	2	2
240	по сюжетам	3	2
241	такие случаи	2	2
242	то здесь	3	2
243	ничего не	4	2
244	ни к	2	2
245	а по	3	2
246	между тем	5	2
247	однако в	2	2
248	можно назвать	3	2
249	в точности	3	2
250	при помощи	9	2
251	другой вопрос	2	2
252	и этим	5	2
253	волшебного средства	19	2
254	мы постараемся	2	2
255	оно может	3	2
