N	2gram	Trubetskoy_1	Myshleni
1	в процессе	2	27
2	и в	23	25
3	в том	30	23
4	том что	19	20
5	что в	8	17
6	так же	8	17
7	таким образом	31	17
8	в основе	2	16
9	с тем	2	16
10	как и	9	15
11	то что	18	15
12	в его	5	15
13	в этом	12	14
14	вместе с	6	14
15	может быть	16	13
16	в целом	5	13
17	между собой	4	13
18	так как	7	12
19	по своему	5	11
20	что они	2	10
21	как бы	10	10
22	и не	8	10
23	и что	8	10
24	того что	6	10
25	было бы	3	10
26	что и	7	10
27	только в	6	10
28	заключается в	2	9
29	связи с	4	9
30	того чтобы	8	8
31	как мы	2	8
32	столь же	5	7
33	все эти	19	7
34	что мы	4	7
35	по своей	7	7
36	для того	8	7
37	мы можем	6	7
38	в области	4	7
39	не менее	7	6
40	с другой	6	6
41	не в	8	6
42	же как	3	6
43	и у	4	6
44	мы видели	2	6
45	не может	17	6
46	в связи	3	6
47	и на	6	6
48	потому что	9	6
49	мы должны	4	6
50	что он	7	6
51	в силу	7	6
52	но не	2	6
53	того же	9	6
54	не только	7	6
55	все же	13	6
56	точки зрения	13	6
57	все это	11	6
58	отличие от	3	6
59	так и	10	5
60	именно в	5	5
61	что это	5	5
62	тем не	4	5
63	в пользу	5	5
64	для него	2	5
65	одной стороны	2	5
66	при этом	9	5
67	друг с	9	5
68	между отдельными	2	5
69	одним из	4	5
70	на этой	2	5
71	показывают что	2	5
72	с одной	3	5
73	и по	3	5
74	с ее	2	5
75	ступени развития	5	5
76	если бы	8	5
77	тот факт	4	5
78	мы уже	4	5
79	и к	5	5
80	о том	7	5
81	из которых	4	5
82	в этой	6	5
83	и т.д	4	5
84	факт что	4	5
85	с другом	9	5
86	не могут	4	4
87	независимо от	2	4
88	в частности	2	4
89	никогда не	4	4
90	в своем	10	4
91	из этих	8	4
92	прежде всего	3	4
93	на то	9	4
94	к тому	8	4
95	мы знаем	10	4
96	что с	5	4
97	всяком случае	2	4
98	отнюдь не	2	4
99	из них	5	4
100	но и	9	4
101	от того	3	4
102	то и	2	4
103	друг друга	2	4
104	а в	3	4
105	в то	6	4
106	с ним	6	4
107	тогда когда	3	4
108	от нее	2	4
109	с этим	11	4
110	и все	7	4
111	рассматриваться как	3	4
112	что оно	3	4
113	и того	3	4
114	то время	2	4
115	одного и	3	4
116	еще не	5	4
117	мы говорили	7	4
118	он не	3	4
119	по сравнению	5	4
120	тем же	2	4
121	которые не	3	4
122	во всяком	2	4
123	этого слова	2	4
124	и это	3	4
125	ни один	3	4
126	у взрослого	3	3
127	но на	2	3
128	с этой	3	3
129	что эти	2	3
130	в себя	2	3
131	в свою	2	3
132	что развитие	2	3
133	на этом	2	3
134	и сам	2	3
135	в самом	8	3
136	имеет место	2	3
137	в котором	2	3
138	и их	5	3
139	на том	2	3
140	этот процесс	2	3
141	другой стороны	5	3
142	отличается от	6	3
143	по отношению	9	3
144	с ними	2	3
145	в которых	2	3
146	в результате	9	3
147	их в	2	3
148	между тем	12	3
149	во всем	3	3
150	его в	5	3
151	с которыми	2	3
152	же мало	2	3
153	по этому	2	3
154	сравнению с	5	3
155	в жизни	3	3
156	к этому	5	3
157	но как	2	3
158	то в	2	3
159	не есть	2	3
160	или менее	7	3
161	а с	4	3
162	если мы	4	3
163	это обстоятельство	2	3
164	между ними	2	3
165	как известно	3	3
166	этот вопрос	2	3
167	в виде	4	3
168	ничего общего	3	3
169	то же	4	2
170	мы будем	3	2
171	в общей	2	2
172	можно ли	2	2
173	в этих	3	2
174	все они	5	2
175	тому что	2	2
176	том виде	2	2
177	эти последние	2	2
178	и от	5	2
179	виде как	2	2
180	одной и	2	2
181	в тех	3	2
182	исторического развития	2	2
183	для нас	3	2
184	в один	2	2
185	ни было	2	2
186	так что	5	2
187	но все	5	2
188	мы и	2	2
189	свою очередь	2	2
190	не стоит	2	2
191	с уже	2	2
192	хотя и	4	2
193	в нем	3	2
194	заключает в	2	2
195	должны рассматриваться	2	2
196	для этого	7	2
197	и только	2	2
198	в совершенно	3	2
199	которых мы	3	2
200	и других	2	2
201	совершенно ясно	2	2
202	должно быть	4	2
203	как на	4	2
204	что как	4	2
205	каждый из	3	2
206	в своих	2	2
207	что элементы	2	2
208	к той	2	2
209	в начале	2	2
210	совершенно так	4	2
211	бы в	3	2
212	что по	3	2
213	между двумя	5	2
214	говорили выше	5	2
215	всех этих	4	2
216	но по	3	2
217	вступают в	2	2
218	в них	2	2
219	только при	2	2
220	ясно что	8	2
221	конечно в	2	2
222	дальнейшего развития	2	2
223	на первый	2	2
224	таким же	3	2
225	в таком	4	2
226	одна из	2	2
227	о котором	7	2
228	все что	9	2
229	тот же	3	2
230	и может	3	2
231	иначе говоря	4	2
232	и потому	3	2
233	и особенно	2	2
234	отношению к	9	2
235	не будет	5	2
236	в мире	6	2
237	только что	3	2
238	в течение	4	2
239	из того	4	2
240	тем самым	3	2
241	и для	6	2
242	или иначе	5	2
243	и то	4	2
244	в себе	5	2
245	в эту	2	2
