N	2gram	Propp_Isto_5	formyVre
1	и в	25	50
2	в этом	10	25
3	в нем	7	24
4	человека в	3	17
5	и его	9	16
6	прежде всего	6	15
7	и не	11	14
8	как мы	5	14
9	вовсе не	2	13
10	в его	12	13
11	по существу	2	12
12	человека и	2	11
13	может быть	17	11
14	таким образом	9	11
15	мы уже	4	11
16	то же	4	11
17	и как	3	10
18	в том	6	9
19	и др	3	9
20	в особенности	3	9
21	все эти	8	9
22	в других	2	9
23	в то	3	9
24	не только	13	9
25	роль в	2	9
26	ничего не	2	9
27	и т	20	8
28	но и	13	8
29	и на	8	8
30	как и	7	8
31	того же	2	8
32	жизни и	2	8
33	это время	2	7
34	героя и	3	7
35	все же	10	6
36	в частности	7	6
37	это не	6	6
38	в дальнейшем	4	6
39	например в	5	6
40	не может	6	6
41	так же	5	6
42	так как	11	6
43	у него	2	6
44	с этим	5	6
45	и все	3	6
46	связи с	8	6
47	во всех	2	6
48	то что	7	6
49	время в	2	6
50	в ее	4	6
51	как в	6	6
52	что в	8	5
53	в образе	5	5
54	не в	6	5
55	в пределах	4	5
56	в связи	4	5
57	точки зрения	2	5
58	но все	5	5
59	если бы	2	5
60	но не	5	5
61	еще не	8	5
62	наряду с	4	5
63	он не	4	5
64	в основном	4	5
65	отношению к	2	5
66	того чтобы	3	5
67	для того	3	5
68	могут быть	6	5
69	как человек	3	4
70	мы и	2	4
71	на этой	4	4
72	все это	4	4
73	потому что	7	4
74	и с	3	4
75	в ней	5	4
76	или как	2	4
77	том что	8	4
78	и для	2	4
79	только в	7	4
80	и это	4	4
81	в этих	6	3
82	формы и	2	3
83	с тем	8	3
84	один из	2	3
85	в форме	3	3
86	по отношению	2	3
87	с одной	7	3
88	и других	2	3
89	в одно	2	3
90	они не	3	3
91	друг друга	3	3
92	а в	3	3
93	их в	3	3
94	сказать что	2	3
95	его в	9	3
96	а как	2	3
97	к этому	2	3
98	же в	2	3
99	в качестве	7	3
100	и потому	2	3
101	что и	6	3
102	вместе с	22	3
103	сих пор	2	3
104	а не	2	3
105	мы не	5	3
106	мы видим	8	3
107	или в	6	3
108	с другими	4	3
109	входит в	5	3
110	все его	2	3
111	до сих	2	3
112	уже в	2	2
113	же как	4	2
114	никогда не	3	2
115	в течение	2	2
116	его и	2	2
117	с другой	9	2
118	никто не	3	2
119	что все	4	2
120	вопрос о	2	2
121	оно уже	2	2
122	для нас	5	2
123	в свою	3	2
124	одной стороны	7	2
125	но для	2	2
126	в целом	3	2
127	в некоторых	4	2
128	на них	2	2
129	того что	2	2
130	и по	2	2
131	в которых	3	2
132	другую страну	2	2
133	с большой	2	2
134	в более	3	2
135	но он	2	2
136	во всем	2	2
137	в истории	4	2
138	что мы	2	2
139	мы должны	4	2
140	тех же	2	2
141	с ним	4	2
142	в дом	2	2
143	имеется и	3	2
144	из нее	2	2
145	не как	4	2
146	тогда когда	2	2
147	ясно что	5	2
148	истории этого	2	2
149	по себе	2	2
150	в различных	2	2
151	здесь еще	3	2
152	об этом	2	2
153	в другую	2	2
154	одна из	2	2
155	и стал	2	2
156	в это	2	2
157	но оно	3	2
158	превращение в	2	2
159	в своей	2	2
160	как бы	2	2
161	ее в	2	2
162	оказывается что	2	2
163	совершенно не	2	2
164	уже не	11	2
165	в которой	4	2
166	в данном	3	2
167	от этого	4	2
168	тем что	10	2
169	на себя	3	2
170	и вообще	3	2
171	ту же	2	2
172	его на	4	2
173	попадает в	2	2
174	там где	6	2
175	здесь как	2	2
