N	2gram	Vygotskiy__4	Analitik
1	в этом	28	18
2	в частности	4	16
3	и в	33	16
4	не только	7	16
5	так и	3	15
6	как и	5	14
7	в том	21	12
8	но и	3	12
9	и не	13	12
10	том что	22	12
11	иначе говоря	2	11
12	как бы	25	10
13	при этом	2	10
14	а не	6	10
15	в пределах	3	9
16	в этой	9	9
17	ничего не	2	9
18	то есть	13	9
19	в целом	5	8
20	представляет собой	2	8
21	к тому	12	7
22	в себе	6	7
23	то что	44	7
24	о том	20	7
25	с другой	2	6
26	в самом	12	6
27	в мире	3	6
28	и на	5	6
29	говорить о	3	6
30	может быть	22	6
31	как это	14	6
32	но в	2	6
33	говорит о	4	5
34	в сторону	3	5
35	и к	2	5
36	с одной	3	5
37	только не	2	4
38	в своем	7	4
39	столь же	2	4
40	в конце	8	4
41	можно сказать	2	4
42	у него	6	4
43	тому же	3	4
44	не в	2	4
45	читателя в	2	4
46	но не	3	4
47	тем самым	3	4
48	одной стороны	3	4
49	в сущности	6	4
50	и является	2	4
51	во всех	2	4
52	как в	3	4
53	все это	13	4
54	как раз	9	4
55	не может	10	4
56	на этом	3	4
57	и его	5	4
58	то же	9	4
59	между двумя	2	4
60	точки зрения	6	4
61	только в	4	4
62	не был	2	3
63	казалось бы	5	3
64	место в	2	3
65	сюжета и	2	3
66	никогда не	5	3
67	что касается	2	3
68	прежде всего	2	3
69	этого слова	3	3
70	так что	7	3
71	по поводу	4	3
72	было бы	12	3
73	в действительности	2	3
74	и если	9	3
75	мы имеем	2	3
76	и за	3	3
77	повествования и	2	3
78	на две	2	3
79	что и	3	3
80	из них	4	3
81	со стороны	2	3
82	в словах	2	3
83	в их	2	3
84	если бы	10	3
85	именно в	2	3
86	можно было	4	3
87	а в	4	3
88	как мы	4	3
89	воли и	2	3
90	тому как	2	3
91	и то	2	3
92	в результате	2	3
93	тем что	3	3
94	как будто	8	3
95	сводится к	2	3
96	едва ли	2	3
97	и все	12	3
98	а как	2	2
99	того что	4	2
100	речь идет	3	2
101	была бы	2	2
102	при таком	3	2
103	в одном	3	2
104	что все	11	2
105	к этому	4	2
106	вовсе не	5	2
107	по себе	9	2
108	на то	10	2
109	по существу	2	2
110	из его	2	2
111	же время	2	2
112	что в	21	2
113	так например	4	2
114	мы узнаем	4	2
115	она не	3	2
116	в своей	4	2
117	композиции как	2	2
118	в котором	2	2
119	даже в	2	2
120	один из	2	2
121	это было	4	2
122	с ее	3	2
123	с той	2	2
124	себя в	4	2
125	как говорит	2	2
126	вместе с	8	2
127	на него	4	2
128	что она	10	2
129	вслед за	3	2
130	другой стороны	2	2
131	внимание на	2	2
132	здравого смысла	3	2
133	таким образом	13	2
134	здесь в	3	2
135	той же	4	2
136	те же	2	2
137	в двух	4	2
138	узнает о	3	2
139	на этот	3	2
140	и он	3	2
141	не имеет	2	2
142	и для	3	2
143	с точки	4	2
144	так же	13	2
145	в таком	4	2
146	и до	3	2
147	никак не	6	2
148	одно из	2	2
149	он не	11	2
150	в то	3	2
151	в его	10	2
152	его в	3	2
153	сказать что	13	2
154	с ним	5	2
