N	2gram	Losev_Dial_3	Myshleni
1	в том	5	33
2	том что	8	27
3	точки зрения	25	26
4	то что	14	20
5	в этом	8	19
6	с точки	14	18
7	того что	12	17
8	и в	24	15
9	не только	23	15
10	что в	7	14
11	таким образом	13	14
12	что он	13	12
13	в самом	7	11
14	но и	9	10
15	было бы	5	10
16	для того	3	10
17	мы не	5	10
18	в своем	3	9
19	может быть	13	9
20	не может	19	9
21	что мы	8	9
22	о том	6	9
23	в сущности	10	9
24	так и	5	8
25	никогда не	7	8
26	не в	3	8
27	и что	15	8
28	если бы	6	8
29	к тому	4	7
30	мы знаем	3	7
31	одной стороны	3	7
32	с одной	3	7
33	и не	27	7
34	потому что	7	7
35	как бы	3	7
36	по себе	20	7
37	он не	5	7
38	во всяком	2	7
39	что это	12	6
40	в частности	2	6
41	как мы	2	6
42	мы уже	3	6
43	в виду	7	6
44	на то	3	6
45	с другой	4	6
46	сказать что	4	6
47	в истории	4	6
48	как это	5	6
49	но в	2	6
50	в зависимости	2	6
51	вовсе не	13	6
52	и к	5	6
53	как и	7	6
54	зависимости от	3	6
55	самом деле	6	6
56	всяком случае	2	6
57	это не	4	5
58	вопрос о	5	5
59	и даже	13	5
60	друг друга	3	5
61	тогда когда	5	5
62	по существу	2	5
63	все что	3	5
64	то же	6	5
65	прежде всего	8	4
66	из этих	2	4
67	что все	14	4
68	для нас	2	4
69	несмотря на	2	4
70	от его	2	4
71	все это	6	4
72	в них	5	4
73	что оно	7	4
74	не имеет	11	4
75	так же	4	4
76	а в	2	4
77	их в	2	4
78	и с	6	4
79	при помощи	3	4
80	так как	6	4
81	с его	2	4
82	все же	3	4
83	что его	5	4
84	как раз	7	4
85	из того	2	4
86	хотя бы	4	4
87	и его	5	4
88	только в	5	4
89	все время	3	3
90	но на	2	3
91	для этого	2	3
92	что у	2	3
93	что именно	3	3
94	об этом	6	3
95	не можем	2	3
96	для него	4	3
97	при этом	2	3
98	социальная среда	2	3
99	из двух	3	3
100	точка зрения	5	3
101	из них	3	3
102	со стороны	2	3
103	и только	6	3
104	что для	5	3
105	все эти	3	3
106	они не	2	3
107	и по	2	3
108	в основе	3	3
109	к этой	2	3
110	ничем не	7	3
111	и все	6	3
112	не существует	10	3
113	с этим	3	3
114	что можно	2	3
115	тем более	3	3
116	но не	2	3
117	утверждает что	3	3
118	для себя	2	3
119	что она	9	3
120	только что	4	3
121	тем самым	3	3
122	а не	26	3
123	из которых	3	3
124	или в	2	3
125	в данном	2	3
126	не надо	3	3
127	это же	3	3
128	и ее	3	3
129	и это	4	3
130	ничего не	17	3
131	быть может	3	2
132	не могут	4	2
133	сама по	4	2
134	же как	2	2
135	что если	2	2
136	и есть	16	2
137	в ущерб	3	2
138	перед нами	3	2
139	с этой	5	2
140	его внутренней	2	2
141	как например	2	2
142	или иной	4	2
143	и можно	2	2
144	ни в	9	2
145	и как	8	2
146	это есть	8	2
147	но что	7	2
148	только тогда	3	2
149	случае не	3	2
150	той или	2	2
151	и тем	2	2
152	могут быть	2	2
153	от того	4	2
154	в их	2	2
155	есть нечто	23	2
156	целый ряд	2	2
157	должно быть	3	2
158	достаточно было	2	2
159	но для	2	2
160	но если	6	2
161	говорить о	4	2
162	также и	2	2
163	во всем	3	2
164	мира и	3	2
165	с которой	2	2
166	уже и	3	2
167	у него	2	2
168	отнюдь не	10	2
169	он должен	3	2
170	как чистое	2	2
171	нет никаких	2	2
172	вопрос об	3	2
173	именно в	2	2
174	за пределы	3	2
175	в его	2	2
176	нет и	4	2
177	что и	6	2
178	ее в	2	2
179	к признанию	2	2
180	и тогда	5	2
181	что же	11	2
182	и для	2	2
183	все равно	2	2
184	или к	2	2
185	есть ли	5	2
186	нас к	2	2
187	в силу	3	2
188	той же	3	2
189	тому как	4	2
190	нас в	2	2
191	тем что	3	2
192	само по	5	2
193	подобно тому	4	2
194	в себе	2	2
195	и вообще	2	2
196	учения о	2	2
197	стало быть	9	2
