N	2gram	Nazirov_Tv_2	Literetu
1	и не	9	22
2	тогда как	3	17
3	и в	20	16
4	в мире	5	16
5	х годов	3	15
6	при этом	8	15
7	не только	13	14
8	но и	8	14
9	в этом	8	14
10	а не	6	12
11	то что	3	12
12	может быть	8	12
13	в том	8	12
14	в частности	2	11
15	не в	4	10
16	своего рода	3	10
17	то же	7	9
18	так и	6	9
19	в то	10	9
20	том что	4	8
21	не может	7	8
22	в этой	5	8
23	как бы	11	8
24	в своей	6	7
25	же время	7	7
26	себя в	2	7
27	тем самым	4	7
28	только в	2	7
29	с другой	2	6
30	еще не	5	6
31	в его	10	6
32	и его	9	6
33	в себе	3	6
34	о том	5	6
35	это не	7	5
36	в году	16	5
37	что он	6	5
38	в ее	2	5
39	тому же	2	5
40	как и	6	5
41	соответствии с	4	5
42	в целом	6	5
43	вместе с	3	5
44	как в	4	5
45	в отличие	2	5
46	а в	4	5
47	именно в	6	5
48	в основе	2	5
49	что я	2	5
50	то есть	5	5
51	отличие от	2	5
52	место в	3	4
53	но не	5	4
54	никогда не	11	4
55	как у	3	4
56	и если	2	4
57	в начале	3	4
58	одним из	3	4
59	хотя и	4	4
60	отношению к	3	4
61	из них	2	4
62	по отношению	3	4
63	жизни в	3	4
64	в одном	2	4
65	ни к	2	3
66	только для	2	3
67	все время	2	3
68	личности в	2	3
69	отнюдь не	4	3
70	части романа	2	3
71	прежде всего	8	3
72	а я	2	3
73	более того	2	3
74	а затем	3	3
75	в романе	15	3
76	в соответствии	4	3
77	например в	5	3
78	на его	4	3
79	в самом	3	3
80	для которого	2	3
81	но уже	3	3
82	уже не	3	3
83	самом деле	2	3
84	и наконец	2	3
85	не случайно	2	3
86	потому что	7	3
87	едва ли	2	3
88	но в	4	3
89	между тем	3	3
90	в творческом	5	2
91	что в	7	2
92	с чувством	3	2
93	не менее	2	2
94	если бы	4	2
95	быть может	3	2
96	что у	4	2
97	в лице	4	2
98	литературной традиции	4	2
99	как о	2	2
100	с этой	3	2
101	в конце	6	2
102	я не	2	2
103	к этому	3	2
104	романа и	3	2
105	со своими	2	2
106	в нем	3	2
107	и ее	2	2
108	у нас	2	2
109	между людьми	2	2
110	для него	3	2
111	особое место	2	2
112	и сам	5	2
113	что не	3	2
114	в первой	2	2
115	к жизни	2	2
116	один из	3	2
117	все же	5	2
118	когда он	4	2
119	в ту	2	2
120	и тогда	2	2
121	так же	5	2
122	и только	2	2
123	если не	4	2
124	человека в	3	2
125	не означает	2	2
126	целом и	2	2
127	в принципе	4	2
128	другой стороны	2	2
129	и даже	5	2
130	с ними	2	2
131	в своих	3	2
132	и на	5	2
133	и с	8	2
134	тем что	3	2
135	xix века	7	2
136	его в	3	2
137	и потому	4	2
138	одном из	2	2
