N	2gram	Propp_Isto_5	FransuaR
1	и в	25	41
2	мы уже	4	18
3	во всех	2	17
4	таким образом	9	17
5	в нем	7	16
6	и с	3	16
7	и его	9	13
8	но и	13	13
9	как мы	5	12
10	в этом	10	12
11	все это	4	11
12	все эти	8	11
13	прежде всего	6	10
14	не только	13	10
15	и др	3	10
16	так как	11	10
17	то что	7	10
18	во время	7	9
19	и на	8	9
20	и все	3	9
21	о том	7	9
22	никогда не	3	8
23	в этой	3	8
24	у него	2	7
25	вовсе не	2	7
26	том что	8	7
27	как бы	2	7
28	в особенности	3	7
29	как и	7	7
30	что в	8	7
31	в его	12	7
32	в образе	5	6
33	что он	22	6
34	мы видим	8	6
35	например в	5	6
36	один из	2	6
37	вместе с	22	6
38	или в	6	6
39	сказать что	2	6
40	в то	3	6
41	то же	4	5
42	в ее	4	5
43	так же	5	5
44	и он	6	5
45	из них	2	5
46	и что	8	5
47	еще в	2	5
48	тем что	10	5
49	но он	2	5
50	во всем	2	5
51	там где	6	5
52	что это	5	5
53	уже в	2	4
54	с другой	9	4
55	роль в	2	4
56	а затем	7	4
57	и как	3	4
58	не в	6	4
59	и вообще	3	4
60	одной стороны	7	4
61	в ней	5	4
62	даже в	2	4
63	все же	10	4
64	не может	6	4
65	в преисподнюю	4	4
66	с одной	7	4
67	как в	6	4
68	самом деле	2	4
69	именно на	2	4
70	того чтобы	3	4
71	одним из	2	4
72	а в	3	4
73	того же	2	4
74	с ним	4	4
75	мы увидим	5	3
76	перед нами	2	3
77	в книге	3	3
78	с этой	2	3
79	с этим	5	3
80	но это	7	3
81	как у	2	3
82	до сих	2	3
83	и сам	2	3
84	в целях	3	3
85	в индии	4	3
86	но оно	3	3
87	когда они	2	3
88	в него	5	3
89	жизни и	2	3
90	связано с	5	3
91	сих пор	2	3
92	здесь он	2	3
93	и для	2	3
94	в голове	2	3
95	и не	11	3
96	они не	3	3
97	того что	2	3
98	к нему	3	3
99	с другими	4	3
100	в данном	3	3
101	только в	7	3
102	потому что	7	3
103	также что	3	3
104	но уже	3	2
105	это уже	2	2
106	в частности	7	2
107	в этих	6	2
108	превращается в	7	2
109	человека и	2	2
110	что все	4	2
111	представление о	17	2
112	он проглотил	2	2
113	для нас	5	2
114	в том	6	2
115	так что	2	2
116	в дальнейшем	4	2
117	связи с	8	2
118	на этом	3	2
119	через кожу	2	2
120	но не	5	2
121	а на	2	2
122	мы узнаем	2	2
123	никто не	3	2
124	может быть	17	2
125	в своей	2	2
126	гл iv	2	2
127	он не	4	2
128	и потому	2	2
129	в таких	3	2
130	должен быть	2	2
131	на спине	2	2
132	мы видели	7	2
133	себя в	6	2
134	не будем	5	2
135	данном случае	2	2
136	в форме	3	2
137	а именно	4	2
138	другой стороны	8	2
139	в истории	4	2
140	а не	2	2
141	на которой	2	2
142	мы не	5	2
143	их в	3	2
144	образом в	2	2
145	землю и	2	2
146	точки зрения	2	2
147	что мы	2	2
148	состоит из	3	2
149	и этим	2	2
150	тех же	2	2
151	тогда когда	2	2
152	это было	2	2
