N	2gram	Vygotskiy__1	Problemy
1	и в	31	46
2	то есть	26	40
3	и не	16	27
4	может быть	22	23
5	как бы	5	19
6	не может	17	19
7	в нем	2	17
8	в этом	12	16
9	не только	13	14
10	слова в	3	13
11	но и	2	12
12	как и	16	12
13	как мы	2	12
14	точки зрения	15	11
15	в одном	2	11
16	а не	13	11
17	не в	11	10
18	прежде всего	4	9
19	в том	30	9
20	в самом	11	9
21	и все	5	9
22	вовсе не	6	9
23	и к	3	9
24	в его	6	9
25	с точки	2	9
26	до сих	3	8
27	сих пор	3	8
28	и с	2	7
29	по себе	9	7
30	в сущности	10	7
31	как раз	2	7
32	в себе	4	7
33	никогда не	8	6
34	в каждом	3	6
35	ни в	9	6
36	но это	3	6
37	есть в	7	6
38	хотя и	3	6
39	в него	2	6
40	но в	3	6
41	что он	7	6
42	что я	4	6
43	мы увидим	4	6
44	то же	5	6
45	все это	8	6
46	и его	7	6
47	только в	14	6
48	при этом	19	5
49	в котором	4	5
50	к нему	2	5
51	жизни и	3	5
52	в то	5	5
53	так как	18	5
54	в жизни	2	5
55	у него	4	5
56	о том	7	5
57	если же	2	5
58	если мы	12	5
59	уже в	3	4
60	что в	23	4
61	в этих	4	4
62	очень часто	4	4
63	до конца	6	4
64	например в	3	4
65	к ним	2	4
66	в виду	4	4
67	таким образом	20	4
68	и других	3	4
69	потому что	10	4
70	и здесь	2	4
71	во всем	3	4
72	мы не	12	4
73	мы можем	4	4
74	как в	9	4
75	этих двух	2	4
76	точек зрения	3	4
77	том что	16	4
78	но не	3	4
79	совершенно не	5	4
80	том же	2	4
81	он не	3	4
82	все же	5	4
83	то что	32	4
84	в процессе	5	4
85	так и	3	4
86	приводит к	2	4
87	в себя	2	4
88	уже не	2	4
89	самом деле	9	4
90	и другие	4	3
91	себя и	2	3
92	с другой	5	3
93	из этих	6	3
94	человека и	2	3
95	не могут	3	3
96	на то	10	3
97	такой же	2	3
98	в своем	3	3
99	более или	2	3
100	слова то	2	3
101	у меня	3	3
102	и для	5	3
103	отношение к	2	3
104	и их	2	3
105	другой стороны	5	3
106	так же	12	3
107	и только	3	3
108	и даже	6	3
109	в конце	3	3
110	как он	2	3
111	их в	2	3
112	бы в	2	3
113	мы имеем	4	3
114	если бы	6	3
115	и во	2	3
116	на два	2	3
117	по существу	4	3
118	того же	2	3
119	и что	8	3
120	она не	5	3
121	было бы	6	3
122	в своей	3	3
123	и о	4	3
124	никак не	4	3
125	что и	13	3
126	него в	2	3
127	или менее	2	3
128	что же	2	3
129	только на	3	3
130	в отличие	3	3
131	тем же	3	3
132	той же	3	3
133	отличается от	2	3
134	в слове	3	3
135	почти всегда	3	3
136	в этой	3	3
137	далеко не	2	3
138	и это	3	3
139	отличие от	4	3
140	не менее	2	2
141	сама по	2	2
142	должна быть	3	2
143	в одной	3	2
144	мысли и	2	2
145	вопрос о	3	2
146	к тому	4	2
147	все время	4	2
148	для нас	5	2
149	без всякого	2	2
150	так что	5	2
151	и как	2	2
152	же как	4	2
153	смысле слова	3	2
154	не дает	2	2
155	к другим	2	2
156	и следовательно	2	2
157	и тем	2	2
158	к жизни	2	2
159	целый ряд	6	2
160	то и	2	2
161	не было	3	2
162	является предметом	2	2
163	те же	4	2
164	речь и	2	2
165	и по	3	2
166	а в	6	2
167	увидим что	2	2
168	в которых	3	2
169	и совершенно	5	2
170	в результате	4	2
171	сказать что	7	2
172	и так	4	2
173	что мы	8	2
174	в художественном	3	2
175	в произведении	3	2
176	с ним	2	2
177	могло бы	4	2
178	между тем	4	2
179	с этим	3	2
180	у пушкина	3	2
181	и другого	2	2
182	этом смысле	2	2
183	стороны и	3	2
184	бы ни	2	2
185	у нас	4	2
186	одна из	4	2
187	все что	3	2
188	указывает на	4	2
189	этого слова	4	2
190	на почве	2	2
191	когда он	2	2
192	вместе с	8	2
193	бы и	2	2
194	себе а	3	2
195	что такое	2	2
196	ничего не	2	2
197	во всяком	8	2
198	могут быть	11	2
199	может стать	3	2
200	ту же	2	2
201	в поэзии	2	2
202	там где	4	2
203	одном из	2	2
