N	2gram	Trubetskoy_1	Problema
1	и в	23	44
2	вовсе не	2	37
3	и не	8	35
4	не есть	2	35
5	то есть	2	34
6	может быть	16	28
7	потому что	9	25
8	то что	18	23
9	в том	30	21
10	только в	6	19
11	в этом	12	17
12	для нас	3	16
13	также и	2	16
14	если мы	4	16
15	не только	7	14
16	и то	4	14
17	не в	8	13
18	то же	4	13
19	так что	5	12
20	но в	4	12
21	том что	19	12
22	не менее	7	10
23	но и	9	10
24	в виду	2	10
25	отнюдь не	2	10
26	у нас	3	10
27	как и	9	10
28	тем не	4	10
29	так и	10	10
30	это не	3	9
31	и от	5	9
32	в нем	3	9
33	и с	5	9
34	как бы	10	9
35	так как	7	9
36	что он	7	9
37	в то	6	9
38	в его	5	9
39	что и	7	9
40	в данном	3	9
41	во всяком	2	9
42	и это	3	9
43	таким образом	31	9
44	что в	8	8
45	того что	6	8
46	что мы	4	8
47	при помощи	3	8
48	было бы	3	8
49	он не	3	8
50	что же	2	8
51	как мы	2	8
52	в себе	5	8
53	связи с	4	8
54	и вообще	3	8
55	с другой	6	7
56	данном случае	3	7
57	не может	17	7
58	в связи	3	7
59	все эти	19	7
60	и что	8	7
61	мы должны	4	7
62	с ним	6	7
63	и потому	3	7
64	на самом	7	7
65	ничего общего	3	7
66	никогда не	4	6
67	для этого	7	6
68	то ни	3	6
69	и если	6	6
70	но если	2	6
71	всяком случае	2	6
72	в целом	5	6
73	другими словами	2	6
74	жизни и	2	6
75	и только	2	6
76	ясно что	8	6
77	и к	5	6
78	о том	7	6
79	все же	13	6
80	мы можем	6	6
81	в виде	4	6
82	состоит из	4	5
83	не было	2	5
84	в нашем	3	5
85	в конце	4	5
86	что они	2	5
87	с тем	2	5
88	и сам	2	5
89	хотя и	4	5
90	в ней	3	5
91	другой стороны	5	5
92	все это	11	5
93	то и	2	5
94	в своем	10	5
95	а в	3	5
96	точки зрения	13	5
97	этом случае	4	5
98	в таком	4	5
99	еще не	5	5
100	гораздо более	2	5
101	так же	8	5
102	тем самым	3	5
103	этого слова	2	5
104	можно ли	2	4
105	но даже	3	4
106	тому что	2	4
107	при этом	9	4
108	совершенно не	3	4
109	и без	5	4
110	отличается от	6	4
111	заключается в	2	4
112	но как	2	4
113	же касается	2	4
114	на первый	2	4
115	бы то	2	4
116	то время	2	4
117	мы уже	4	4
118	только при	2	4
119	же как	3	3
120	что это	5	3
121	из себя	10	3
122	что у	2	3
123	именно потому	2	3
124	прежде всего	3	3
125	на то	9	3
126	в тех	3	3
127	к тому	8	3
128	ни было	2	3
129	но все	5	3
130	это есть	4	3
131	в этой	6	3
132	для него	2	3
133	в самом	8	3
134	на себе	2	3
135	не так	4	3
136	что для	4	3
137	с этой	3	3
138	в которых	2	3
139	самого себя	4	3
140	его в	5	3
141	конце концов	4	3
142	очень много	3	3
143	а это	2	3
144	если бы	8	3
145	но тогда	3	3
146	о которых	6	3
147	говорить о	2	3
148	то в	2	3
149	тем более	3	3
150	но не	2	3
151	она не	2	3
152	общего с	2	3
153	быть и	5	3
154	из этого	6	3
155	и все	7	3
156	из того	4	3
157	самом деле	12	3
158	хотя бы	4	3
159	отличие от	3	3
160	этот вопрос	2	3
161	и ее	2	3
162	как будто	5	3
163	если же	3	3
164	есть в	2	3
165	идет речь	8	3
166	что их	3	2
167	мы будем	3	2
168	именно в	5	2
169	в частности	2	2
170	в этих	3	2
171	все они	5	2
172	не очень	2	2
173	того же	9	2
174	от тех	3	2
175	никто не	2	2
176	что все	5	2
177	не будут	2	2
178	ее и	3	2
179	многих других	2	2
180	всех этих	4	2
181	до сих	8	2
182	не стоит	2	2
183	от себя	2	2
184	ни для	2	2
185	между собою	5	2
186	тем же	2	2
187	в котором	2	2
188	с ее	2	2
189	при таком	2	2
190	друг от	6	2
191	из них	5	2
192	для самого	2	2
193	и до	3	2
194	образом и	2	2
195	от того	3	2
196	в их	4	2
197	во внимание	2	2
198	которые уже	2	2
199	с одной	3	2
200	что оно	3	2
201	и будет	2	2
202	и по	3	2
203	друг друга	2	2
204	как на	4	2
205	него с	2	2
206	широком смысле	2	2
207	в результате	9	2
208	в основе	2	2
209	с этим	11	2
210	в начале	2	2
211	настоящее время	2	2
212	с которыми	2	2
213	только то	2	2
214	бы в	3	2
215	гораздо больше	3	2
216	однако это	2	2
217	виде как	2	2
218	в самой	2	2
219	и более	2	2
220	на нас	3	2
221	рассматривать как	2	2
222	при условии	2	2
223	очень мало	2	2
224	по существу	6	2
225	мы видели	2	2
226	а к	2	2
227	и при	6	2
228	от него	3	2
229	по своему	5	2
230	том виде	2	2
231	что при	6	2
232	и может	3	2
233	от друга	6	2
234	мы говорили	7	2
235	между прочим	2	2
236	во всех	10	2
237	в настоящее	2	2
238	для себя	2	2
239	и особенно	2	2
240	по сравнению	5	2
241	в процессе	2	2
242	вместе с	6	2
243	сих пор	8	2
244	только что	3	2
245	только тогда	2	2
246	даже если	2	2
247	жизнь и	3	2
248	а с	4	2
249	из которых	4	2
250	и у	4	2
251	и для	6	2
252	с точки	8	2
253	у них	6	2
254	мы и	2	2
255	ничем не	4	2
256	но с	2	2
257	не то	3	2
258	в другом	2	2
259	сравнению с	5	2
260	отличаются друг	3	2
261	в которой	5	2
262	и состоит	2	2
263	из него	2	2
264	же не	3	2
